lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;4472
125;Barycz;Dobroń;powiat pabianicki;219;;;;
126;Bazar;Rozprza;powiat piotrkowski;255;;;;
127;Bądków;Zgierz;powiat zgierski;121;;;;
128;Bądzyń;Tuszyn;powiat łódzki wschodni;188;;;;
129;Bąki;Zadzim;powiat poddębicki;102;;;;
130;Bąkowa Góra;Ręczno;powiat piotrkowski;304;;;;
131;Bąkowiec;Grabica;powiat piotrkowski;1;;;;
132;Bąków Dolny;Zduny;powiat łowicki;287;;;;
133;Bąków Górny;Zduny;powiat łowicki;360;;;;
134;Bechcice-Kolonia;Lutomiersk;powiat pabianicki;1;;;;
135;Bechcice-Parcela;Lutomiersk;powiat pabianicki;1;;;;
136;Bechcice;Lutomiersk;powiat pabianicki;412;;;;
137;Bedlno;Bedlno;powiat kutnowski;1;;;;
138;Bedlno-Żbiwiec;Bedlno;powiat kutnowski;1;;;;
139;Bedlno;Bedlno;powiat kutnowski;513;;;;
140;Bednary-Kolonia;Nieborów;powiat łowicki;345;;;;
141;Bednary;Nieborów;powiat łowicki;955;;;;
142;Bednarze;Szczerców;powiat bełchatowski;53;;;;
143;Bedoń Przykościelny;Andrespol;powiat łódzki wschodni;1514;;;;
144;Bedoń;Andrespol;powiat łódzki wschodni;442;;;;
145;Beleń-Kolonia;Zapolice;powiat zduńskowolski;1;;;;
146;Beleń;Zapolice;powiat zduńskowolski;291;;;;
147;Bełchów;Nieborów;powiat łowicki;2158;;;;
148;Bełdów-Krzywa Wieś;Aleksandrów Łódzki;powiat zgierski;179;;;;
149;Bełdów;Aleksandrów Łódzki;powiat zgierski;362;;;;
150;Beniaminów;Zduńska Wola;powiat zduńskowolski;1;;;;
151;Beresie Duże;Kiełczygłów;powiat pajęczański;19;;;;
152;Beresie Małe;Kiełczygłów;powiat pajęczański;50;;;;
153;Besiekiery;Grabów;powiat łęczycki;139;;;;
154;Besiekierz Nawojowy;Zgierz;powiat zgierski;184;;;;
155;Besiekierz Rudny;Zgierz;powiat zgierski;241;;;;
156;Bębnów;Konopnica;powiat wieluński;106;;;;
157;Bęczkowice Poduchowne;Łęki Szlacheckie;powiat piotrkowski;1;;;;
158;Bęczkowice;Łęki Szlacheckie;powiat piotrkowski;163;;;;
159;Będków-Kolonia;Będków;powiat tomaszowski;1;;;;
160;Będków;Będków;powiat tomaszowski;610;;;;
161;Będków;Rząśnia;powiat pajęczański;247;;;;
162;Będków;Burzenin;powiat sieradzki;119;;;;
163;Będzelin;Koluszki;powiat łódzki wschodni;430;;;;
164;Będzyn;Ręczno;powiat piotrkowski;120;;;;
165;Będzyn;Masłowice;powiat radomszczański;1;;;;
166;Biadaczew;Burzenin;powiat sieradzki;75;;;;
167;Biadaszki;Galewice;powiat wieruszowski;282;;;;
168;Biała Druga;Biała;powiat wieluński;249;;;;
169;Biała Góra;Grabów;powiat łęczycki;104;;;;
170;Biała Góra;Wartkowice;powiat poddębicki;196;;;;
171;Biała Pierwsza;Biała;powiat wieluński;126;;;;
172;Biała Róża;Rozprza;powiat piotrkowski;30;;;;
173;Biała Rządowa;Biała;powiat wieluński;646;;;;
174;Biała Wieś;Biała Rawska;powiat rawski;67;;;;
175;Biała-Kopiec;Biała;powiat wieluński;348;;;;
176;Biała-Parcela Druga;Biała;powiat wieluński;1;;;;
177;Biała-Parcela Trzecia;Biała;powiat wieluński;1;;;;
178;Biała-Parcela;Biała;powiat wieluński;434;;;;
179;Biała;Zgierz;powiat zgierski;862;;;;
180;Biała;Rząśnia;powiat pajęczański;953;;;;
181;Biała;Sulejów;powiat piotrkowski;436;;;;
182;Biała;Żychlin;powiat kutnowski;54;;;;
183;Białaczów;Białaczów;powiat opoczyński;1068;;;;
184;Białek;Gorzkowice;powiat piotrkowski;1;;;;
185;Białkowice;Moszczenica;powiat piotrkowski;166;;;;
186;Białocin;Rozprza;powiat piotrkowski;342;;;;
187;Białogórne;Biała Rawska;powiat rawski;142;;;;
188;Biały Ług;Zduńska Wola;powiat zduńskowolski;272;;;;
189;Białynin-Latków;Głuchów;powiat skierniewicki;149;;;;
190;Białynin-Podbór;Głuchów;powiat skierniewicki;257;;;;
191;Białynin-Południe;Głuchów;powiat skierniewicki;144;;;;
192;Białynin;Głuchów;powiat skierniewicki;294;;;;
193;Bibianów;Parzęczew;powiat zgierski;274;;;;
194;Bielanki;Brzeziny;powiat brzeziński;121;;;;
195;Bielawki;Kutno;powiat kutnowski;477;;;;
196;Bielawska Wieś;Bielawy;powiat łowicki;126;;;;
197;Bielawy;Świnice Warckie;powiat łęczycki;129;;;;
198;Bielawy;Strzelce;powiat kutnowski;1;;;;
199;Bielawy;Lututów;powiat wieruszowski;1;;;;
200;Bielawy;Bielawy;powiat łowicki;549;;;;
201;Bielice;Krośniewice;powiat kutnowski;125;;;;
202;Bielice;Piątek;powiat łęczycki;142;;;;
203;Bieliki;Sulmierzyce;powiat pajęczański;147;;;;
204;Bielina;Ujazd;powiat tomaszowski;166;;;;
205;Bielowice;Opoczno;powiat opoczyński;896;;;;
206;Bieniądzice;Wieluń;powiat wieluński;228;;;;
207;Bieniec;Pątnów;powiat wieluński;489;;;;
208;Biesiec;Złoczew;powiat sieradzki;104;;;;
209;Biestrzyków Mały;Kobiele Wielkie;powiat radomszczański;142;;;;
210;Biestrzyków Wielki;Kobiele Wielkie;powiat radomszczański;109;;;;
211;Bieżywody;Czarnocin;powiat piotrkowski;106;;;;
212;Bilew;Sędziejowice;powiat łaski;289;;;;
213;Bilska Wola-Kolonia;Sulejów;powiat piotrkowski;205;;;;
214;Bilska Wola;Sulejów;powiat piotrkowski;201;;;;
215;Biskupia Wola;Czarnocin;powiat piotrkowski;483;;;;
216;Biskupice;Sieradz;powiat sieradzki;445;;;;
217;Bleszyn;Grabica;powiat piotrkowski;1;;;;
218;Blizin;Wola Krzysztoporska;powiat piotrkowski;169;;;;
219;Bliźniew;Wróblew;powiat sieradzki;149;;;;
220;Błażejewice;Biała Rawska;powiat rawski;157;;;;
221;Błędów;Chąśno;powiat łowicki;252;;;;
222;Błogie Rządowe;Mniszków;powiat opoczyński;282;;;;
223;Błogie Szlacheckie;Mniszków;powiat opoczyński;192;;;;
224;Błonie;Wielgomłyny;powiat radomszczański;4;;;;
225;Błonie;Łęczyca;powiat łęczycki;606;;;;
226;Błonie;Piątek;powiat łęczycki;1;;;;
227;Błota;Brąszewice;powiat sieradzki;196;;;;
228;Bobiecko;Łyszkowice;powiat łowicki;186;;;;
229;Bobrowa;Łyszkowice;powiat łowicki;220;;;;
230;Bobrowiec;Rzeczyca;powiat tomaszowski;203;;;;
231;Bobrowniki;Działoszyn;powiat pajęczański;241;;;;
232;Bobrowniki;Sieradz;powiat sieradzki;234;;;;
233;Bobrowniki;Nieborów;powiat łowicki;1180;;;;
234;Bobry;Radomsko;powiat radomszczański;200;;;;
235;Bocheń;Łowicz;powiat łowicki;257;;;;
236;Bocianicha;Zelów;powiat bełchatowski;168;;;;
237;Bociany;Strzelce;powiat kutnowski;82;;;;
238;Boczki Domaradzkie;Głowno;powiat zgierski;125;;;;
239;Boczki Nowe;Szadek;powiat zduńskowolski;1;;;;
240;Boczki Stare;Szadek;powiat zduńskowolski;255;;;;
241;Boczki Zarzeczne;Głowno;powiat zgierski;36;;;;
242;Boczki-Parcela;Szadek;powiat zduńskowolski;1;;;;
243;Boczki;Ozorków;powiat zgierski;105;;;;
244;Boczki;Poddębice;powiat poddębicki;1;;;;
245;Boczki;Kocierzew Południowy;powiat łowicki;352;;;;
246;Bogdanka;Brzeziny;powiat brzeziński;1;;;;
247;Bogdanów-Kolonia;Wola Krzysztoporska;powiat piotrkowski;140;;;;
248;Bogdanów;Wola Krzysztoporska;powiat piotrkowski;250;;;;
249;Bogdańczew;Góra Świętej Małgorzaty;powiat łęczycki;150;;;;
250;Boginia;Nowosolna;powiat łódzki wschodni;127;;;;
251;Bogoria Dolna;Zduny;powiat łowicki;135;;;;
252;Bogoria Górna;Zduny;powiat łowicki;99;;;;
253;Bogoria Pofolwarczna;Zduny;powiat łowicki;51;;;;
254;Bogucice;Zadzim;powiat poddębicki;156;;;;
255;Bogumiłowice;Sulmierzyce;powiat pajęczański;325;;;;
256;Bogumiłów;Kleszczów;powiat bełchatowski;3;;;;
257;Bogumiłów;Rozprza;powiat piotrkowski;1;;;;
258;Bogumiłów;Sieradz;powiat sieradzki;428;;;;
259;Bogumin;Bielawy;powiat łowicki;62;;;;
260;Bogusławice;Wolbórz;powiat piotrkowski;576;;;;
261;Bogusławki Duże;Rawa Mazowiecka;powiat rawski;101;;;;
262;Bogusławki Małe;Rawa Mazowiecka;powiat rawski;152;;;;
263;Bogusławów;Wielgomłyny;powiat radomszczański;7;;;;
264;Bogusławy;Paradyż;powiat opoczyński;56;;;;
265;Boguszyce Małe;Rawa Mazowiecka;powiat rawski;1;;;;
266;Boguszyce;Piątek;powiat łęczycki;192;;;;
267;Boguszyce;Rawa Mazowiecka;powiat rawski;619;;;;
268;Bojanów;Skomlin;powiat wieluński;104;;;;
269;Bolesławiec-Chróścin;Bolesławiec;powiat wieruszowski;135;;;;
270;Bolesławiec;Bolesławiec;powiat wieruszowski;1152;;;;
271;Bolesławów;Rusiec;powiat bełchatowski;1;;;;
272;Bolimowska Wieś;Bolimów;powiat skierniewicki;99;;;;
273;Bolimów;Bolimów;powiat skierniewicki;934;;;;
274;Bolków;Ostrówek;powiat wieluński;155;;;;
275;Bonarów;Słupia;powiat skierniewicki;211;;;;
276;Borchówka;Nowosolna;powiat łódzki wschodni;319;;;;
277;Borek Lipiński;Warta;powiat sieradzki;1;;;;
278;Borek;Wartkowice;powiat poddębicki;30;;;;
279;Borki Drużbińskie;Pęczniew;powiat poddębicki;119;;;;
280;Borki Lipkowskie;Poddębice;powiat poddębicki;1;;;;
281;Borki Pichelskie;Sokolniki;powiat wieruszowski;1;;;;
282;Borki Prusinowskie;Szadek;powiat zduńskowolski;105;;;;
283;Borki Sokolskie;Sokolniki;powiat wieruszowski;1;;;;
284;Borki Walkowskie;Osjaków;powiat wieluński;63;;;;
285;Borki;Nowosolna;powiat łódzki wschodni;1;;;;
286;Borki;Bełchatów;powiat bełchatowski;1;;;;
287;Borki;Ładzice;powiat radomszczański;1;;;;
288;Borki;Masłowice;powiat radomszczański;111;;;;
289;Borki;Łęczyca;powiat łęczycki;497;;;;
290;Borki;Siemkowice;powiat pajęczański;44;;;;
291;Borki;Dmosin;powiat brzeziński;131;;;;
292;Borkowice;Dłutów;powiat pabianicki;1;;;;
293;Borowa;Gidle;powiat radomszczański;275;;;;
294;Borowa;Koluszki;powiat łódzki wschodni;891;;;;
295;Borowa;Przedbórz;powiat radomszczański;146;;;;
296;Borowa;Szczerców;powiat bełchatowski;139;;;;
297;Borowa;Wola Krzysztoporska;powiat piotrkowski;199;;;;
298;Borowiec;Aleksandrów;powiat piotrkowski;102;;;;
299;Borowiec;Piątek;powiat łęczycki;1;;;;
300;Borowiec;Wieluń;powiat wieluński;98;;;;
301;Borowiecko;Dobryszyce;powiat radomszczański;269;;;;
302;Borowiny;Skierniewice;powiat skierniewicki;171;;;;
303;Borów;Grabów;powiat łęczycki;77;;;;
304;Borów;Łęczyca;powiat łęczycki;159;;;;
305;Borów;Bielawy;powiat łowicki;198;;;;
306;Borówek;Bielawy;powiat łowicki;239;;;;
307;Borszewice Cmentarne;Łask;powiat łaski;333;;;;
308;Borszewice Kolejowe;Łask;powiat łaski;1;;;;
309;Borszewice Kościelne;Łask;powiat łaski;1;;;;
310;Borszyce;Kowiesy;powiat skierniewicki;32;;;;
311;Borszyn;Ozorków;powiat zgierski;225;;;;
312;Borucice;Grabów;powiat łęczycki;164;;;;
313;Borysew;Poddębice;powiat poddębicki;1;;;;
314;Borysław;Głuchów;powiat skierniewicki;273;;;;
315;Borysławice;Błaszki;powiat sieradzki;545;;;;
316;Boryszów;Grabica;powiat piotrkowski;399;;;;
317;Borzewisko;Poddębice;powiat poddębicki;63;;;;
318;Borzęcin;Gorzkowice;powiat piotrkowski;1;;;;
319;Borzęckie;Złoczew;powiat sieradzki;209;;;;
320;Borzykowa;Żytno;powiat radomszczański;260;;;;
321;Borzykówka;Żytno;powiat radomszczański;141;;;;
322;Bowętów;Grabów;powiat łęczycki;92;;;;
323;Boża Wola;Kutno;powiat kutnowski;209;;;;
324;Bożydar;Kluki;powiat bełchatowski;1;;;;
325;Brachowice;Zgierz;powiat zgierski;140;;;;
326;Branica-Kolonia;Zapolice;powiat zduńskowolski;1;;;;
327;Branica;Zapolice;powiat zduńskowolski;170;;;;
328;Bratków Dolny;Zadzim;powiat poddębicki;164;;;;
329;Bratków Górny;Zadzim;powiat poddębicki;1;;;;
330;Bratków;Sławno;powiat opoczyński;225;;;;
331;Bratoszewice;Stryków;powiat zgierski;1134;;;;
332;Brąszewice;Brąszewice;powiat sieradzki;1115;;;;
333;Brenica;Lubochnia;powiat tomaszowski;445;;;;
334;Brenik;Żelechlinek;powiat tomaszowski;7;;;;
335;Brodne-Józefów;Kiernozia;powiat łowicki;104;;;;
336;Brodne-Towarzystwo;Kiernozia;powiat łowicki;140;;;;
337;Brodnia Dolna;Buczek;powiat łaski;165;;;;
338;Brodnia Górna;Buczek;powiat łaski;258;;;;
339;Brodnia-Kolonia;Pęczniew;powiat poddębicki;64;;;;
340;Brodnia;Pęczniew;powiat poddębicki;122;;;;
341;Brodowe;Ładzice;powiat radomszczański;1;;;;
342;Brody;Sędziejowice;powiat łaski;1;;;;
343;Brogi;Dobroń;powiat pabianicki;1;;;;
344;Broniew;Sadkowice;powiat rawski;52;;;;
345;Broników;Wierzchlas;powiat wieluński;76;;;;
346;Bronin;Stryków;powiat zgierski;1;;;;
347;Bronisin Dworski;Rzgów;powiat łódzki wschodni;372;;;;
348;Bronisławów;Głowno;powiat zgierski;126;;;;
349;Bronisławów;Ujazd;powiat tomaszowski;71;;;;
350;Bronisławów;Wolbórz;powiat piotrkowski;42;;;;
351;Bronisławów;Łanięta;powiat kutnowski;1;;;;
352;Bronisławów;Biała;powiat wieluński;1;;;;
353;Bronisławów;Brzeźnio;powiat sieradzki;340;;;;
354;Bronisławów;Biała Rawska;powiat rawski;74;;;;
355;Bronno;Łęczyca;powiat łęczycki;232;;;;
356;Bronowice;Brzeziny;powiat brzeziński;126;;;;
357;Bronów;Żarnów;powiat opoczyński;100;;;;
358;Brony;Krzyżanów;powiat kutnowski;1;;;;
359;Brończyn;Błaszki;powiat sieradzki;306;;;;
360;Broszęcin;Rząśnia;powiat pajęczański;165;;;;
361;Broszki;Złoczew;powiat sieradzki;349;;;;
362;Brójce;Brójce;powiat łódzki wschodni;378;;;;
363;Brudaki;Wolbórz;powiat piotrkowski;86;;;;
364;Brudnów Drugi;Dalików;powiat poddębicki;1;;;;
365;Brudnów Piąty;Dalików;powiat poddębicki;1;;;;
366;Brudnów Pierwszy;Dalików;powiat poddębicki;230;;;;
367;Brudnów Stary;Dalików;powiat poddębicki;1;;;;
368;Brudnów Trzeci;Dalików;powiat poddębicki;1;;;;
369;Brudnówek;Wartkowice;powiat poddębicki;1;;;;
370;Brudzeń;Grabów;powiat łęczycki;105;;;;
371;Brudzew;Błaszki;powiat sieradzki;161;;;;
372;Brudzewice-Kolonia;Poświętne;powiat opoczyński;211;;;;
373;Brudzewice;Poświętne;powiat opoczyński;436;;;;
374;Brudzice;Lgota Wielka;powiat radomszczański;740;;;;
375;Brutus;Kiełczygłów;powiat pajęczański;162;;;;
376;Brużyczka Mała;Aleksandrów Łódzki;powiat zgierski;333;;;;
377;Brynica;Jeżów;powiat brzeziński;1;;;;
378;Bryski-Kolonia;Góra Świętej Małgorzaty;powiat łęczycki;132;;;;
379;Bryski;Góra Świętej Małgorzaty;powiat łęczycki;176;;;;
380;Bryszki;Rozprza;powiat piotrkowski;209;;;;
381;Brzeg;Rzeczyca;powiat tomaszowski;123;;;;
382;Brzeg;Pęczniew;powiat poddębicki;274;;;;
383;Brzeski;Sędziejowice;powiat łaski;177;;;;
384;Brzezie;Aleksandrów;powiat piotrkowski;40;;;;
385;Brzezie;Drużbice;powiat bełchatowski;132;;;;
386;Brzezie;Szczerców;powiat bełchatowski;255;;;;
387;Brzezinki;Kobiele Wielkie;powiat radomszczański;124;;;;
388;Brzeziny;Galewice;powiat wieruszowski;1;;;;
389;Brzeziny;Uniejów;powiat poddębicki;113;;;;
390;Brzeziny;Rzeczyca;powiat tomaszowski;32;;;;
391;Brzeziny;Żychlin;powiat kutnowski;82;;;;
392;Brzeziny;Mokrsko;powiat wieluński;27;;;;
393;Brzeziny;Skomlin;powiat wieluński;150;;;;
394;Brzeźnica;Burzenin;powiat sieradzki;131;;;;
395;Brzeźnio;Brzeźnio;powiat sieradzki;756;;;;
396;Brzostek;Przedbórz;powiat radomszczański;119;;;;
397;Brzoza;Grabica;powiat piotrkowski;194;;;;
398;Brzoza;Biała;powiat wieluński;314;;;;
399;Brzozowiec;Błaszki;powiat sieradzki;1;;;;
400;Brzozowiec;Lututów;powiat wieruszowski;1;;;;
401;Brzozów;Rzeczyca;powiat tomaszowski;181;;;;
402;Brzozów;Bielawy;powiat łowicki;187;;;;
403;Brzozów;Skierniewice;powiat skierniewicki;86;;;;
404;Brzozówka;Łubnice;powiat wieruszowski;1;;;;
405;Brzozówka;Uniejów;powiat poddębicki;104;;;;
406;Brzozówka;Cielądz;powiat rawski;173;;;;
407;Brzózki;Galewice;powiat wieruszowski;165;;;;
408;Brzustowiec;Drzewica;powiat opoczyński;703;;;;
409;Brzustów;Będków;powiat tomaszowski;128;;;;
410;Brzustów;Inowłódz;powiat tomaszowski;776;;;;
411;Brzustówek;Opoczno;powiat opoczyński;375;;;;
412;Brzuśnia;Opoczno;powiat opoczyński;1;;;;
413;Brzuza;Drzewica;powiat opoczyński;208;;;;
414;Brzyków;Widawa;powiat łaski;199;;;;
415;Buczek;Poświętne;powiat opoczyński;319;;;;
416;Buczek;Buczek;powiat łaski;1340;;;;
417;Buczek;Brzeziny;powiat brzeziński;238;;;;
418;Budki Łochowskie;Żelechlinek;powiat tomaszowski;25;;;;
419;Budki;Grabów;powiat łęczycki;138;;;;
420;Budki;Witonia;powiat łęczycki;1;;;;
421;Budków;Wola Krzysztoporska;powiat piotrkowski;1;;;;
422;Budków;Żarnów;powiat opoczyński;150;;;;
423;Budy Chojnackie;Kowiesy;powiat skierniewicki;40;;;;
424;Budy Dłutowskie;Dłutów;powiat pabianicki;292;;;;
425;Budy Grabskie;Skierniewice;powiat skierniewicki;166;;;;
426;Budy Jeżewskie;Zadzim;powiat poddębicki;1;;;;
427;Budy Nosalewickie;Przedbórz;powiat radomszczański;56;;;;
428;Budy Nowe;Łanięta;powiat kutnowski;61;;;;
429;Budy Porajskie;Rozprza;powiat piotrkowski;17;;;;
430;Budy Stare;Łanięta;powiat kutnowski;1;;;;
431;Budy Stryjewskie;Łask;powiat łaski;112;;;;
432;Budy Szynczyckie;Czarnocin;powiat piotrkowski;85;;;;
433;Budy Trzcińskie;Nowy Kawęczyn;powiat skierniewicki;111;;;;
434;Budy Wandalińskie;Brójce;powiat łódzki wschodni;1;;;;
435;Budy Wolskie;Aleksandrów Łódzki;powiat zgierski;322;;;;
436;Budy;Rozprza;powiat piotrkowski;134;;;;
437;Budy;Brąszewice;powiat sieradzki;1;;;;
438;Budy;Gidle;powiat radomszczański;1;;;;
439;Budziaki;Pątnów;powiat wieluński;1;;;;
440;Budziczna;Sieradz;powiat sieradzki;1;;;;
441;Budziszewice;Budziszewice;powiat tomaszowski;744;;;;
442;Budzów;Żytno;powiat radomszczański;153;;;;
443;Budzynek;Dalików;powiat poddębicki;158;;;;
444;Budzyń;Żychlin;powiat kutnowski;135;;;;
445;Bugaj Lipnicki;Siemkowice;powiat pajęczański;1;;;;
446;Bugaj Radoszewicki;Siemkowice;powiat pajęczański;1;;;;
447;Bugaj;Żytno;powiat radomszczański;106;;;;
448;Bugaj;Grabów;powiat łęczycki;1;;;;
449;Bugaj;Bełchatów;powiat bełchatowski;1;;;;
450;Bugaj;Brąszewice;powiat sieradzki;1;;;;
451;Bujały;Sadkowice;powiat rawski;182;;;;
452;Bujnice-Kolonia;Gorzkowice;powiat piotrkowski;1;;;;
453;Bujnice;Gorzkowice;powiat piotrkowski;198;;;;
