lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;2812
80;Biały Bór;Grudziądz;powiat grudziądzki;1140;;;;
81;Biechowo;Drzycim;powiat świecki;116;;;;
82;Biechówko;Drzycim;powiat świecki;241;;;;
83;Bieganowo;Radziejów;powiat radziejowski;339;;;;
84;Bielawki;Wąpielsk;powiat rypiński;93;;;;
85;Bielawy;Janowiec Wielkopolski;powiat żniński;334;;;;
86;Bielawy;Nakło nad Notecią;powiat nakielski;207;;;;
87;Bielawy;Płużnica;powiat wąbrzeski;70;;;;
88;Bielawy;Lubraniec;powiat włocławski;72;;;;
89;Bielczyny;Chełmża;powiat toruński;381;;;;
90;Biele;Bądkowo;powiat aleksandrowski;117;;;;
91;Bielice;Mogilno;powiat mogileński;241;;;;
92;Bielki;Topólka;powiat radziejowski;145;;;;
93;Bielsk;Kowalewo Pomorskie;powiat golubsko-dobrzyński;363;;;;
94;Bieńkówka;Chełmno;powiat chełmiński;239;;;;
95;Biernatki;Lubraniec;powiat włocławski;90;;;;
96;Bierzgłowo;Łubianka;powiat toruński;273;;;;
97;Bierzyn;Boniewo;powiat włocławski;183;;;;
98;Bileńska Kolonia;Lubień Kujawski;powiat włocławski;1;;;;
99;Bilno;Lubień Kujawski;powiat włocławski;253;;;;
100;Bilno;Osięciny;powiat radziejowski;135;;;;
101;Biskupice;Łubianka;powiat toruński;558;;;;
102;Biskupice;Radziejów;powiat radziejowski;540;;;;
103;Biskupin;Gąsawa;powiat żniński;315;;;;
104;Biskupin;Lipno;powiat lipnowski;301;;;;
105;Bladowo;Tuchola;powiat tucholski;489;;;;
106;Blizienko;Książki;powiat wąbrzeski;147;;;;
107;Blizno;Książki;powiat wąbrzeski;159;;;;
108;Błachta;Lisewo;powiat chełmiński;96;;;;
109;Bławaty;Strzelno;powiat mogileński;154;;;;
110;Błądzim;Lniano;powiat świecki;626;;;;
111;Błenna A;Izbica Kujawska;powiat włocławski;1;;;;
112;Błenna B;Izbica Kujawska;powiat włocławski;1;;;;
113;Błenna;Izbica Kujawska;powiat włocławski;340;;;;
114;Błędowo;Płużnica;powiat wąbrzeski;441;;;;
115;Błędowo;Lubień Kujawski;powiat włocławski;113;;;;
116;Błonie;Lubień Kujawski;powiat włocławski;59;;;;
117;Błotka;ZłaWielka;powiat toruński;1;;;;
118;Błoto;Unisław;powiat chełmiński;228;;;;
119;Bnin;Sadki;powiat nakielski;251;;;;
120;Bnin;Boniewo;powiat włocławski;1;;;;
121;Bobrownickie Pole;Bobrowniki;powiat lipnowski;595;;;;
122;Bobrowniki;Bobrowniki;powiat lipnowski;1103;;;;
123;Bobrowo;Bobrowo;powiat brodnicki;445;;;;
124;Bocheniec;Radomin;powiat golubsko-dobrzyński;282;;;;
125;Bochlin;Nowe;powiat świecki;883;;;;
126;Bocień;Chełmża;powiat toruński;160;;;;
127;Bodzanowo Drugie;Dobre;powiat radziejowski;92;;;;
128;Bodzanowo;Choceń;powiat włocławski;83;;;;
129;Bodzanowo;Dobre;powiat radziejowski;119;;;;
130;Bodzanowo;Lubraniec;powiat włocławski;138;;;;
131;Bodzanówek;Choceń;powiat włocławski;147;;;;
132;Bodzanówek;Osięciny;powiat radziejowski;91;;;;
133;Bodzia;Lubanie;powiat włocławski;109;;;;
134;Bogołomia;Chodecz;powiat włocławski;1;;;;
135;Boguchwała;Skępe;powiat lipnowski;149;;;;
136;Bogucin;Fabianki;powiat włocławski;1137;;;;
137;Bogusławice;Kowal;powiat włocławski;276;;;;
138;Bogusławki;Chełmża;powiat toruński;87;;;;
139;Boguszewo;Gruta;powiat grudziądzki;321;;;;
140;Bolumin;Dąbrowa Chełmińska;powiat bydgoski;424;;;;
141;Boluminek;Dąbrowa Chełmińska;powiat bydgoski;1;;;;
142;Boniewo;Boniewo;powiat włocławski;488;;;;
143;Borek;Lubraniec;powiat włocławski;136;;;;
144;Borek;Topólka;powiat radziejowski;203;;;;
145;Borki;Dąbrowa Chełmińska;powiat bydgoski;56;;;;
146;Borki;Skrwilno;powiat rypiński;92;;;;
147;Borkowo;Inowrocław;powiat inowrocławski;170;;;;
148;Borowo;Bytoń;powiat radziejowski;92;;;;
149;Borowo;Dobre;powiat radziejowski;97;;;;
150;Borowo;Rogowo;powiat rypiński;151;;;;
151;Borowo;Tłuchowo;powiat lipnowski;104;;;;
152;Borówno;Dobrcz;powiat bydgoski;1532;;;;
153;Borówno;Kowalewo Pomorskie;powiat golubsko-dobrzyński;405;;;;
154;Borówno;Chełmno;powiat chełmiński;275;;;;
155;Borucin-Kolonia;Osięciny;powiat radziejowski;1;;;;
156;Borucin;Osięciny;powiat radziejowski;408;;;;
157;Borucinek;Osięciny;powiat radziejowski;274;;;;
158;Borzymie;Choceń;powiat włocławski;251;;;;
159;Borzymin;Rypin;powiat rypiński;346;;;;
160;Borzymowice;Choceń;powiat włocławski;294;;;;
161;Borzyszkowo;Więcbork;powiat sępoleński;144;;;;
162;Boża Wola;Baruchowo;powiat włocławski;122;;;;
163;Bożacin;Rogowo;powiat żniński;98;;;;
164;Bożejewice;Strzelno;powiat mogileński;449;;;;
165;Bożejewice;Żnin;powiat żniński;188;;;;
166;Bożejewiczki;Żnin;powiat żniński;559;;;;
167;Bożenkowo;Osielsko;powiat bydgoski;537;;;;
168;Bralewnica;Kęsowo;powiat tucholski;1;;;;
169;Bramka;Bukowiec;powiat świecki;233;;;;
170;Branica;Bukowiec;powiat świecki;187;;;;
171;Brankówka;Grudziądz;powiat grudziądzki;121;;;;
172;Branno;Gniewkowo;powiat inowrocławski;1;;;;
173;Bratwin;Dragacz;powiat świecki;369;;;;
174;Brąchnowo;Łubianka;powiat toruński;635;;;;
175;Brąchnówko;Chełmża;powiat toruński;259;;;;
176;Brodniczka;Świedziebnia;powiat brodnicki;1;;;;
177;Broniewek;Radziejów;powiat radziejowski;281;;;;
178;Broniewice;Janikowo;powiat inowrocławski;401;;;;
179;Broniewo;Sadki;powiat nakielski;228;;;;
180;Broniewo;Złotniki Kujawskie;powiat inowrocławski;156;;;;
181;Broniewo;Radziejów;powiat radziejowski;285;;;;
182;Bronimierz Mały;Złotniki Kujawskie;powiat inowrocławski;1;;;;
183;Bronimierz Wielki;Złotniki Kujawskie;powiat inowrocławski;16;;;;
184;Bronisław;Strzelno;powiat mogileński;344;;;;
185;Bronisław;Dobre;powiat radziejowski;447;;;;
186;Broniszewo;Aleksandrów Kujawski;powiat aleksandrowski;141;;;;
187;Browina;Chełmża;powiat toruński;672;;;;
188;Bród Kamienny;Rojewo;powiat inowrocławski;1;;;;
189;Bródzki;Kruszwica;powiat inowrocławski;82;;;;
190;Brudnia;Dąbrowa Biskupia;powiat inowrocławski;169;;;;
191;Brudnowo;Waganiec;powiat aleksandrowski;253;;;;
192;Brudzawki;Książki;powiat wąbrzeski;146;;;;
193;Brudzawy;Bobrowo;powiat brodnicki;270;;;;
194;Brudzyń;Janowiec Wielkopolski;powiat żniński;323;;;;
195;Bruki Kokocka;Unisław;powiat chełmiński;109;;;;
196;Bruki Unisławskie;Unisław;powiat chełmiński;439;;;;
197;Brylewo;Bytoń;powiat radziejowski;99;;;;
198;Brzemiona;Lniano;powiat świecki;259;;;;
199;Brzeszczki Duże;Rogowo;powiat rypiński;126;;;;
200;Brzeszczki Małe;Rogowo;powiat rypiński;98;;;;
201;Brześć;Kruszwica;powiat inowrocławski;224;;;;
202;Brzezie;Brześć Kujawski;powiat włocławski;477;;;;
203;Brzezinko;Lubicz;powiat toruński;286;;;;
204;Brzeziny;Osie;powiat świecki;325;;;;
205;Brzeźno;Pruszcz;powiat świecki;224;;;;
206;Brzeźno;Śliwice;powiat tucholski;128;;;;
207;Brzeźno;Lubicz;powiat toruński;344;;;;
208;Brzeźno;Koneck;powiat aleksandrowski;167;;;;
209;Brzeźno;Lipno;powiat lipnowski;385;;;;
210;Brzoza;Nowa Wielka;powiat bydgoski;3199;;;;
211;Brzoza;Wielka Nieszawka;powiat toruński;135;;;;
212;Brzozie;Cekcyn;powiat tucholski;184;;;;
213;Brzozie;Brzozie;powiat brodnicki;1221;;;;
214;Brzozowe Błota;Śliwice;powiat tucholski;78;;;;
215;Brzozowo;Kijewo Królewskie;powiat chełmiński;661;;;;
216;Brzozowy Most;Jeżewo;powiat świecki;1;;;;
217;Brzozówka;Obrowo;powiat toruński;2567;;;;
218;Brzózki;Szubin;powiat nakielski;1;;;;
219;Brzuchowo;Kęsowo;powiat tucholski;1;;;;
220;Brzustowa;Bobrowniki;powiat lipnowski;53;;;;
221;Brzuze;Brzuze;powiat rypiński;337;;;;
222;Brzyskorzystew;Żnin;powiat żniński;348;;;;
223;Brzyszewo;Chodecz;powiat włocławski;380;;;;
224;Buczek;Jeżewo;powiat świecki;148;;;;
225;Buczek;Bobrowo;powiat brodnicki;127;;;;
226;Buczkowo;Gniewkowo;powiat inowrocławski;59;;;;
227;Budy;Jeziora Wielkie;powiat mogileński;100;;;;
228;Budy;Bobrowo;powiat brodnicki;108;;;;
229;Budy;Rogóźno;powiat grudziądzki;80;;;;
230;Budziaki;Rojewo;powiat inowrocławski;1;;;;
231;Budziska;Skrwilno;powiat rypiński;98;;;;
232;Budzisław;Rogowo;powiat żniński;123;;;;
233;Budzisław;Bytoń;powiat radziejowski;148;;;;
234;Budziszewo;Jabłonowo Pomorskie;powiat brodnicki;150;;;;
235;Buk Góralski;Jabłonowo Pomorskie;powiat brodnicki;232;;;;
236;Buk Pomorski;Jabłonowo Pomorskie;powiat brodnicki;274;;;;
237;Bukowiec;Bukowiec;powiat świecki;1387;;;;
238;Bukowiec;Jabłonowo Pomorskie;powiat brodnicki;263;;;;
239;Bukowiec;Rogóźno;powiat grudziądzki;115;;;;
240;Bursztynowo;Świecie nad Osą;powiat grudziądzki;389;;;;
241;Buszkowo;Koronowo;powiat bydgoski;413;;;;
242;Buszkowo;Łabiszyn;powiat żniński;91;;;;
243;Buśnia;Warlubie;powiat świecki;157;;;;
244;Bycz;Piotrków Kujawski;powiat radziejowski;170;;;;
245;Byczyna;Dobre;powiat radziejowski;201;;;;
246;Byłyczek;Śliwice;powiat tucholski;117;;;;
247;Bysław;Lubiewo;powiat tucholski;1826;;;;
248;Bysławek;Lubiewo;powiat tucholski;420;;;;
249;Bystrzyca;Mogilno;powiat mogileński;83;;;;
250;Byszewo;Koronowo;powiat bydgoski;158;;;;
251;Byszewo;Piotrków Kujawski;powiat radziejowski;1;;;;
252;Bytkowice;Koronowo;powiat bydgoski;131;;;;
253;Bytoń;Bytoń;powiat radziejowski;482;;;;
254;Byzie;Waganiec;powiat aleksandrowski;1;;;;
255;Bzowo;Warlubie;powiat świecki;462;;;;
256;Cegielnia;Rogowo;powiat żniński;290;;;;
257;Cegielnik;ZłaWielka;powiat toruński;169;;;;
258;Cekcyn;Cekcyn;powiat tucholski;2342;;;;
259;Cekcynek;Cekcyn;powiat tucholski;1;;;;
260;Cepno;Stolno;powiat chełmiński;409;;;;
261;Cerekwica;Żnin;powiat żniński;716;;;;
262;Cetki;Rypin;powiat rypiński;202;;;;
263;Cetty;Chodecz;powiat włocławski;115;;;;
264;Chabsko;Mogilno;powiat mogileński;362;;;;
265;Chalin;Dobrzyń nad Wisłą;powiat lipnowski;593;;;;
266;Chalno-Parcele;Topólka;powiat radziejowski;34;;;;
267;Chalno;Topólka;powiat radziejowski;96;;;;
268;Chałupska;Mogilno;powiat mogileński;22;;;;
269;Charszewo;Rogowo;powiat rypiński;117;;;;
270;Chełmce;Kruszwica;powiat inowrocławski;456;;;;
271;Chełmica Duża;Fabianki;powiat włocławski;1150;;;;
272;Chełmica Mała;Fabianki;powiat włocławski;321;;;;
273;Chełmiczki;Kruszwica;powiat inowrocławski;228;;;;
274;Chełmonie;Kowalewo Pomorskie;powiat golubsko-dobrzyński;288;;;;
275;Chełmoniec;Kowalewo Pomorskie;powiat golubsko-dobrzyński;210;;;;
276;Chlebowo;Świedziebnia;powiat brodnicki;130;;;;
277;Chlebowo;Lipno;powiat lipnowski;179;;;;
278;Chlewiska;Dąbrowa Biskupia;powiat inowrocławski;163;;;;
279;Chmielniki;Sępólno Krajeńskie;powiat sępoleński;54;;;;
280;Chobielin;Szubin;powiat nakielski;85;;;;
281;Choceń;Choceń;powiat włocławski;1881;;;;
282;Chociszewo;Izbica Kujawska;powiat włocławski;104;;;;
283;Chodeczek;Chodecz;powiat włocławski;548;;;;
284;Chodorążek;Lipno;powiat lipnowski;293;;;;
285;Chojno;Bobrowo;powiat brodnicki;228;;;;
286;Chojno;Chrostkowo;powiat lipnowski;200;;;;
287;Chojny;Lubień Kujawski;powiat włocławski;158;;;;
288;Chomętowo;Szubin;powiat nakielski;246;;;;
289;Chomiąża Księża;Żnin;powiat żniński;30;;;;
290;Chomiąża Szlachecka;Gąsawa;powiat żniński;155;;;;
291;Chraplewo;Szubin;powiat nakielski;167;;;;
292;Chromowola;Koneck;powiat aleksandrowski;228;;;;
293;Chrosno;Kruszwica;powiat inowrocławski;171;;;;
294;Chrostkowo Nowe;Chrostkowo;powiat lipnowski;107;;;;
295;Chrostkowo;Chrostkowo;powiat lipnowski;412;;;;
296;Chrośna;Solec Kujawski;powiat bydgoski;186;;;;
297;Chróstowo;Dąbrowa Biskupia;powiat inowrocławski;210;;;;
298;Chrusty;Lisewo;powiat chełmiński;117;;;;
299;Chrystkowo;Świecie;powiat świecki;123;;;;
300;Chrzanowo;Janowiec Wielkopolski;powiat żniński;109;;;;
301;Chrząstowo;Gniewkowo;powiat inowrocławski;346;;;;
302;Chrząstowo;Nakło nad Notecią;powiat nakielski;344;;;;
303;Chudzewo;Dobrzyń nad Wisłą;powiat lipnowski;1;;;;
304;Chwalibogowo;Lubień Kujawski;powiat włocławski;1;;;;
305;Chwaliszewo;Kcynia;powiat nakielski;260;;;;
306;Ciche;Zbiczno;powiat brodnicki;540;;;;
307;Cichoradz;ZłaWielka;powiat toruński;306;;;;
308;Ciechocin;Ciechocin;powiat golubsko-dobrzyński;851;;;;
309;Ciechrz;Strzelno;powiat mogileński;190;;;;
310;Ciele;Białe Błota;powiat bydgoski;1767;;;;
311;Cieleszyn;Pruszcz;powiat świecki;172;;;;
312;Cielęta;Brodnica;powiat brodnicki;598;;;;
313;Ciełuchowo;Kikół;powiat lipnowski;346;;;;
314;Ciemniki;Jeżewo;powiat świecki;172;;;;
315;Ciencisko;Strzelno;powiat mogileński;225;;;;
316;Ciepień;Zbójno;powiat golubsko-dobrzyński;193;;;;
317;Cieplinki;Izbica Kujawska;powiat włocławski;1;;;;
318;Ciepliny;Izbica Kujawska;powiat włocławski;195;;;;
319;Cierpice;Wielka Nieszawka;powiat toruński;1259;;;;
320;Cierplewo;Lubiewo;powiat tucholski;99;;;;
321;Cieszyny;Golub-Dobrzyń;powiat golubsko-dobrzyński;364;;;;
322;Cieślin;Inowrocław;powiat inowrocławski;467;;;;
323;Ciężkowo;Szubin;powiat nakielski;162;;;;
324;Cotoń;Rogowo;powiat żniński;163;;;;
325;Cymbark;Wąbrzeźno;powiat wąbrzeski;536;;;;
326;Cyprianka;Fabianki;powiat włocławski;746;;;;
327;Czajno;Lubraniec;powiat włocławski;93;;;;
328;Czamanin-Kolonia;Topólka;powiat radziejowski;153;;;;
329;Czamanin;Topólka;powiat radziejowski;285;;;;
330;Czamaninek;Topólka;powiat radziejowski;291;;;;
331;Czapelki;Świecie;powiat świecki;118;;;;
332;Czaple;Świecie;powiat świecki;349;;;;
333;Czaple;Płużnica;powiat wąbrzeski;330;;;;
334;Czaple;Lubień Kujawski;powiat włocławski;104;;;;
335;Czarmuń;Więcbork;powiat sępoleński;85;;;;
336;Czarne Błoto;ZłaWielka;powiat toruński;1307;;;;
337;Czarne;Wielgie;powiat lipnowski;345;;;;
338;Czarnia Duża;Skrwilno;powiat rypiński;153;;;;
339;Czarnia Mała;Skrwilno;powiat rypiński;119;;;;
340;Czarnocice;Bytoń;powiat radziejowski;99;;;;
341;Czarnotka;Piotrków Kujawski;powiat radziejowski;32;;;;
342;Czarnotul;Mogilno;powiat mogileński;143;;;;
343;Czarnowo;ZłaWielka;powiat toruński;1282;;;;
344;Czarnówczyn;Osielsko;powiat bydgoski;1;;;;
345;Czarny Bryńsk;Górzno;powiat brodnicki;54;;;;
346;Czartowo;Dobrzyń nad Wisłą;powiat lipnowski;1;;;;
347;Czarże;Dąbrowa Chełmińska;powiat bydgoski;1066;;;;
348;Czeczewo;Radzyń Chełmiński;powiat grudziądzki;342;;;;
349;Czemlewo;Dąbrowa Chełmińska;powiat bydgoski;298;;;;
350;Czermno;Skępe;powiat lipnowski;237;;;;
351;Czerniak;Mogilno;powiat mogileński;77;;;;
352;Czerniewice;Choceń;powiat włocławski;1003;;;;
353;Czerniewiczki;Kowal;powiat włocławski;100;;;;
354;Czernikowo;Czernikowo;powiat toruński;3588;;;;
355;Czernikówko;Czernikowo;powiat toruński;544;;;;
356;Czersk Świecki;Jeżewo;powiat świecki;442;;;;
357;Czerskie Rumunki;Wielgie;powiat lipnowski;301;;;;
358;Czewujewo;Rogowo;powiat żniński;265;;;;
359;Czołowo;Radziejów;powiat radziejowski;525;;;;
360;Czołówek;Radziejów;powiat radziejowski;134;;;;
361;Czołpin;Dobre;powiat radziejowski;92;;;;
362;Czumsk Duży;Rogowo;powiat rypiński;255;;;;
363;Czumsk Mały;Rogowo;powiat rypiński;106;;;;
364;Czuple;Boniewo;powiat włocławski;1;;;;
365;Czyste;Inowrocław;powiat inowrocławski;158;;;;
366;Czystebłota;Zbiczno;powiat brodnicki;69;;;;
367;Czystochleb;Wąbrzeźno;powiat wąbrzeski;663;;;;
368;Czyżewo;Rypin;powiat rypiński;271;;;;
369;Dalkowo;Więcbork;powiat sępoleński;98;;;;
370;Dąb Mały;Włocławek;powiat włocławski;136;;;;
371;Dąb Polski;Włocławek;powiat włocławski;87;;;;
372;Dąb Wielki;Włocławek;powiat włocławski;1;;;;
373;Dąbie Kujawskie;Lubraniec;powiat włocławski;185;;;;
374;Dąbie Poduchowne;Lubraniec;powiat włocławski;38;;;;
375;Dąbie;Rojewo;powiat inowrocławski;154;;;;
376;Dąblin;Gniewkowo;powiat inowrocławski;79;;;;
377;Dąbrowa Biskupia;Dąbrowa Biskupia;powiat inowrocławski;659;;;;
378;Dąbrowa Chełmińska;Dąbrowa Chełmińska;powiat bydgoski;2262;;;;
379;Dąbrowa Mała;Rojewo;powiat inowrocławski;7;;;;
380;Dąbrowa Wielka;Nowa Wielka;powiat bydgoski;229;;;;
381;Dąbrowa;Dąbrowa;powiat mogileński;983;;;;
382;Dąbrowa;Kamień Krajeński;powiat sępoleński;240;;;;
383;Dąbrowa;Bytoń;powiat radziejowski;1;;;;
384;Dąbrówczyn;Sicienko;powiat bydgoski;1;;;;
385;Dąbrówka Barcińska;Barcin;powiat żniński;173;;;;
386;Dąbrówka Królewska;Gruta;powiat grudziądzki;576;;;;
387;Dąbrówka Kujawska;Złotniki Kujawskie;powiat inowrocławski;193;;;;
388;Dąbrówka Nowa;Sicienko;powiat bydgoski;572;;;;
389;Dąbrówka Słupska;Szubin;powiat nakielski;289;;;;
390;Dąbrówka;Drzycim;powiat świecki;144;;;;
391;Dąbrówka;Kamień Krajeński;powiat sępoleński;636;;;;
392;Dąbrówka;Mogilno;powiat mogileński;642;;;;
393;Dąbrówka;Bobrowo;powiat brodnicki;184;;;;
394;Dąbrówka;Płużnica;powiat wąbrzeski;110;;;;
395;Dąbrówka;Bytoń;powiat radziejowski;176;;;;
396;Dąbrówka;Kikół;powiat lipnowski;234;;;;
397;Dąbrówka;Kowal;powiat włocławski;175;;;;
398;Dąbrówka;Raciążek;powiat aleksandrowski;87;;;;
399;Dębianki;Izbica Kujawska;powiat włocławski;1;;;;
400;Dębianki;Topólka;powiat radziejowski;239;;;;
401;Dębiany;Rypin;powiat rypiński;270;;;;
402;Dębice;Włocławek;powiat włocławski;1;;;;
403;Dębina;Janikowo;powiat inowrocławski;93;;;;
404;Dębiny;Sośno;powiat sępoleński;127;;;;
405;Dębiny;Łubianka;powiat toruński;309;;;;
406;Dębionek;Sadki;powiat nakielski;606;;;;
407;Dębniaki;Kowal;powiat włocławski;348;;;;
408;Dębno;Mogilno;powiat mogileński;36;;;;
409;Dębogóra;Kcynia;powiat nakielski;137;;;;
410;Dębołęka;Piotrków Kujawski;powiat radziejowski;205;;;;
411;Dębowa Łąka;Dębowa Łąka;powiat wąbrzeski;668;;;;
412;Dębowiec;Dąbrowa Chełmińska;powiat bydgoski;160;;;;
413;Dębowiec;Bobrowniki;powiat lipnowski;1;;;;
414;Dębowo;Janikowo;powiat inowrocławski;92;;;;
415;Dębowo;Sadki;powiat nakielski;638;;;;
416;Dębowo;Osiek;powiat brodnicki;99;;;;
417;Dęby Janiszewskie;Lubraniec;powiat włocławski;62;;;;
418;Dęby;Dobre;powiat radziejowski;600;;;;
419;Długie Parcele;Izbica Kujawska;powiat włocławski;1;;;;
420;Długie;Wąpielsk;powiat rypiński;674;;;;
421;Długie;Izbica Kujawska;powiat włocławski;138;;;;
422;Dobiegniewo;Włocławek;powiat włocławski;68;;;;
423;Dobierzyn;Lubraniec;powiat włocławski;254;;;;
424;Dobieszewice;Janikowo;powiat inowrocławski;191;;;;
425;Dobieszewko;Kcynia;powiat nakielski;1;;;;
426;Dobieszewo;Kcynia;powiat nakielski;322;;;;
427;Dobra Wola;Włocławek;powiat włocławski;403;;;;
428;Dobrcz;Dobrcz;powiat bydgoski;2152;;;;
429;Dobre-Kolonia;Dobre;powiat radziejowski;116;;;;
430;Dobre;Dobre;powiat radziejowski;156;;;;
431;Dobre;Brzuze;powiat rypiński;281;;;;
432;Dobre;Dobre;powiat radziejowski;1661;;;;
433;Dobrogościce;Złotniki Kujawskie;powiat inowrocławski;167;;;;
434;Dobromierz;Nowa Wielka;powiat bydgoski;211;;;;
435;Dobrylewo;Żnin;powiat żniński;143;;;;
436;Dobrzejewice;Obrowo;powiat toruński;809;;;;
437;Dobrzelewice;Kowal;powiat włocławski;159;;;;
438;Dobsko;Jeziora Wielkie;powiat mogileński;84;;;;
439;Dochanowo;Żnin;powiat żniński;183;;;;
440;Dolna Grupa;Dragacz;powiat świecki;1167;;;;
441;Dolne Wymiary;Chełmno;powiat chełmiński;344;;;;
442;Dołki;Chełmno;powiat chełmiński;1;;;;
443;Dorposz Chełmiński;Chełmno;powiat chełmiński;204;;;;
444;Dorposz Szlachecki;Kijewo Królewskie;powiat chełmiński;127;;;;
445;Dólsk;Drzycim;powiat świecki;225;;;;
446;Dragacz;Dragacz;powiat świecki;700;;;;
447;Drążno;Mrocza;powiat nakielski;362;;;;
448;Drewno;Gąsawa;powiat żniński;87;;;;
449;Drogosław;Szubin;powiat nakielski;53;;;;
450;Drozdowiec;Lipno;powiat lipnowski;1;;;;
451;Drozdowo;Świecie;powiat świecki;128;;;;
