lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;7843
142;Bachorza;Huszlew;powiat łosicki;59;;;;
143;Bachorza;Sokołów Podlaski;powiat sokołowski;133;;;;
144;Bacze;Opinogóra Górna;powiat ciechanowski;79;;;;
145;Baczki;Łochów;powiat węgrowski;545;;;;
146;Baczki;Repki;powiat sokołowski;48;;;;
147;Badowo-Dańki;Mszczonów;powiat żyrardowski;238;;;;
148;Badowo-Mściska;Mszczonów;powiat żyrardowski;99;;;;
149;Badów Górny;Mszczonów;powiat żyrardowski;121;;;;
150;Badulki;Odrzywół;powiat przysuski;1;;;;
151;Bagatele;Wąsewo;powiat ostrowski;125;;;;
152;Bagienice Duże;Kuczbork-Osada;powiat żuromiński;56;;;;
153;Bagienice Małe;Kuczbork-Osada;powiat żuromiński;61;;;;
154;Bagienice Nowe;Kuczbork-Osada;powiat żuromiński;47;;;;
155;Bagienice Szlacheckie;Krasnosielc;powiat makowski;132;;;;
156;Bagienice-Folwark;Krasnosielc;powiat makowski;70;;;;
157;Bagienice;Chorzele;powiat przasnyski;202;;;;
158;Bakuła;Baranowo;powiat ostrołęcki;109;;;;
159;Bale;Mokobody;powiat siedlecki;131;;;;
160;Bałki;Repki;powiat sokołowski;38;;;;
161;Bandysie;Czarnia;powiat ostrołęcki;337;;;;
162;Baniocha;Góra Kalwaria;powiat piaseczyński;1898;;;;
163;Barak;Szydłowiec;powiat szydłowiecki;152;;;;
164;Baraki Chotumskie;Ciechanów;powiat ciechanowski;31;;;;
165;Baraki;Sochocin;powiat płoński;70;;;;
166;Baraniec;Karniewo;powiat makowski;18;;;;
167;Baraniec;Ojrzeń;powiat ciechanowski;31;;;;
168;Baranowo;Baranowo;powiat ostrołęcki;1299;;;;
169;Baranów;Chotcza;powiat lipski;190;;;;
170;Baranów;Baranów;powiat grodziski;472;;;;
171;Barchów;Łochów;powiat węgrowski;472;;;;
172;Barcice Drwalewskie;Chynów;powiat grójecki;222;;;;
173;Barcice Rososkie;Chynów;powiat grójecki;119;;;;
174;Barcice;Somianka;powiat wyszkowski;182;;;;
175;Barcikowo;Słupno;powiat płocki;183;;;;
176;Barcząca;Mińsk Mazowiecki;powiat miński;522;;;;
177;Bardzice;Kowala;powiat radomski;495;;;;
178;Bartniki;Przasnysz;powiat przasnyski;495;;;;
179;Bartniki;Puszcza Mariańska;powiat żyrardowski;1083;;;;
180;Bartodzieje;Obryte;powiat pułtuski;225;;;;
181;Bartodzieje;Belsk Duży;powiat grójecki;79;;;;
182;Bartodzieje;Jastrzębia;powiat radomski;525;;;;
183;Bartodzieje;Tczów;powiat zwoleński;483;;;;
184;Bartołdy;Krasne;powiat przasnyski;113;;;;
185;Bartosy;Wąsewo;powiat ostrowski;96;;;;
186;Bartoszówka;Żabia Wola;powiat grodziski;278;;;;
187;Barycz Nowa;Zwoleń;powiat zwoleński;291;;;;
188;Barycz Stara;Zwoleń;powiat zwoleński;1;;;;
189;Barycz-Kolonia;Zwoleń;powiat zwoleński;1;;;;
190;Baryczka;Przyłęk;powiat zwoleński;137;;;;
191;Basin;Baranów;powiat grodziski;113;;;;
192;Basinów;Zabrodzie;powiat wyszkowski;129;;;;
193;Basinów;Magnuszew;powiat kozienicki;64;;;;
194;Baszkówka;Piaseczno;powiat piaseczyński;705;;;;
195;Batogowo;Sypniewo;powiat makowski;39;;;;
196;Bączki;Maciejowice;powiat garwoliński;92;;;;
197;Bądkowo Jeziorne;Brudzeń Duży;powiat płocki;113;;;;
198;Bądkowo Kościelne;Brudzeń Duży;powiat płocki;373;;;;
199;Bądkowo-Podlasie;Brudzeń Duży;powiat płocki;54;;;;
200;Bądkowo-Rochny;Brudzeń Duży;powiat płocki;40;;;;
201;Bądkowo-Rumunki;Brudzeń Duży;powiat płocki;39;;;;
202;Bądkowo;Sońsk;powiat ciechanowski;339;;;;
203;Bądków;Goszczyn;powiat grójecki;308;;;;
204;Bądzyn;Lubowidz;powiat żuromiński;320;;;;
205;Bąki;Wieczfnia Kościelna;powiat mławski;35;;;;
206;Bąkowa;Ciepielów;powiat lipski;306;;;;
207;Bąkowiec;Garbatka-Letnisko;powiat kozienicki;364;;;;
208;Bąków-Kolonia;Rusinów;powiat przysuski;65;;;;
209;Bąków;Orońsko;powiat szydłowiecki;186;;;;
210;Bąków;Rusinów;powiat przysuski;167;;;;
211;Bąkówka;Piaseczno;powiat piaseczyński;249;;;;
212;Bednary;Puszcza Mariańska;powiat żyrardowski;275;;;;
213;Bednarze;Korytnica;powiat węgrowski;86;;;;
214;Begno;Gzy;powiat pułtuski;74;;;;
215;Begno;Staroźreby;powiat płocki;91;;;;
216;Bejdy;Olszanka;powiat łosicki;157;;;;
217;Belin;Nowe Miasto;powiat płoński;61;;;;
218;Belno;Gostynin;powiat gostyniński;137;;;;
219;Belsk Duży;Belsk Duży;powiat grójecki;741;;;;
220;Belsk Mały;Belsk Duży;powiat grójecki;95;;;;
221;Bełek;Nowe Miasto nad Pilicą;powiat grójecki;78;;;;
222;Bendorzyn;Mochowo;powiat sierpecki;130;;;;
223;Benenard;Radziejowice;powiat żyrardowski;169;;;;
224;Beniaminów;Nieporęt;powiat legionowski;227;;;;
225;Berkowizna;Rzeczniów;powiat lipski;1;;;;
226;Bestwiny;Siennica;powiat miński;150;;;;
227;Beszyno;Naruszewo;powiat płoński;25;;;;
228;Beźnik;Przysucha;powiat przysuski;220;;;;
229;Bębnowo;Radzanów;powiat mławski;136;;;;
230;Bębnówko;Radzanów;powiat mławski;1;;;;
231;Będzymin;Żuromin;powiat żuromiński;268;;;;
232;Biała Góra;Stromiec;powiat białobrzeski;67;;;;
233;Biała;Stara Biała;powiat płocki;770;;;;
234;Białasy;Szczutowo;powiat sierpecki;220;;;;
235;Białe Błoto;Winnica;powiat pułtuski;39;;;;
236;Białe Błoto;Sierpc;powiat sierpecki;172;;;;
237;Białe-Giezki;Boguty-Pianki;powiat ostrowski;1;;;;
238;Białe-Kwaczoły;Boguty-Pianki;powiat ostrowski;78;;;;
239;Białe-Misztale;Boguty-Pianki;powiat ostrowski;57;;;;
240;Białe-Papieże;Boguty-Pianki;powiat ostrowski;13;;;;
241;Białe-Szczepanowice;Boguty-Pianki;powiat ostrowski;72;;;;
242;Białe-Zieje;Boguty-Pianki;powiat ostrowski;30;;;;
243;Białe;Gostynin;powiat gostyniński;184;;;;
244;Białebłoto-Kobyla;Brańszczyk;powiat wyszkowski;401;;;;
245;Białebłoto-Kurza;Brańszczyk;powiat wyszkowski;177;;;;
246;Białebłoto-Stara Wieś;Brańszczyk;powiat wyszkowski;238;;;;
247;Białka;Szczawin Kościelny;powiat gostyniński;66;;;;
248;Białka;Iłża;powiat radomski;1;;;;
249;Białki;Tłuszcz;powiat wołomiński;237;;;;
250;Białki;Siedlce;powiat siedlecki;755;;;;
251;Białkowo;Radzanowo;powiat płocki;190;;;;
252;Białobiel;Lelis;powiat ostrołęcki;1044;;;;
253;Białobrzeg Bliższy;Olszewo-Borki;powiat ostrołęcki;393;;;;
254;Białobrzeg Dalszy;Olszewo-Borki;powiat ostrołęcki;189;;;;
255;Białobrzegi;Nieporęt;powiat legionowski;1051;;;;
256;Białobrzegi;Bodzanów;powiat płocki;498;;;;
257;Białobrzegi;Chotcza;powiat lipski;208;;;;
258;Białobrzegi;Sterdyń;powiat sokołowski;141;;;;
259;Białocin;Iłów;powiat sochaczewski;100;;;;
260;Białoskóry;Sierpc;powiat sierpecki;124;;;;
261;Białotarsk;Gostynin;powiat gostyniński;206;;;;
262;Białowieża;Pułtusk;powiat pułtuski;167;;;;
263;Białusny Lasek;Myszyniec;powiat ostrołęcki;305;;;;
264;Białutki;Błonie;powiat warszawski zachodni;79;;;;
265;Białuty;Błonie;powiat warszawski zachodni;130;;;;
266;Białuty;Gozdowo;powiat sierpecki;43;;;;
267;Biały Dwór;Lubowidz;powiat żuromiński;1;;;;
268;Biały Ług;Prażmów;powiat piaseczyński;254;;;;
269;Biały Ług;Policzna;powiat zwoleński;39;;;;
270;Białyszewo-Towarzystwo;Sierpc;powiat sierpecki;73;;;;
271;Białyszewo;Sierpc;powiat sierpecki;150;;;;
272;Bibiampol;Młodzieszyn;powiat sochaczewski;164;;;;
273;Biedrzyce-Koziegłowy;Sypniewo;powiat makowski;81;;;;
274;Biedrzyce-Stara Wieś;Sypniewo;powiat makowski;108;;;;
275;Bieganów;Jaktorów;powiat grodziski;760;;;;
276;Biejkowska Wola;Promna;powiat białobrzeski;141;;;;
277;Biejków;Promna;powiat białobrzeski;243;;;;
278;Biel;Ostrów Mazowiecka;powiat ostrowski;292;;;;
279;Biel;Siedlce;powiat siedlecki;41;;;;
280;Bielany-Jarosławy;Bielany;powiat sokołowski;263;;;;
281;Bielany-Wąsy;Bielany;powiat sokołowski;177;;;;
282;Bielany-Żyłaki;Bielany;powiat sokołowski;140;;;;
283;Bielany;Raciąż;powiat płoński;119;;;;
284;Bielany;Winnica;powiat pułtuski;90;;;;
285;Bielany;Błędów;powiat grójecki;230;;;;
286;Bielany;Ciepielów;powiat lipski;95;;;;
287;Bielawa;Konstancin-Jeziorna;powiat piaseczyński;1797;;;;
288;Bielawy Gołuskie;Bieżuń;powiat żuromiński;103;;;;
289;Bielawy;Glinojeck;powiat ciechanowski;96;;;;
290;Bielawy;Szreńsk;powiat mławski;109;;;;
291;Bielawy;Gostynin;powiat gostyniński;114;;;;
292;Biele;Sochocin;powiat płoński;150;;;;
293;Bielicha;Zakrzew;powiat radomski;1220;;;;
294;Bielino;Rząśnik;powiat wyszkowski;192;;;;
295;Bielino;Słupno;powiat płocki;276;;;;
296;Bieliny;Kampinos;powiat warszawski zachodni;1;;;;
297;Bieliny;Brochów;powiat sochaczewski;91;;;;
298;Bieliny;Gielniów;powiat przysuski;313;;;;
299;Bieliny;Nowe Miasto nad Pilicą;powiat grójecki;203;;;;
300;Bieliny;Pionki;powiat radomski;94;;;;
301;Bieliny;Młodzieszyn;powiat sochaczewski;33;;;;
302;Bielsk;Bielsk;powiat płocki;2767;;;;
303;Bieniew;Iłów;powiat sochaczewski;77;;;;
304;Bieniewice;Błonie;powiat warszawski zachodni;1982;;;;
305;Bieniewiec;Żabia Wola;powiat grodziski;237;;;;
306;Bieniewo-Parcela;Błonie;powiat warszawski zachodni;189;;;;
307;Bieniewo;Błonie;powiat warszawski zachodni;85;;;;
308;Bieniędzice;Wolanów;powiat radomski;258;;;;
309;Bieńki-Karkuty;Sońsk;powiat ciechanowski;165;;;;
310;Bieńki-Śmietanki;Sońsk;powiat ciechanowski;74;;;;
311;Bierdzież;Policzna;powiat zwoleński;123;;;;
312;Biernaty Średnie;Łosice;powiat łosicki;106;;;;
313;Biernaty;Krasnosielc;powiat makowski;105;;;;
314;Biernik;Puszcza Mariańska;powiat żyrardowski;122;;;;
315;Bierwce;Jedlińsk;powiat radomski;683;;;;
316;Bierwiecka Wola;Jedlińsk;powiat radomski;488;;;;
317;Bierzewice;Gostynin;powiat gostyniński;502;;;;
318;Bieszków Dolny;Mirów;powiat szydłowiecki;383;;;;
319;Bieszków Górny;Mirów;powiat szydłowiecki;332;;;;
320;Bieżany;Radzanów;powiat mławski;48;;;;
321;Bikówek;Grójec;powiat grójecki;186;;;;
322;Binduga;Sarnaki;powiat łosicki;101;;;;
323;Binduga;Chorzele;powiat przasnyski;90;;;;
324;Bindużka;Rzewnie;powiat makowski;68;;;;
325;Biskupice;Brwinów;powiat pruszkowski;201;;;;
326;Biskupice;Brudzeń Duży;powiat płocki;1;;;;
327;Biskupice;Drobin;powiat płocki;80;;;;
328;Bledzewko;Sierpc;powiat sierpecki;65;;;;
329;Bledzewo;Sierpc;powiat sierpecki;215;;;;
330;Blichowo;Bulkowo;powiat płocki;456;;;;
331;Blinno;Szczutowo;powiat sierpecki;184;;;;
332;Blizne Jasińskiego;Stare Babice;powiat warszawski zachodni;1291;;;;
333;Blizne Łaszczyńskiego;Stare Babice;powiat warszawski zachodni;1041;;;;
334;Blizno;Szczutowo;powiat sierpecki;145;;;;
335;Blochy;Długosiodło;powiat wyszkowski;424;;;;
336;Błaziny Dolne;Iłża;powiat radomski;497;;;;
337;Błaziny Górne;Iłża;powiat radomski;353;;;;
338;Błeszno;Radzanów;powiat białobrzeski;273;;;;
339;Błędnica;Małkinia Górna;powiat ostrowski;357;;;;
340;Błędostowo;Winnica;powiat pułtuski;201;;;;
341;Błędowo;Pomiechówek;powiat nowodworski;324;;;;
342;Błędowo;Baranowo;powiat ostrołęcki;144;;;;
343;Błędów;Błędów;powiat grójecki;867;;;;
344;Błędów;Wierzbica;powiat radomski;195;;;;
345;Błędówko;Pomiechówek;powiat nowodworski;99;;;;
346;Błogosław;Błędów;powiat grójecki;76;;;;
347;Błogosławie;Zakroczym;powiat nowodworski;74;;;;
348;Błogoszcz;Siedlce;powiat siedlecki;250;;;;
349;Błomino Gumowskie;Dzierzążnia;powiat płoński;160;;;;
350;Błomino-Gule;Dzierzążnia;powiat płoński;28;;;;
351;Błomino-Jeże;Dzierzążnia;powiat płoński;65;;;;
352;Błonie Duże;Bielany;powiat sokołowski;164;;;;
353;Błonie Małe;Bielany;powiat sokołowski;110;;;;
354;Błonie;Błonie;powiat warszawski zachodni;390;;;;
355;Błonie;Prażmów;powiat piaseczyński;1;;;;
356;Błotki;Stoczek;powiat węgrowski;101;;;;
357;Bobin;Czerwin;powiat ostrołęcki;56;;;;
358;Bobino Wielkie;Płoniawy-Bramura;powiat makowski;139;;;;
359;Bobino-Grzybki;Płoniawy-Bramura;powiat makowski;60;;;;
360;Bobki;Garbatka-Letnisko;powiat kozienicki;1;;;;
361;Bobrek;Stromiec;powiat białobrzeski;254;;;;
362;Bobrowce;Mszczonów;powiat żyrardowski;252;;;;
363;Bobrowiec;Piaseczno;powiat piaseczyński;1830;;;;
364;Bobrowniki;Głowaczów;powiat kozienicki;366;;;;
365;Boby;Pułtusk;powiat pułtuski;179;;;;
366;Bocian;Kołbiel;powiat otwocki;211;;;;
367;Bodzanów;Bodzanów;powiat płocki;1122;;;;
368;Bodzew;Belsk Duży;powiat grójecki;91;;;;
369;Bogate;Przasnysz;powiat przasnyski;509;;;;
370;Bogatki;Piaseczno;powiat piaseczyński;617;;;;
371;Bogdalec;Płoniawy-Bramura;powiat makowski;97;;;;
372;Bogdaniec;Sochaczew;powiat sochaczewski;1;;;;
373;Bogdany Wielkie;Chorzele;powiat przasnyski;104;;;;
374;Boglewice;Jasieniec;powiat grójecki;288;;;;
375;Bogucin;Opinogóra Górna;powiat ciechanowski;119;;;;
376;Bogucin;Raciąż;powiat płoński;48;;;;
377;Bogucin;Garbatka-Letnisko;powiat kozienicki;321;;;;
378;Bogurzyn;Wiśniewo;powiat mławski;432;;;;
379;Bogurzynek;Wiśniewo;powiat mławski;283;;;;
380;Bogusławice;Płońsk;powiat płoński;202;;;;
381;Bogusławice;Skaryszew;powiat radomski;189;;;;
382;Boguszewiec;Lutocin;powiat żuromiński;156;;;;
383;Boguszków;Magnuszew;powiat kozienicki;90;;;;
384;Boguszówka;Gniewoszów;powiat kozienicki;241;;;;
385;Boguty Leśne;Boguty-Pianki;powiat ostrowski;1;;;;
386;Boguty-Augustyny;Boguty-Pianki;powiat ostrowski;1;;;;
387;Boguty-Milczki;Boguty-Pianki;powiat ostrowski;25;;;;
388;Boguty-Pianki;Boguty-Pianki;powiat ostrowski;448;;;;
389;Boguty-Rubiesze;Boguty-Pianki;powiat ostrowski;51;;;;
390;Boguty-Żurawie;Boguty-Pianki;powiat ostrowski;1;;;;
391;Bohy;Repki;powiat sokołowski;8;;;;
392;Boiska-Kolonia;Solec nad Wisłą;powiat lipski;62;;;;
393;Boiska;Solec nad Wisłą;powiat lipski;252;;;;
394;Bojanowo;Radzanów;powiat mławski;91;;;;
395;Bojany;Brok;powiat ostrowski;64;;;;
396;Bojary;Kosów Lacki;powiat sokołowski;63;;;;
397;Bojewo;Sadowne;powiat węgrowski;115;;;;
398;Bojmie;Kotuń;powiat siedlecki;351;;;;
399;Bolechowice;Bielsk;powiat płocki;72;;;;
400;Bolesławek;Żabia Wola;powiat grodziski;74;;;;
401;Bolesławiec Leśny;Błędów;powiat grójecki;75;;;;
402;Bolesławowo;Serock;powiat legionowski;111;;;;
403;Bolesławów;Wiązowna;powiat otwocki;95;;;;
404;Bolesławów;Gostynin;powiat gostyniński;108;;;;
405;Bolesty;Olszanka;powiat łosicki;87;;;;
406;Bolewo;Stupsk;powiat mławski;122;;;;
407;Bolęcin;Sochocin;powiat płoński;185;;;;
408;Bolęcin;Borkowice;powiat przysuski;41;;;;
409;Bolino;Wyszogród;powiat płocki;86;;;;
410;Bombalice;Gozdowo;powiat sierpecki;193;;;;
411;Bonin-Ogródki;Sarnaki;powiat łosicki;17;;;;
412;Bonin;Sarnaki;powiat łosicki;87;;;;
413;Bonisław;Wieczfnia Kościelna;powiat mławski;65;;;;
414;Bonisław;Gozdowo;powiat sierpecki;252;;;;
415;Bończa;Słubice;powiat płocki;1;;;;
416;Bończa;Warka;powiat grójecki;132;;;;
417;Bońki;Płońsk;powiat płoński;467;;;;
418;Bońkowo Kościelne;Radzanów;powiat mławski;170;;;;
419;Bońkowo Podleśne;Radzanów;powiat mławski;127;;;;
420;Borawe;Rzekuń;powiat ostrołęcki;921;;;;
421;Borcuchy;Rzeczniów;powiat lipski;1;;;;
422;Boreczek;Małkinia Górna;powiat ostrowski;1;;;;
423;Borek Czarniński;Stanisławów;powiat miński;142;;;;
424;Borek Miński;Mińsk Mazowiecki;powiat miński;42;;;;
425;Borek;Czerwin;powiat ostrołęcki;59;;;;
426;Borek;Gniewoszów;powiat kozienicki;516;;;;
427;Borki Siedleckie;Suchożebry;powiat siedlecki;303;;;;
428;Borki-Kosiorki;Wiśniew;powiat siedlecki;162;;;;
429;Borki-Kosy;Zbuczyn;powiat siedlecki;281;;;;
430;Borki-Paduchy;Wiśniew;powiat siedlecki;487;;;;
431;Borki-Sołdy;Wiśniew;powiat siedlecki;173;;;;
432;Borki-Wyrki;Zbuczyn;powiat siedlecki;334;;;;
433;Borki;Góra Kalwaria;powiat piaseczyński;1;;;;
434;Borki;Radzymin;powiat wołomiński;380;;;;
435;Borki;Goworowo;powiat ostrołęcki;112;;;;
436;Borki;Gąbin;powiat płocki;144;;;;
437;Borki;Chlewiska;powiat szydłowiecki;55;;;;
438;Borki;Tczów;powiat zwoleński;442;;;;
439;Borki;Jadów;powiat wołomiński;168;;;;
440;Borki;Mrozy;powiat miński;126;;;;
441;Borki;Wodynie;powiat siedlecki;117;;;;
442;Borkowice;Borkowice;powiat przysuski;600;;;;
443;Borkowo Kościelne;Sierpc;powiat sierpecki;611;;;;
444;Borkowo Wielkie;Sierpc;powiat sierpecki;350;;;;
445;Borkowo-Falenta;Czernice Borowe;powiat przasnyski;170;;;;
446;Borkowo;Nasielsk;powiat nowodworski;197;;;;
447;Borków;Kołbiel;powiat otwocki;63;;;;
448;Boroszków;Skórzec;powiat siedlecki;83;;;;
449;Borowa Góra;Serock;powiat legionowski;1081;;;;
450;Borowa Wola;Klwów;powiat przysuski;108;;;;
451;Borowce;Troszyn;powiat ostrołęcki;86;;;;
