łlp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;3278
2595;Stary Drożęcin;Piątnica;powiat łomżyński;80;;;;
2596;Stary Gromadzyn;Kolno;powiat kolneński;254;;;;
2597;Stary Kamień;Szepietowo;powiat wysokomazowiecki;96;;;;
2598;Stary Kornin;Dubicze Cerkiewne;powiat hajnowski;105;;;;
2599;Stary Laskowiec;Zambrów;powiat zambrowski;127;;;;
2600;Stary Rogożyn;Lipsk;powiat augustowski;102;;;;
2601;Stary Skarżyn;Zambrów;powiat zambrowski;151;;;;
2602;Stary Skazdub;Bakałarzewo;powiat suwalski;168;;;;
2603;Stary Szor;Sokółka;powiat sokólski;51;;;;
2604;Starzyna;Dubicze Cerkiewne;powiat hajnowski;24;;;;
2605;Stawiane;Grabowo;powiat kolneński;38;;;;
2606;Stawiereje Podleśne;Szepietowo;powiat wysokomazowiecki;53;;;;
2607;Stawiereje-Michałowięta;Szepietowo;powiat wysokomazowiecki;33;;;;
2608;Stawiszcze;Czeremcha;powiat hajnowski;165;;;;
2609;Staworowo;Sidra;powiat sokólski;101;;;;
2610;Stelmachowo;Tykocin;powiat białostocki;220;;;;
2611;Stock;Dąbrowa Białostocka;powiat sokólski;280;;;;
2612;Stoczek;Narewka;powiat hajnowski;125;;;;
2613;Stoczek;Rajgród;powiat grajewski;104;;;;
2614;Stoczki;Turośń Kościelna;powiat białostocki;69;;;;
2615;Stok;Korycin;powiat sokólski;76;;;;
2616;Stoki;Raczki;powiat suwalski;97;;;;
2617;Stokowisko;Nowe Piekuty;powiat wysokomazowiecki;95;;;;
2618;Stokowo-Szerszenie;Czyżew;powiat wysokomazowiecki;38;;;;
2619;Stołbce;Nurzec-Stacja;powiat siemiatycki;92;;;;
2620;Stołowacz;Bielsk Podlaski;powiat bielski;48;;;;
2621;Strabla;Wyszki;powiat bielski;491;;;;
2622;Straszewo;Gródek;powiat białostocki;42;;;;
2623;Straż;Sokółka;powiat sokólski;124;;;;
2624;Strękowa Góra;Zawady;powiat białostocki;120;;;;
2625;Strękowizna;Nowinka;powiat augustowski;119;;;;
2626;Stryjaki;Jedwabne;powiat łomżyński;53;;;;
2627;Stryjki;Szumowo;powiat zambrowski;18;;;;
2628;Stryki;Bielsk Podlaski;powiat bielski;66;;;;
2629;Strzelcowizna;Płaska;powiat augustowski;207;;;;
2630;Strzeszewo;Śniadowo;powiat łomżyński;52;;;;
2631;Studzianki;Wasilków;powiat białostocki;1245;;;;
2632;Studziany Las;Giby;powiat sejneński;73;;;;
2633;Studzieńczyna;Janów;powiat sokólski;28;;;;
2634;Stupniki;Bielsk Podlaski;powiat bielski;12;;;;
2635;Stypułki-Borki;Kobylin-Borzymy;powiat wysokomazowiecki;50;;;;
2636;Stypułki-Giemzino;Kulesze Kościelne;powiat wysokomazowiecki;66;;;;
2637;Stypułki-Szymany;Kobylin-Borzymy;powiat wysokomazowiecki;70;;;;
2638;Stypułki-Święchy;Kobylin-Borzymy;powiat wysokomazowiecki;56;;;;
2639;Sucha Góra;Suchowola;powiat sokólski;31;;;;
2640;Sucha Rzeczka;Płaska;powiat augustowski;178;;;;
2641;Sucha Wieś;Raczki;powiat suwalski;138;;;;
2642;Suchodolina;Dąbrowa Białostocka;powiat sokólski;65;;;;
2643;Suchodoły;Jeleniewo;powiat suwalski;51;;;;
2644;Suchorzec;Bakałarzewo;powiat suwalski;83;;;;
2645;Suchowolce;Kleszczele;powiat hajnowski;104;;;;
2646;Suchynicze;Szudziałowo;powiat sokólski;83;;;;
2647;Sudawskie;Wiżajny;powiat suwalski;40;;;;
2648;Sukowicze;Szudziałowo;powiat sokólski;42;;;;
2649;Sulewo-Kownaty;Wąsosz;powiat grajewski;125;;;;
2650;Sulewo-Prusy;Wąsosz;powiat grajewski;122;;;;
2651;Sulimy;Nowogród;powiat łomżyński;50;;;;
2652;Sulki;Miastkowo;powiat łomżyński;92;;;;
2653;Sumowo;Jeleniewo;powiat suwalski;50;;;;
2654;Sumowo;Sejny;powiat sejneński;102;;;;
2655;Supienie;Filipów;powiat suwalski;90;;;;
2656;Supruny;Michałowo;powiat białostocki;1;;;;
2657;Supy;Przytuły;powiat łomżyński;97;;;;
2658;Surały;Grabowo;powiat kolneński;97;;;;
2659;Surażkowo;Supraśl;powiat białostocki;18;;;;
2660;Suszcza;Michałowo;powiat białostocki;23;;;;
2661;Sutno;Mielnik;powiat siemiatycki;115;;;;
2662;Sycze;Nurzec-Stacja;powiat siemiatycki;97;;;;
2663;Synkowce;Nowy Dwór;powiat sokólski;54;;;;
2664;Sypnie Nowe;Grodzisk;powiat siemiatycki;1;;;;
2665;Sytki;Drohiczyn;powiat siemiatycki;114;;;;
2666;Szablak;Nowogród;powiat łomżyński;106;;;;
2667;Szablaki;Turośl;powiat kolneński;142;;;;
2668;Szabły Młode;Śniadowo;powiat łomżyński;111;;;;
2669;Szaciłówka;Korycin;powiat sokólski;99;;;;
2670;Szaciły;Dobrzyniewo Duże;powiat białostocki;101;;;;
2671;Szaciły;Jaświły;powiat moniecki;11;;;;
2672;Szaciły;Krynki;powiat sokólski;14;;;;
2673;Szafranki;Goniądz;powiat moniecki;75;;;;
2674;Szafranki;Tykocin;powiat białostocki;19;;;;
2675;Szafranki;Filipów;powiat suwalski;46;;;;
2676;Szastały;Bielsk Podlaski;powiat bielski;82;;;;
2677;Szczeberka;Nowinka;powiat augustowski;111;;;;
2678;Szczebra;Nowinka;powiat augustowski;382;;;;
2679;Szczepankowo;Śniadowo;powiat łomżyński;383;;;;
2680;Szczepany;Wyszki;powiat bielski;19;;;;
2681;Szczepki;Nowinka;powiat augustowski;46;;;;
2682;Szczęsnowicze;Szudziałowo;powiat sokólski;63;;;;
2683;Szczodruchy;Kołaki Kościelne;powiat zambrowski;80;;;;
2684;Szczodruchy;Raczki;powiat suwalski;59;;;;
2685;Szczuki;Janów;powiat sokólski;56;;;;
2686;Szczyty-Dzięciołowo;Orla;powiat bielski;54;;;;
2687;Szczyty-Nowodwory;Orla;powiat bielski;90;;;;
2688;Szeligi-Leśnica;Zambrów;powiat zambrowski;61;;;;
2689;Szepietowo Podleśne;Szepietowo;powiat wysokomazowiecki;69;;;;
2690;Szepietowo-Janówka;Szepietowo;powiat wysokomazowiecki;160;;;;
2691;Szepietowo-Wawrzyńce;Szepietowo;powiat wysokomazowiecki;398;;;;
2692;Szepietowo-Żaki;Szepietowo;powiat wysokomazowiecki;98;;;;
2693;Szerenosy;Juchnowiec Kościelny;powiat białostocki;176;;;;
2694;Szernie;Orla;powiat bielski;73;;;;
2695;Szerszenie;Siemiatycze;powiat siemiatycki;94;;;;
2696;Szeszupka;Jeleniewo;powiat suwalski;17;;;;
2697;Szeszyły;Boćki;powiat bielski;28;;;;
2698;Sześciwłóki;Wiżajny;powiat suwalski;35;;;;
2699;Szkocja;Raczki;powiat suwalski;245;;;;
2700;Szlasy-Lipno;Rutki;powiat zambrowski;107;;;;
2701;Szlasy-Łopienite;Rutki;powiat zambrowski;46;;;;
2702;Szlasy-Mieszki;Rutki;powiat zambrowski;45;;;;
2703;Szlasy;Radziłów;powiat grajewski;14;;;;
2704;Szlinokiemie;Puńsk;powiat sejneński;201;;;;
2705;Szmurły;Brańsk;powiat bielski;240;;;;
2706;Szołtany;Puńsk;powiat sejneński;93;;;;
2707;Szorce;Trzcianne;powiat moniecki;350;;;;
2708;Szostaki;Sidra;powiat sokólski;48;;;;
2709;Szostaki;Jedwabne;powiat łomżyński;61;;;;
2710;Szostakowo;Czyże;powiat hajnowski;63;;;;
2711;Szpaki;Wyszki;powiat bielski;50;;;;
2712;Szpakowo;Jaświły;powiat moniecki;177;;;;
2713;Sztabin;Sztabin;powiat augustowski;1029;;;;
2714;Sztabinki;Sejny;powiat sejneński;93;;;;
2715;Szudziałowo;Szudziałowo;powiat sokólski;656;;;;
2716;Szulborze-Kozy;Czyżew;powiat wysokomazowiecki;50;;;;
2717;Szumiłówka;Nurzec-Stacja;powiat siemiatycki;1;;;;
2718;Szumki;Boćki;powiat bielski;41;;;;
2719;Szumowo;Korycin;powiat sokólski;65;;;;
2720;Szumowo;Szumowo;powiat zambrowski;1082;;;;
2721;Szurpiły;Jeleniewo;powiat suwalski;160;;;;
2722;Szury;Szypliszki;powiat suwalski;1;;;;
2723;Szuszalewo;Dąbrowa Białostocka;powiat sokólski;121;;;;
2724;Szyjki;Radziłów;powiat grajewski;26;;;;
2725;Szymaki;Kuźnica;powiat sokólski;59;;;;
2726;Szymany-Kolonie;Grajewo;powiat grajewski;82;;;;
2727;Szymany;Grajewo;powiat grajewski;212;;;;
2728;Szymany;Wąsosz;powiat grajewski;49;;;;
2729;Szymbory-Andrzejowięta;Szepietowo;powiat wysokomazowiecki;88;;;;
2730;Szymbory-Jakubowięta;Szepietowo;powiat wysokomazowiecki;40;;;;
2731;Szymbory-Włodki;Szepietowo;powiat wysokomazowiecki;57;;;;
2732;Szymki;Michałowo;powiat białostocki;144;;;;
2733;Szypliszki;Szypliszki;powiat suwalski;288;;;;
2734;Szyszki;Sokółka;powiat sokólski;143;;;;
2735;Ścibowo;Jeleniewo;powiat suwalski;46;;;;
2736;Ściokła;Sztabin;powiat augustowski;34;;;;
2737;Ściony;Brańsk;powiat bielski;49;;;;
2738;Śledzianów;Drohiczyn;powiat siemiatycki;125;;;;
2739;Śledzie;Zambrów;powiat zambrowski;71;;;;
2740;Śliwno;Choroszcz;powiat białostocki;134;;;;
2741;Śliwowo-Łopienite;Rutki;powiat zambrowski;113;;;;
2742;Śmiarowo;Mały Płock;powiat kolneński;108;;;;
2743;Śmieciuchówka;Przerośl;powiat suwalski;131;;;;
2744;Śniadowo-Stara Stacja;Śniadowo;powiat łomżyński;1;;;;
2745;Śniadowo;Śniadowo;powiat łomżyński;1107;;;;
2746;Śniczany;Sidra;powiat sokólski;89;;;;
2747;Śnieżki;Boćki;powiat bielski;51;;;;
2748;Średnica-Jakubowięta;Szepietowo;powiat wysokomazowiecki;46;;;;
2749;Średnica-Maćkowięta;Szepietowo;powiat wysokomazowiecki;134;;;;
2750;Średnica-Pawłowięta;Szepietowo;powiat wysokomazowiecki;136;;;;
2751;Średzińskie;Suraż;powiat białostocki;95;;;;
2752;Śródlesie;Juchnowiec Kościelny;powiat białostocki;1;;;;
2753;Świackie;Sejny;powiat sejneński;20;;;;
2754;Świątki-Wiercice;Rutki;powiat zambrowski;38;;;;
2755;Świderek;Augustów;powiat augustowski;60;;;;
2756;Świdry Podleśne;Grabowo;powiat kolneński;55;;;;
2757;Świdry-Awissa;Szczuczyn;powiat grajewski;159;;;;
2758;Świdry-Dobrzyce;Grabowo;powiat kolneński;99;;;;
2759;Świerzbienie;Mońki;powiat moniecki;129;;;;
2760;Święcienin;Radziłów;powiat grajewski;115;;;;
2761;Święck Wielki;Wysokie Mazowieckie;powiat wysokomazowiecki;181;;;;
2762;Święck-Nowiny;Wysokie Mazowieckie;powiat wysokomazowiecki;81;;;;
2763;Święck-Strumiany;Czyżew;powiat wysokomazowiecki;40;;;;
2764;Świnoroje;Narewka;powiat hajnowski;1;;;;
2765;Świrydy;Brańsk;powiat bielski;184;;;;
2766;Świsłoczany;Gródek;powiat białostocki;18;;;;
2767;Tabałówka;Filipów;powiat suwalski;38;;;;
2768;Tabędz;Zambrów;powiat zambrowski;119;;;;
2769;Tabory-Rzym;Zbójna;powiat łomżyński;29;;;;
2770;Taciewo;Suwałki;powiat suwalski;113;;;;
2771;Tafiły;Stawiski;powiat kolneński;62;;;;
2772;Tajenko;Bargłów Kościelny;powiat augustowski;130;;;;
2773;Tajno Łanowe;Bargłów Kościelny;powiat augustowski;75;;;;
2774;Tajno Podjeziorne;Bargłów Kościelny;powiat augustowski;159;;;;
2775;Tajno Stare;Bargłów Kościelny;powiat augustowski;244;;;;
2776;Talkowszczyzna;Szudziałowo;powiat sokólski;75;;;;
2777;Tanica Dolna;Michałowo;powiat białostocki;18;;;;
2778;Tanica Górna;Michałowo;powiat białostocki;21;;;;
2779;Tarachy;Szczuczyn;powiat grajewski;72;;;;
2780;Taraskowo;Piątnica;powiat łomżyński;145;;;;
2781;Targonie Wielkie;Zawady;powiat białostocki;169;;;;
2782;Targonie-Krytuły;Zawady;powiat białostocki;71;;;;
2783;Targonie-Wity;Zawady;powiat białostocki;86;;;;
2784;Targowisk;Grodzisk;powiat siemiatycki;1;;;;
2785;Tarnopol;Narewka;powiat hajnowski;124;;;;
2786;Tarnowo-Goski;Zambrów;powiat zambrowski;87;;;;
2787;Tarnowo;Miastkowo;powiat łomżyński;248;;;;
2788;Tartaczysko;Giby;powiat sejneński;40;;;;
2789;Tartak;Suwałki;powiat suwalski;111;;;;
2790;Tatarowce;Zabłudów;powiat białostocki;57;;;;
2791;Tatary;Tykocin;powiat białostocki;48;;;;
2792;Tauroszyszki;Puńsk;powiat sejneński;51;;;;
2793;Teodorowo;Zabłudów;powiat białostocki;1;;;;
2794;Teolin;Janów;powiat sokólski;139;;;;
2795;Teremiski;Białowieża;powiat hajnowski;62;;;;
2796;Tłoczewo;Nowe Piekuty;powiat wysokomazowiecki;75;;;;
2797;Tobołowo;Nowinka;powiat augustowski;106;;;;
2798;Tobyłka;Bargłów Kościelny;powiat augustowski;46;;;;
2799;Toczyłowo;Grajewo;powiat grajewski;193;;;;
2800;Tofiłowce;Dubicze Cerkiewne;powiat hajnowski;104;;;;
2801;Tokarowszczyzna;Michałowo;powiat białostocki;1;;;;
2802;Tokary;Mielnik;powiat siemiatycki;110;;;;
2803;Tołcze;Kuźnica;powiat sokólski;29;;;;
2804;Tołcze;Turośń Kościelna;powiat białostocki;219;;;;
2805;Tołwin;Siemiatycze;powiat siemiatycki;169;;;;
2806;Tonkiele;Drohiczyn;powiat siemiatycki;90;;;;
2807;Topczewo;Wyszki;powiat bielski;208;;;;
2808;Topczykały;Orla;powiat bielski;71;;;;
2809;Topilec-Kolonia;Turośń Kościelna;powiat białostocki;25;;;;
2810;Topilec;Turośń Kościelna;powiat białostocki;88;;;;
2811;Topiło;Hajnówka;powiat hajnowski;20;;;;
2812;Topiłówka;Augustów;powiat augustowski;317;;;;
2813;Topolany;Michałowo;powiat białostocki;151;;;;
2814;Toporki;Kleszczele;powiat hajnowski;87;;;;
2815;Torule;Boćki;powiat bielski;48;;;;
2816;Trakiszki;Puńsk;powiat sejneński;91;;;;
2817;Treszczotki;Bielsk Podlaski;powiat bielski;40;;;;
2818;Trofimówka;Janów;powiat sokólski;150;;;;
2819;Trojanowo;Klukowo;powiat wysokomazowiecki;163;;;;
2820;Trojanówek;Klukowo;powiat wysokomazowiecki;99;;;;
2821;Trompole;Puńsk;powiat sejneński;1;;;;
2822;Truski;Bielsk Podlaski;powiat bielski;105;;;;
2823;Truskolasy-Lachy;Sokoły;powiat wysokomazowiecki;91;;;;
2824;Truskolasy-Niwisko;Sokoły;powiat wysokomazowiecki;60;;;;
2825;Truskolasy-Olszyna;Sokoły;powiat wysokomazowiecki;70;;;;
2826;Truskolasy-Wola;Sokoły;powiat wysokomazowiecki;40;;;;
2827;Truszki-Kucze;Kolno;powiat kolneński;1;;;;
2828;Truszki-Patory;Kolno;powiat kolneński;69;;;;
2829;Truszki-Zalesie;Kolno;powiat kolneński;69;;;;
2830;Truszki;Piątnica;powiat łomżyński;133;;;;
2831;Truszki;Śniadowo;powiat łomżyński;122;;;;
2832;Tryczówka;Juchnowiec Kościelny;powiat białostocki;71;;;;
2833;Trypucie;Turośń Kościelna;powiat białostocki;278;;;;
2834;Trywieża;Hajnówka;powiat hajnowski;84;;;;
2835;Trzaski;Ciechanowiec;powiat wysokomazowiecki;115;;;;
2836;Trzaski;Przytuły;powiat łomżyński;45;;;;
2837;Trzciane;Suwałki;powiat suwalski;47;;;;
2838;Trzcianka;Janów;powiat sokólski;181;;;;
2839;Trzcianka;Rutka-Tartak;powiat suwalski;33;;;;
2840;Trzcianne;Trzcianne;powiat moniecki;521;;;;
2841;Trzcińskie;Turośl;powiat kolneński;72;;;;
2842;Trzeciny;Wysokie Mazowieckie;powiat wysokomazowiecki;90;;;;
2843;Trzeszczkowo;Wyszki;powiat bielski;12;;;;
2844;Trześcianka;Narew;powiat hajnowski;233;;;;
2845;Trzyrzecze;Suchowola;powiat sokólski;115;;;;
2846;Trzyrzeczki;Dąbrowa Białostocka;powiat sokólski;48;;;;
2847;Turczyn;Rajgród;powiat grajewski;65;;;;
2848;Turek;Poświętne;powiat białostocki;51;;;;
2849;Turna Duża;Siemiatycze;powiat siemiatycki;137;;;;
2850;Turna Mała;Siemiatycze;powiat siemiatycki;35;;;;
2851;Turośl;Turośl;powiat kolneński;682;;;;
2852;Turośń Dolna;Turośń Kościelna;powiat białostocki;372;;;;
2853;Turośń Kościelna;Turośń Kościelna;powiat białostocki;845;;;;
2854;Turówka Nowa;Suwałki;powiat suwalski;59;;;;
2855;Turówka Stara;Suwałki;powiat suwalski;87;;;;
2856;Turówka;Augustów;powiat augustowski;119;;;;
2857;Twardy Róg;Augustów;powiat augustowski;1;;;;
2858;Twarogi Lackie;Perlejewo;powiat siemiatycki;145;;;;
2859;Twarogi Ruskie;Perlejewo;powiat siemiatycki;64;;;;
2860;Twarogi-Mazury;Perlejewo;powiat siemiatycki;41;;;;
2861;Twarogi-Trąbnica;Perlejewo;powiat siemiatycki;61;;;;
2862;Twarogi-Wypychy;Perlejewo;powiat siemiatycki;67;;;;
2863;Tworki;Wyszki;powiat bielski;22;;;;
2864;Tworkowice;Ciechanowiec;powiat wysokomazowiecki;163;;;;
2865;Tybory Uszyńskie;Kulesze Kościelne;powiat wysokomazowiecki;58;;;;
2866;Tybory-Jeziernia;Wysokie Mazowieckie;powiat wysokomazowiecki;56;;;;
2867;Tybory-Kamianka;Wysokie Mazowieckie;powiat wysokomazowiecki;122;;;;
2868;Tybory-Misztale;Wysokie Mazowieckie;powiat wysokomazowiecki;98;;;;
2869;Tybory-Olszewo;Wysokie Mazowieckie;powiat wysokomazowiecki;82;;;;
2870;Tybory-Trzcianka;Wysokie Mazowieckie;powiat wysokomazowiecki;65;;;;
2871;Tybory-Wólka;Wysokie Mazowieckie;powiat wysokomazowiecki;124;;;;
2872;Tybory-Żochy;Wysokie Mazowieckie;powiat wysokomazowiecki;49;;;;
2873;Tylwica;Michałowo;powiat białostocki;65;;;;
2874;Tymianka;Nurzec-Stacja;powiat siemiatycki;117;;;;
2875;Tyniewicze Duże;Narew;powiat hajnowski;123;;;;
2876;Tyniewicze Małe;Narew;powiat hajnowski;42;;;;
2877;Tyszki-Łabno;Kolno;powiat kolneński;73;;;;
2878;Tyszki-Wądołowo;Kolno;powiat kolneński;80;;;;
2879;Udryn;Jeleniewo;powiat suwalski;71;;;;
2880;Udziejek;Jeleniewo;powiat suwalski;111;;;;
2881;Uhowo;Łapy;powiat białostocki;1525;;;;
2882;Usnarz Górny;Szudziałowo;powiat sokólski;46;;;;
2883;Usza Mała;Klukowo;powiat wysokomazowiecki;48;;;;
2884;Usza Wielka;Klukowo;powiat wysokomazowiecki;91;;;;
2885;Uścianek;Goniądz;powiat moniecki;17;;;;
2886;Uścianki;Grajewo;powiat grajewski;40;;;;
2887;Uścianki;Augustów;powiat augustowski;65;;;;
2888;Uśnik-Dwór;Śniadowo;powiat łomżyński;60;;;;
2889;Uśnik-Kolonia;Śniadowo;powiat łomżyński;63;;;;
2890;Uśnik;Śniadowo;powiat łomżyński;127;;;;
2891;Użmauda;Wiżajny;powiat suwalski;1;;;;
2892;Wagi;Przytuły;powiat łomżyński;83;;;;
2893;Wajków;Mielnik;powiat siemiatycki;54;;;;
2894;Wakułowicze;Nurzec-Stacja;powiat siemiatycki;1;;;;
2895;Waliły;Gródek;powiat białostocki;226;;;;
2896;Walne;Nowinka;powiat augustowski;97;;;;
2897;Walochy-Mońki;Rutki;powiat zambrowski;43;;;;
2898;Wałki;Milejczyce;powiat siemiatycki;114;;;;
2899;Wanacja;Turośl;powiat kolneński;184;;;;
2900;Waniewo;Narew;powiat hajnowski;46;;;;
2901;Waniewo;Sokoły;powiat wysokomazowiecki;101;;;;
2902;Warele-Filipowicze;Szepietowo;powiat wysokomazowiecki;70;;;;
2903;Warpechy Nowe;Wyszki;powiat bielski;79;;;;
2904;Warpechy Stare;Wyszki;powiat bielski;76;;;;
2905;Wasilczyki;Suwałki;powiat suwalski;47;;;;
2906;Wasilkowo;Hajnówka;powiat hajnowski;41;;;;
2907;Wasilówka;Janów;powiat sokólski;96;;;;
2908;Wasilówka;Raczki;powiat suwalski;123;;;;
2909;Waszki;Kolno;powiat kolneński;132;;;;
2910;Waśki;Mońki;powiat moniecki;71;;;;
2911;Waśki;Narew;powiat hajnowski;50;;;;
2912;Waśki;Mały Płock;powiat kolneński;48;;;;
2913;Wądołki-Borowe;Zambrów;powiat zambrowski;77;;;;
2914;Wądołki-Bućki;Zambrów;powiat zambrowski;103;;;;
2915;Wąsosz;Wąsosz;powiat grajewski;1108;;;;
2916;Wdziękoń Drugi;Zambrów;powiat zambrowski;118;;;;
2917;Wdziękoń Pierwszy;Zambrów;powiat zambrowski;146;;;;
2918;Werpol;Nurzec-Stacja;powiat siemiatycki;80;;;;
2919;Wersele;Przerośl;powiat suwalski;29;;;;
2920;Werstok;Dubicze Cerkiewne;powiat hajnowski;52;;;;
2921;Wesołowo;Dąbrowa Białostocka;powiat sokólski;31;;;;
2922;Wesołowo;Szypliszki;powiat suwalski;37;;;;
2923;Węgielnia;Szypliszki;powiat suwalski;105;;;;
2924;Wiatrołuża Druga;Szypliszki;powiat suwalski;32;;;;
2925;Wiatrołuża Pierwsza;Suwałki;powiat suwalski;42;;;;
2926;Wiązownica;Radziłów;powiat grajewski;54;;;;
2927;Wiązówka;Dąbrowa Białostocka;powiat sokólski;53;;;;
2928;Widowo;Bielsk Podlaski;powiat bielski;551;;;;
2929;Widugiery;Puńsk;powiat sejneński;143;;;;
2930;Widźgowo;Brańsk;powiat bielski;62;;;;
2931;Wieczorki;Zawady;powiat białostocki;21;;;;
2932;Wiejki;Gródek;powiat białostocki;128;;;;
2933;Wiercień Duży;Siemiatycze;powiat siemiatycki;138;;;;
2934;Wiercień Mały;Siemiatycze;powiat siemiatycki;1;;;;
2935;Wiercień;Boćki;powiat bielski;85;;;;
2936;Wierciochy;Raczki;powiat suwalski;147;;;;
2937;Wierciszewo;Wizna;powiat łomżyński;88;;;;
2938;Wierobie;Gródek;powiat białostocki;29;;;;
2939;Wierśnie;Giby;powiat sejneński;49;;;;
2940;Wierzbiszki;Rutka-Tartak;powiat suwalski;27;;;;
2941;Wierzbowizna;Nowe Piekuty;powiat wysokomazowiecki;15;;;;
2942;Wierzbowo;Zambrów;powiat zambrowski;75;;;;
2943;Wierzbowo;Grajewo;powiat grajewski;304;;;;
2944;Wierzbowo;Śniadowo;powiat łomżyński;189;;;;
2945;Wierzchjedlina;Sokółka;powiat sokólski;100;;;;
2946;Wierzchlesie;Szudziałowo;powiat sokólski;313;;;;
2947;Wierzchuca Nagórna;Drohiczyn;powiat siemiatycki;218;;;;
2948;Wigrańce;Sejny;powiat sejneński;45;;;;
2949;Wigry;Suwałki;powiat suwalski;1;;;;
2950;Wiktorowo;Perlejewo;powiat siemiatycki;9;;;;
2951;Wiktorzyn;Piątnica;powiat łomżyński;27;;;;
2952;Wilamowo;Przytuły;powiat łomżyński;233;;;;
2953;Wilamówka;Trzcianne;powiat moniecki;101;;;;
2954;Wilanowo;Mielnik;powiat siemiatycki;161;;;;
2955;Wilczewo;Stawiski;powiat kolneński;89;;;;
2956;Wilkowo Nowe;Poświętne;powiat białostocki;64;;;;
2957;Wilkowo Stare;Poświętne;powiat białostocki;163;;;;
2958;Wiluki;Dubicze Cerkiewne;powiat hajnowski;26;;;;
2959;Wiłkopedzie;Puńsk;powiat sejneński;81;;;;
2960;Wiłkupie;Wiżajny;powiat suwalski;42;;;;
2961;Wincenta;Kolno;powiat kolneński;212;;;;
2962;Winna Stara;Ciechanowiec;powiat wysokomazowiecki;14;;;;
2963;Winna-Chroły;Ciechanowiec;powiat wysokomazowiecki;75;;;;
2964;Winna-Poświętna;Ciechanowiec;powiat wysokomazowiecki;45;;;;
2965;Winna-Wilki;Ciechanowiec;powiat wysokomazowiecki;19;;;;
2966;Winna-Wypychy;Ciechanowiec;powiat wysokomazowiecki;70;;;;
2967;Wiszowate;Grabowo;powiat kolneński;108;;;;
2968;Wiśniewo;Zambrów;powiat zambrowski;217;;;;
2969;Wiśniówek-Wertyce;Kołaki Kościelne;powiat zambrowski;99;;;;
2970;Wiśniówek;Wysokie Mazowieckie;powiat wysokomazowiecki;104;;;;
2971;Witowo;Dubicze Cerkiewne;powiat hajnowski;91;;;;
2972;Witówka;Raczki;powiat suwalski;75;;;;
2973;Witynie;Jedwabne;powiat łomżyński;90;;;;
2974;Wizna;Wizna;powiat łomżyński;1240;;;;
2975;Wiżajny;Wiżajny;powiat suwalski;740;;;;
2976;Wiżgóry;Wiżajny;powiat suwalski;39;;;;
2977;Włochówka;Wizna;powiat łomżyński;35;;;;
2978;Włodki;Mały Płock;powiat kolneński;157;;;;
2979;Włosty-Olszanka;Szepietowo;powiat wysokomazowiecki;109;;;;
2980;Wnory-Kużele;Kobylin-Borzymy;powiat wysokomazowiecki;85;;;;
2981;Wnory-Pażochy;Kulesze Kościelne;powiat wysokomazowiecki;81;;;;
2982;Wnory-Wandy;Kobylin-Borzymy;powiat wysokomazowiecki;92;;;;
2983;Wnory-Wiechy;Kulesze Kościelne;powiat wysokomazowiecki;135;;;;
2984;Wnory-Wypychy;Kulesze Kościelne;powiat wysokomazowiecki;97;;;;
2985;Wodziłki;Jeleniewo;powiat suwalski;49;;;;
2986;Wodziłówka;Knyszyn;powiat moniecki;1;;;;
2987;Wodźki;Wyszki;powiat bielski;20;;;;
2988;Wojciuliszki;Puńsk;powiat sejneński;116;;;;
2989;Wojdy;Rajgród;powiat grajewski;86;;;;
2990;Wojeniec;Dziadkowice;powiat siemiatycki;84;;;;
2991;Wojewodzin;Grajewo;powiat grajewski;356;;;;
2992;Wojnachy;Sokółka;powiat sokólski;74;;;;
2993;Wojnowce;Kuźnica;powiat sokólski;45;;;;
2994;Wojnowce;Szudziałowo;powiat sokólski;106;;;;
2995;Wojnówka;Dubicze Cerkiewne;powiat hajnowski;41;;;;
2996;Wojny-Izdebnik;Szepietowo;powiat wysokomazowiecki;67;;;;
2997;Wojny-Krupy;Szepietowo;powiat wysokomazowiecki;29;;;;
2998;Wojny-Piecki;Szepietowo;powiat wysokomazowiecki;92;;;;
2999;Wojny-Pietrasze;Szepietowo;powiat wysokomazowiecki;100;;;;
3000;Wojny-Pogorzel;Szepietowo;powiat wysokomazowiecki;163;;;;
3001;Wojny-Szuby Szlacheckie;Szepietowo;powiat wysokomazowiecki;58;;;;
3002;Wojny-Szuby Włościańskie;Szepietowo;powiat wysokomazowiecki;220;;;;
3003;Wojny-Wawrzyńce;Szepietowo;powiat wysokomazowiecki;53;;;;
3004;Wojponie;Szypliszki;powiat suwalski;18;;;;
3005;Wojsławy;Grabowo;powiat kolneński;57;;;;
3006;Wojszki;Juchnowiec Kościelny;powiat białostocki;137;;;;
3007;Wojszki;Mońki;powiat moniecki;41;;;;
3008;Wojtachy;Korycin;powiat sokólski;39;;;;
3009;Wojtki;Boćki;powiat bielski;84;;;;
3010;Wojtkowice Stare;Ciechanowiec;powiat wysokomazowiecki;106;;;;
3011;Wojtkowice-Dady;Ciechanowiec;powiat wysokomazowiecki;49;;;;
3012;Wojtkowice-Glinna;Ciechanowiec;powiat wysokomazowiecki;50;;;;
3013;Wojtokiemie;Puńsk;powiat sejneński;129;;;;
3014;Wojtówce;Knyszyn;powiat moniecki;120;;;;
3015;Wojtówstwo;Goniądz;powiat moniecki;127;;;;
