lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;3333
99;Bezwola;Wohyń;powiat radzyński;1052;;;;
100;Bęczyn;Urzędów;powiat kraśnicki;809;;;;
101;Biadaczka;Kamionka;powiat lubartowski;121;;;;
102;Biała Druga;Janów Lubelski;powiat janowski;524;;;;
103;Biała Pierwsza;Janów Lubelski;powiat janowski;774;;;;
104;Biała;Radzyń Podlaski;powiat radzyński;1320;;;;
105;Białawoda;Borzechów;powiat lubelski;51;;;;
106;Białka;Dębowa Kłoda;powiat parczewski;230;;;;
107;Białka;Radzyń Podlaski;powiat radzyński;794;;;;
108;Białka;Krasnystaw;powiat krasnostawski;339;;;;
109;Białka;Milejów;powiat łęczyński;361;;;;
110;Białki Dolne;Ułęż;powiat rycki;283;;;;
111;Białki Górne;Ułęż;powiat rycki;135;;;;
112;Białobrzegi-Kolonia;Kock;powiat lubartowski;182;;;;
113;Białobrzegi;Kock;powiat lubartowski;425;;;;
114;Białobrzegi;Zamość;powiat zamojski;518;;;;
115;Białopole;Białopole;powiat chełmski;803;;;;
116;Białoskóry;Hrubieszów;powiat hrubieszowski;30;;;;
117;Białowoda;Opole Lubelskie;powiat opolski;96;;;;
118;Białowody;Uchanie;powiat hrubieszowski;144;;;;
119;Białowola;Zamość;powiat zamojski;520;;;;
120;Biardy;Łuków;powiat łukowski;379;;;;
121;Bielany Duże;Serokomla;powiat łukowski;113;;;;
122;Bielany;Łomazy;powiat bialski;91;;;;
123;Bielecha;Fajsławice;powiat krasnostawski;53;;;;
124;Bielin;Żmudź;powiat chełmski;29;;;;
125;Bielsko;Karczmiska;powiat opolski;100;;;;
126;Biesiadki;Cyców;powiat łęczyński;68;;;;
127;Bilsko;Modliborzyce;powiat janowski;56;;;;
128;Biskupice;Trawniki;powiat świdnicki;817;;;;
129;Biskupie;Wysokie;powiat lubelski;215;;;;
130;Biszcza;Biszcza;powiat biłgorajski;1841;;;;
131;Blinów Drugi;Szastarka;powiat kraśnicki;468;;;;
132;Blinów Pierwszy;Szastarka;powiat kraśnicki;604;;;;
133;Bliskowice;Annopol;powiat kraśnicki;218;;;;
134;Blizocin;Jeziorzany;powiat lubartowski;151;;;;
135;Bliżów;Adamów;powiat zamojski;202;;;;
136;Błażejki;Stoczek Łukowski;powiat łukowski;64;;;;
137;Błażek;Batorz;powiat janowski;616;;;;
138;Błażków;Wola Mysłowska;powiat łukowski;51;;;;
139;Błonie;Janów Podlaski;powiat bialski;113;;;;
140;Bobliwo;Izbica;powiat krasnostawski;166;;;;
141;Bobowiska;Markuszów;powiat puławski;167;;;;
142;Bobrowe;Gorzków;powiat krasnostawski;144;;;;
143;Bobrowniki;Ryki;powiat rycki;510;;;;
144;Boby-Księże;Urzędów;powiat kraśnicki;90;;;;
145;Boby;Urzędów;powiat kraśnicki;173;;;;
146;Bochotnica;Kazimierz Dolny;powiat puławski;1001;;;;
147;Bodaczów;Szczebrzeszyn;powiat zamojski;1908;;;;
148;Boduszyn;Niemce;powiat lubelski;287;;;;
149;Bogdanka;Puchaczów;powiat łęczyński;107;;;;
150;Bogucice;Trzeszczany;powiat hrubieszowski;203;;;;
151;Bogucin;Garbów;powiat lubelski;1175;;;;
152;Bogusław;Gorzków;powiat krasnostawski;83;;;;
153;Bohukały;Terespol;powiat bialski;221;;;;
154;Bohutyn;Sosnowica;powiat parczewski;26;;;;
155;Bojanówka;Wohyń;powiat radzyński;244;;;;
156;Bojary;Podedwórze;powiat parczewski;36;;;;
157;Bokinia;Uchanie;powiat hrubieszowski;112;;;;
158;Bokinka Królewska;Tuczna;powiat bialski;216;;;;
159;Bokinka Pańska;Tuczna;powiat bialski;158;;;;
160;Bondyrz;Adamów;powiat zamojski;579;;;;
161;Boniewo;Fajsławice;powiat krasnostawski;218;;;;
162;Bononia;Goraj;powiat biłgorajski;219;;;;
163;Bończa;Kraśniczyn;powiat krasnostawski;308;;;;
164;Bordziłówka;Rossosz;powiat bialski;187;;;;
165;Borki;Borki;powiat radzyński;688;;;;
166;Borki;Nowodwór;powiat rycki;137;;;;
167;Borki;Stoczek Łukowski;powiat łukowski;37;;;;
168;Borki;Księżpol;powiat biłgorajski;99;;;;
169;Borkowizna;Niedrzwica Duża;powiat lubelski;150;;;;
170;Borkowizna;Strzyżewice;powiat lubelski;218;;;;
171;Borków;Garbów;powiat lubelski;289;;;;
172;Borowa;Puławy;powiat puławski;519;;;;
173;Borowica;Łopiennik Górny;powiat krasnostawski;213;;;;
174;Borowiec;Łukowa;powiat biłgorajski;35;;;;
175;Borowina Sitaniecka;Zamość;powiat zamojski;304;;;;
176;Borowina;Puławy;powiat puławski;86;;;;
177;Borowina;Józefów;powiat biłgorajski;196;;;;
178;Borowina;Stary Zamość;powiat zamojski;172;;;;
179;Borownica;Janów Lubelski;powiat janowski;139;;;;
180;Borowo;Siedliszcze;powiat chełmski;1;;;;
181;Borów-Kolonia;Chodel;powiat opolski;246;;;;
182;Borów;Chodel;powiat opolski;135;;;;
183;Borów;Annopol;powiat kraśnicki;403;;;;
184;Borów;Gorzków;powiat krasnostawski;188;;;;
185;Borówek;Żółkiewka;powiat krasnostawski;115;;;;
186;Borsuk;Mircze;powiat hrubieszowski;79;;;;
187;Bortatycze-Kolonia;Zamość;powiat zamojski;317;;;;
188;Bortatycze;Zamość;powiat zamojski;376;;;;
189;Borucicha;Kłoczew;powiat rycki;105;;;;
190;Boruń;Siennica Różana;powiat krasnostawski;224;;;;
191;Borysik;Urszulin;powiat włodawski;56;;;;
192;Borysów;Żyrzyn;powiat puławski;375;;;;
193;Borzechów;Borzechów;powiat lubelski;425;;;;
194;Boża Wola;Adamów;powiat zamojski;235;;;;
195;Boża Wola;Zakrzew;powiat lubelski;107;;;;
196;Bożniewice;Kock;powiat lubartowski;68;;;;
197;Boży Dar;Krzczonów;powiat lubelski;62;;;;
198;Boży Dar;Sitno;powiat zamojski;250;;;;
199;Bójki;Ostrów Lubelski;powiat lubartowski;50;;;;
200;Bór;Józefów nad Wisłą;powiat opolski;177;;;;
201;Braciejowice;Łaziska;powiat opolski;433;;;;
202;Bramka;Kłoczew;powiat rycki;280;;;;
203;Branew Ordynacka;Dzwola;powiat janowski;145;;;;
204;Branew Szlachecka;Dzwola;powiat janowski;245;;;;
205;Branewka-Kolonia;Dzwola;powiat janowski;154;;;;
206;Branewka;Dzwola;powiat janowski;200;;;;
207;Branica Radzyńska-Kolonia;Radzyń Podlaski;powiat radzyński;401;;;;
208;Branica Radzyńska;Radzyń Podlaski;powiat radzyński;255;;;;
209;Branica Suchowolska;Wohyń;powiat radzyński;416;;;;
210;Branica-Kolonia;Wohyń;powiat radzyński;1;;;;
211;Bratnik;Kamionka;powiat lubartowski;118;;;;
212;Brody Duże;Szczebrzeszyn;powiat zamojski;515;;;;
213;Brody Małe;Szczebrzeszyn;powiat zamojski;545;;;;
214;Brodziaki;Biłgoraj;powiat biłgorajski;145;;;;
215;Brodzica;Hrubieszów;powiat hrubieszowski;298;;;;
216;Bronice;Nałęczów;powiat puławski;280;;;;
217;Bronisławka;Kurów;powiat puławski;159;;;;
218;Bronisławka;Grabowiec;powiat zamojski;107;;;;
219;Bronisławów Duży;Serokomla;powiat łukowski;126;;;;
220;Bronisławów Mały;Serokomla;powiat łukowski;24;;;;
221;Bronowice;Puławy;powiat puławski;702;;;;
222;Bródek;Łabunie;powiat zamojski;237;;;;
223;Brudno;Parczew;powiat parczewski;174;;;;
224;Brusów;Ryki;powiat rycki;294;;;;
225;Brześce;Janowiec;powiat puławski;216;;;;
226;Brzezice;Piaski;powiat świdnicki;403;;;;
227;Brzeziczki;Piaski;powiat świdnicki;152;;;;
228;Brzeziny;Komarówka Podlaska;powiat radzyński;87;;;;
229;Brzeziny;Kraśniczyn;powiat krasnostawski;283;;;;
230;Brzeziny;Lubartów;powiat lubartowski;644;;;;
231;Brzeziny;Puchaczów;powiat łęczyński;366;;;;
232;Brzeziny;Stężyca;powiat rycki;421;;;;
233;Brzeziny;Modliborzyce;powiat janowski;152;;;;
234;Brzeziny;Józefów;powiat biłgorajski;157;;;;
235;Brzeziny;Bełżec;powiat tomaszowski;266;;;;
236;Brzeźce;Stężyca;powiat rycki;309;;;;
237;Brzeźnica Bychawska;Niedźwiada;powiat lubartowski;500;;;;
238;Brzeźnica Książęca-Kolonia;Niedźwiada;powiat lubartowski;1;;;;
239;Brzeźnica Książęca;Niedźwiada;powiat lubartowski;754;;;;
240;Brzeźnica Leśna;Niedźwiada;powiat lubartowski;313;;;;
241;Brzeźno;Dorohusk;powiat chełmski;870;;;;
242;Brzostówiec;Radzyń Podlaski;powiat radzyński;530;;;;
243;Brzostówka;Serniki;powiat lubartowski;757;;;;
244;Brzozowa Gać;Kurów;powiat puławski;524;;;;
245;Brzozowa;Wilków;powiat opolski;142;;;;
246;Brzozowica Duża;Kąkolewnica;powiat radzyński;1022;;;;
247;Brzozowica Mała;Kąkolewnica;powiat radzyński;123;;;;
248;Brzozowiec;Dubienka;powiat chełmski;35;;;;
249;Brzozowy Kąt;Komarówka Podlaska;powiat radzyński;335;;;;
250;Brzozówka;Szastarka;powiat kraśnicki;381;;;;
251;Bubel-Granna;Janów Podlaski;powiat bialski;84;;;;
252;Bubel-Łukowiska;Janów Podlaski;powiat bialski;64;;;;
253;Buchałowice;Kurów;powiat puławski;278;;;;
254;Budki-Rososz;Ryki;powiat rycki;172;;;;
255;Budki;Krzywda;powiat łukowski;143;;;;
256;Budki;Trzydnik Duży;powiat kraśnicki;186;;;;
257;Budy;Krynice;powiat tomaszowski;157;;;;
258;Budynin;Ulhówek;powiat tomaszowski;123;;;;
259;Budziarze;Biszcza;powiat biłgorajski;77;;;;
260;Budziska;Adamów;powiat łukowski;207;;;;
261;Budzyń;Chodel;powiat opolski;78;;;;
262;Budzyń;Księżpol;powiat biłgorajski;1;;;;
263;Bukowa Mała;Sawin;powiat chełmski;163;;;;
264;Bukowa Wielka;Sawin;powiat chełmski;431;;;;
265;Bukowa;Biłgoraj;powiat biłgorajski;563;;;;
266;Bukowice-Kolonia;Leśna Podlaska;powiat bialski;187;;;;
267;Bukowice;Leśna Podlaska;powiat bialski;125;;;;
268;Bukowina;Biszcza;powiat biłgorajski;931;;;;
269;Bukownica;Tereszpol;powiat biłgorajski;173;;;;
270;Bukowski Las;Hańsk;powiat włodawski;51;;;;
271;Buradów;Parczew;powiat parczewski;33;;;;
272;Burwin;Łomazy;powiat bialski;69;;;;
273;Burzec;Wojcieszków;powiat łukowski;620;;;;
274;Busówno;Wierzbica;powiat chełmski;480;;;;
275;Buśno;Białopole;powiat chełmski;327;;;;
276;Bychawka Druga-Kolonia;Bychawa;powiat lubelski;274;;;;
277;Bychawka Druga;Bychawa;powiat lubelski;314;;;;
278;Bychawka Pierwsza;Bychawa;powiat lubelski;177;;;;
279;Bychawka Trzecia-Kolonia;Bychawa;powiat lubelski;157;;;;
280;Bychawka Trzecia;Bychawa;powiat lubelski;281;;;;
281;Bykowszczyzna;Firlej;powiat lubartowski;150;;;;
282;Bystrzejowice Drugie;Piaski;powiat świdnicki;1;;;;
283;Bystrzejowice Pierwsze;Piaski;powiat świdnicki;1178;;;;
284;Bystrzejowice Trzecie;Piaski;powiat świdnicki;1;;;;
285;Bystrzyca Nowa;Strzyżewice;powiat lubelski;462;;;;
286;Bystrzyca Stara;Strzyżewice;powiat lubelski;422;;;;
287;Bystrzyca;Wólka;powiat lubelski;538;;;;
288;Bystrzyca;Zakrzówek;powiat kraśnicki;734;;;;
289;Bystrzyca;Wojcieszków;powiat łukowski;494;;;;
290;Bytyń;Wola Uhruska;powiat włodawski;329;;;;
291;Bzite;Krasnystaw;powiat krasnostawski;367;;;;
292;Bzowiec;Rudnik;powiat krasnostawski;339;;;;
293;Cegielnia;Ostrówek;powiat lubartowski;130;;;;
294;Cegielnia;Horodło;powiat hrubieszowski;96;;;;
295;Celejów;Wąwolnica;powiat puławski;488;;;;
296;Celin;Żółkiewka;powiat krasnostawski;87;;;;
297;Celiny Szlacheckie;Stanin;powiat łukowski;178;;;;
298;Celiny Włościańskie;Stanin;powiat łukowski;293;;;;
299;Celiny;Trzebieszów;powiat łukowski;624;;;;
300;Cełujki;Biała Podlaska;powiat bialski;239;;;;
301;Cezaryn;Żyrzyn;powiat puławski;61;;;;
302;Charlejów;Serokomla;powiat łukowski;474;;;;
303;Charlęż;Spiczyn;powiat łęczyński;804;;;;
304;Chełmiec;Kraśniczyn;powiat krasnostawski;138;;;;
305;Chlewiska;Lubartów;powiat lubartowski;348;;;;
306;Chłaniów;Żółkiewka;powiat krasnostawski;240;;;;
307;Chłopiatyn;Dołhobyczów;powiat hrubieszowski;112;;;;
308;Chłopków;Frampol;powiat biłgorajski;285;;;;
309;Chmiel Drugi;Jabłonna;powiat lubelski;1;;;;
310;Chmiel Pierwszy;Jabłonna;powiat lubelski;716;;;;
311;Chmiel-Kolonia;Jabłonna;powiat lubelski;1;;;;
312;Chmielek;Łukowa;powiat biłgorajski;1070;;;;
313;Chmielnik-Kolonia;Bełżyce;powiat lubelski;411;;;;
314;Chmielnik;Bełżyce;powiat lubelski;284;;;;
315;Chmielów;Dębowa Kłoda;powiat parczewski;184;;;;
316;Chochłów;Dołhobyczów;powiat hrubieszowski;94;;;;
317;Chodel;Chodel;powiat opolski;1317;;;;
318;Chodlik;Karczmiska;powiat opolski;187;;;;
319;Chodywańce;Jarczów;powiat tomaszowski;194;;;;
320;Choiny;Rybczewice;powiat świdnicki;103;;;;
321;Chojeniec-Kolonia;Siedliszcze;powiat chełmski;99;;;;
322;Chojeniec;Siedliszcze;powiat chełmski;314;;;;
323;Chojno Nowe Drugie;Siedliszcze;powiat chełmski;1;;;;
324;Chojno Nowe Pierwsze;Siedliszcze;powiat chełmski;777;;;;
325;Chomęciska Duże;Stary Zamość;powiat zamojski;587;;;;
326;Chomęciska Małe;Stary Zamość;powiat zamojski;466;;;;
327;Chorążanka;Tomaszów Lubelski;powiat tomaszowski;128;;;;
328;Choroszczynka;Tuczna;powiat bialski;142;;;;
329;Chorupnik;Gorzków;powiat krasnostawski;328;;;;
330;Choszczów;Kurów;powiat puławski;243;;;;
331;Chotyłów;Piszczac;powiat bialski;925;;;;
332;Chrustne;Ryki;powiat rycki;231;;;;
333;Chruściechów;Żółkiewka;powiat krasnostawski;47;;;;
334;Chruślanki Józefowskie;Józefów nad Wisłą;powiat opolski;348;;;;
335;Chruślanki Mazanowskie;Józefów nad Wisłą;powiat opolski;137;;;;
336;Chruślina;Józefów nad Wisłą;powiat opolski;474;;;;
337;Chrzanów;Chrzanów;powiat janowski;1510;;;;
338;Chrząchów;Końskowola;powiat puławski;670;;;;
339;Chrząchówek;Końskowola;powiat puławski;438;;;;
340;Chudowola;Michów;powiat lubartowski;125;;;;
341;Chutcze;Sawin;powiat chełmski;176;;;;
342;Chylin;Wierzbica;powiat chełmski;244;;;;
343;Chyża;Zamość;powiat zamojski;506;;;;
344;Chyże;Bełżec;powiat tomaszowski;352;;;;
345;Chyżowice;Uchanie;powiat hrubieszowski;334;;;;
346;Cichobórz;Hrubieszów;powiat hrubieszowski;354;;;;
347;Cichostów-Kolonia;Milanów;powiat parczewski;1;;;;
348;Cichostów;Milanów;powiat parczewski;255;;;;
349;Cicibór Duży;Biała Podlaska;powiat bialski;738;;;;
350;Cicibór Mały;Biała Podlaska;powiat bialski;135;;;;
351;Ciechanki Krzesimowskie;Łęczna;powiat łęczyński;346;;;;
352;Ciechanki Łęczyńskie;Łęczna;powiat łęczyński;114;;;;
353;Ciechanki;Puchaczów;powiat łęczyński;703;;;;
354;Ciechocin;Modliborzyce;powiat janowski;22;;;;
355;Ciechomin;Wola Mysłowska;powiat łukowski;279;;;;
356;Ciecierzyn;Niemce;powiat lubelski;1479;;;;
357;Cieleśnica;Rokitno;powiat bialski;397;;;;
358;Ciemno;Kamionka;powiat lubartowski;291;;;;
359;Cieszyn;Grabowiec;powiat zamojski;93;;;;
360;Cieślanki;Szastarka;powiat kraśnicki;51;;;;
361;Ciężkie;Wojcieszków;powiat łukowski;165;;;;
362;Ciosmy;Biłgoraj;powiat biłgorajski;374;;;;
363;Ciotcza;Abramów;powiat lubartowski;340;;;;
364;Ciotusza Nowa;Susiec;powiat tomaszowski;446;;;;
365;Ciotusza Stara;Susiec;powiat tomaszowski;300;;;;
366;Cisownik;Krzywda;powiat łukowski;350;;;;
367;Cuple;Bełżyce;powiat lubelski;194;;;;
368;Curyn;Wisznice;powiat bialski;161;;;;
369;Cyców;Cyców;powiat łęczyński;1717;;;;
370;Cyganka;Milejów;powiat łęczyński;117;;;;
371;Cynków;Nałęczów;powiat puławski;106;;;;
372;Czajki;Kraśniczyn;powiat krasnostawski;194;;;;
373;Czarna;Serokomla;powiat łukowski;182;;;;
374;Czarnołozy;Wojsławice;powiat chełmski;95;;;;
375;Czarnowoda;Adamów;powiat zamojski;15;;;;
376;Czarnoziem;Krasnystaw;powiat krasnostawski;167;;;;
377;Czarny Las-Kolonia;Józefów;powiat biłgorajski;37;;;;
378;Czarny Las;Ludwin;powiat łęczyński;106;;;;
379;Czarny Wygon;Szczebrzeszyn;powiat zamojski;1;;;;
380;Czarnystok;Radecznica;powiat zamojski;616;;;;
381;Czartoria;Miączyn;powiat zamojski;77;;;;
382;Czartowczyk;Tyszowce;powiat tomaszowski;363;;;;
383;Czartowiec-Kolonia;Tyszowce;powiat tomaszowski;111;;;;
384;Czartowiec;Tyszowce;powiat tomaszowski;140;;;;
385;Czeberaki;Milanów;powiat parczewski;162;;;;
386;Czechów Kąt;Rejowiec;powiat chełmski;131;;;;
387;Czechówka;Grabowiec;powiat zamojski;64;;;;
388;Czemierniki;Czemierniki;powiat radzyński;1300;;;;
389;Czeputka;Sosnówka;powiat bialski;105;;;;
390;Czermno;Tyszowce;powiat tomaszowski;267;;;;
391;Czernic;Kłoczew;powiat rycki;775;;;;
392;Czerniczyn;Hrubieszów;powiat hrubieszowski;620;;;;
393;Czerniejów-Kolonia;Jabłonna;powiat lubelski;375;;;;
394;Czerniejów;Kamień;powiat chełmski;271;;;;
395;Czerniejów;Jabłonna;powiat lubelski;823;;;;
396;Czerniejów;Serniki;powiat lubartowski;257;;;;
397;Czernięcin Główny;Turobin;powiat biłgorajski;584;;;;
398;Czernięcin Poduchowny;Turobin;powiat biłgorajski;250;;;;
399;Czerśl;Łuków;powiat łukowski;429;;;;
400;Czerwonka Poleśna;Firlej;powiat lubartowski;45;;;;
401;Czerwonka-Gozdów;Firlej;powiat lubartowski;163;;;;
402;Czesławice;Nałęczów;powiat puławski;633;;;;
403;Cześniki-Kolonia;Sitno;powiat zamojski;273;;;;
404;Cześniki;Sitno;powiat zamojski;454;;;;
405;Częstoborowice;Rybczewice;powiat świdnicki;391;;;;
406;Czołki;Sitno;powiat zamojski;405;;;;
407;Czołna;Baranów;powiat puławski;210;;;;
408;Czortowice;Hrubieszów;powiat hrubieszowski;90;;;;
409;Czosnówka;Biała Podlaska;powiat bialski;1001;;;;
410;Czółna;Niedrzwica Duża;powiat lubelski;479;;;;
411;Czułczyce Małe;Sawin;powiat chełmski;70;;;;
412;Czułczyce-Kolonia;Sawin;powiat chełmski;219;;;;
413;Czułczyce;Sawin;powiat chełmski;398;;;;
414;Czumów;Hrubieszów;powiat hrubieszowski;259;;;;
415;Czysta Dębina-Kolonia;Gorzków;powiat krasnostawski;79;;;;
416;Czysta Dębina;Gorzków;powiat krasnostawski;120;;;;
417;Ćmiłów;Głusk;powiat lubelski;1316;;;;
418;Ćwiętalka;Opole Lubelskie;powiat opolski;195;;;;
419;Danówka;Drelów;powiat bialski;54;;;;
420;Dańce;Hanna;powiat włodawski;194;;;;
421;Dańczypol;Grabowiec;powiat zamojski;62;;;;
422;Darowne;Opole Lubelskie;powiat opolski;144;;;;
423;Dawidy;Jabłoń;powiat parczewski;414;;;;
424;Dąbie;Łuków;powiat łukowski;890;;;;
425;Dąbie;Modliborzyce;powiat janowski;261;;;;
426;Dąbie;Żółkiewka;powiat krasnostawski;225;;;;
427;Dąbrocz;Modliborzyce;powiat janowski;1;;;;
428;Dąbrowa Godowska;Opole Lubelskie;powiat opolski;55;;;;
429;Dąbrowa Tarnawacka;Tarnawatka;powiat tomaszowski;77;;;;
430;Dąbrowa Tomaszowska;Tomaszów Lubelski;powiat tomaszowski;217;;;;
431;Dąbrowa Wronowska;Poniatowa;powiat opolski;392;;;;
432;Dąbrowa-Bór;Kraśnik;powiat kraśnicki;162;;;;
433;Dąbrowa;Borzechów;powiat lubelski;115;;;;
434;Dąbrowa;Ludwin;powiat łęczyński;300;;;;
435;Dąbrowa;Annopol;powiat kraśnicki;303;;;;
436;Dąbrowa;Trzydnik Duży;powiat kraśnicki;311;;;;
437;Dąbrowa;Krynice;powiat tomaszowski;208;;;;
438;Dąbrowa;Łabunie;powiat zamojski;58;;;;
439;Dąbrowa;Mircze;powiat hrubieszowski;6;;;;
440;Dąbrowica Duża;Tuczna;powiat bialski;263;;;;
441;Dąbrowica Mała;Piszczac;powiat bialski;256;;;;
442;Dąbrowica;Jastków;powiat lubelski;1647;;;;
443;Dąbrowica;Potok Wielki;powiat janowski;310;;;;
444;Dąbrowica;Biłgoraj;powiat biłgorajski;910;;;;
445;Dąbrówka;Kamionka;powiat lubartowski;144;;;;
446;Dąbrówka;Adamów;powiat łukowski;120;;;;
447;Dąbrówka;Potok Wielki;powiat janowski;224;;;;
448;Dąbrówka;Potok Górny;powiat biłgorajski;439;;;;
449;Depułtycze Królewskie;Chełm;powiat chełmski;220;;;;
450;Dereczanka;Zalesie;powiat bialski;104;;;;
451;Derewiczna;Komarówka Podlaska;powiat radzyński;428;;;;
452;Dereźnia Majdańska;Biłgoraj;powiat biłgorajski;283;;;;
453;Dereźnia Solska;Biłgoraj;powiat biłgorajski;789;;;;
454;Dereźnia-Zagrody;Biłgoraj;powiat biłgorajski;515;;;;
