lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;1053
50;Borowy Młyn;Pszczew;powiat międzyrzecki;153;;;;
51;Borów Polski;Nowe Miasteczko;powiat nowosolski;109;;;;
52;Borów Wielki;Nowe Miasteczko;powiat nowosolski;634;;;;
53;Borów;Świebodzin;powiat świebodziński;270;;;;
54;Boruszyn;Lipinki Łużyckie;powiat żarski;201;;;;
55;Boryszyn;Lubrza;powiat świebodziński;205;;;;
56;Bożnów;Żagań;powiat żagański;1106;;;;
57;Brody;Brody;powiat żarski;892;;;;
58;Brody;Sulechów;powiat zielonogórski;637;;;;
59;Bronice;Jasień;powiat żarski;122;;;;
60;Broniszów;Kożuchów;powiat nowosolski;374;;;;
61;Bronków;Bobrowice;powiat krośnieński;336;;;;
62;Bronowice;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;400;;;;
63;Bronowice;Trzebiel;powiat żarski;377;;;;
64;Brożek;Brody;powiat żarski;55;;;;
65;Bródki;Czerwieńsk;powiat zielonogórski;102;;;;
66;Brójce;Trzciel;powiat międzyrzecki;969;;;;
67;Brudzewo;Szczaniec;powiat świebodziński;101;;;;
68;Brzezie k. Pomorska;Sulechów;powiat zielonogórski;28;;;;
69;Brzezie k. Sulechowa;Sulechów;powiat zielonogórski;1591;;;;
70;Brzezinka;Zwierzyn;powiat strzelecko-drezdenecki;83;;;;
71;Brzezinka;Bobrowice;powiat krośnieński;1;;;;
72;Brzeźnica;Brzeźnica;powiat żagański;833;;;;
73;Brzeźnica;Dąbie;powiat krośnieński;161;;;;
74;Brzeźno;Lubiszyn;powiat gorzowski;294;;;;
75;Brzeźno;Sulęcin;powiat sulęciński;268;;;;
76;Brzostowa;Lipinki Łużyckie;powiat żarski;101;;;;
77;Brzoza;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;460;;;;
78;Brzozowa;Krzeszyce;powiat sulęciński;114;;;;
79;Brzozowiec;Deszczno;powiat gorzowski;695;;;;
80;Brzozów;Gubin;powiat krośnieński;86;;;;
81;Brzózka;Krosno Odrzańskie;powiat krośnieński;239;;;;
82;Buchałów;Świdnica;powiat zielonogórski;273;;;;
83;Bucze;Lubrza;powiat świebodziński;230;;;;
84;Bucze;Przewóz;powiat żarski;56;;;;
85;Buczek;Szprotawa;powiat żagański;8;;;;
86;Buczków;Nowa Sól;powiat nowosolski;33;;;;
87;Buczyna;Lubrza;powiat świebodziński;247;;;;
88;Buczyny;Trzebiel;powiat żarski;88;;;;
89;Budachów;Bytnica;powiat krośnieński;577;;;;
90;Budoradz;Gubin;powiat krośnieński;35;;;;
91;Budynia;Dąbie;powiat krośnieński;30;;;;
92;Budziechów;Jasień;powiat żarski;425;;;;
93;Budzigniew;Słońsk;powiat sulęciński;63;;;;
94;Bukowica;Niegosławice;powiat żagański;186;;;;
95;Bukowiec;Międzyrzecz;powiat międzyrzecki;742;;;;
96;Bukowina Bobrzańska;Żagań;powiat żagański;367;;;;
97;Buków;Sulechów;powiat zielonogórski;537;;;;
98;Bulin;Kożuchów;powiat nowosolski;18;;;;
99;Buszów;Lubiszyn;powiat gorzowski;15;;;;
100;Buszów;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;293;;;;
101;Bycz;Bytom Odrzański;powiat nowosolski;205;;;;
102;Bytnica;Bytnica;powiat krośnieński;977;;;;
103;Bytomiec;Maszewo;powiat krośnieński;114;;;;
104;Chartów;Słońsk;powiat sulęciński;85;;;;
105;Chełm Żarski;Lubsko;powiat żarski;93;;;;
106;Chełmek;Nowa Sól;powiat nowosolski;393;;;;
107;Chełmica;Tuplice;powiat żarski;233;;;;
108;Chełmsko;Przytoczna;powiat międzyrzecki;411;;;;
109;Chęciny;Gubin;powiat krośnieński;49;;;;
110;Chichy;Małomice;powiat żagański;369;;;;
111;Chlastawa;Zbąszynek;powiat świebodziński;179;;;;
112;Chlebice;Tuplice;powiat żarski;35;;;;
113;Chlebowo;Gubin;powiat krośnieński;589;;;;
114;Chlebów;Maszewo;powiat krośnieński;50;;;;
115;Chłopiny;Lubiszyn;powiat gorzowski;182;;;;
116;Chocicz;Lubsko;powiat żarski;326;;;;
117;Chociejów;Gubin;powiat krośnieński;68;;;;
118;Chocimek;Lubsko;powiat żarski;72;;;;
119;Chociszewo;Trzciel;powiat międzyrzecki;432;;;;
120;Chociule;Świebodzin;powiat świebodziński;604;;;;
121;Chojna;Krosno Odrzańskie;powiat krośnieński;59;;;;
122;Chojnowo;Bobrowice;powiat krośnieński;54;;;;
123;Chomętowo;Dobiegniew;powiat strzelecko-drezdenecki;127;;;;
124;Chotków;Brzeźnica;powiat żagański;725;;;;
125;Chrapów;Dobiegniew;powiat strzelecko-drezdenecki;25;;;;
126;Chrobrów;Żagań;powiat żagański;329;;;;
127;Chromów;Bobrowice;powiat krośnieński;109;;;;
128;Chudzowice;Trzebiel;powiat żarski;87;;;;
129;Chwalęcice;Kłodawa;powiat gorzowski;1244;;;;
130;Chwalim;Kargowa;powiat zielonogórski;405;;;;
131;Chwaliszowice;Trzebiel;powiat żarski;224;;;;
132;Chwałowice;Bogdaniec;powiat gorzowski;313;;;;
133;Chycina;Bledzew;powiat międzyrzecki;126;;;;
134;Chyże;Krosno Odrzańskie;powiat krośnieński;174;;;;
135;Ciecierzyce;Deszczno;powiat gorzowski;769;;;;
136;Cieciszów;Szprotawa;powiat żagański;95;;;;
137;Cielmów;Tuplice;powiat żarski;290;;;;
138;Ciemnice;Dąbie;powiat krośnieński;404;;;;
139;Ciepielów;Nowa Sól;powiat nowosolski;170;;;;
140;Cieszów;Nowogród Bobrzański;powiat zielonogórski;78;;;;
141;Cigacice;Sulechów;powiat zielonogórski;818;;;;
142;Ciosaniec;Sława;powiat wschowski;661;;;;
143;Cisowa;Lipinki Łużyckie;powiat żarski;52;;;;
144;Cisów;Kożuchów;powiat nowosolski;93;;;;
145;Czaple;Trzebiel;powiat żarski;185;;;;
146;Czarna;Zabór;powiat zielonogórski;159;;;;
147;Czarnowice;Gubin;powiat krośnieński;330;;;;
148;Czarnowo;Krosno Odrzańskie;powiat krośnieński;428;;;;
149;Czarnów;Górzyca;powiat słubicki;652;;;;
150;Czartowo;Drezdenko;powiat strzelecko-drezdenecki;75;;;;
151;Czartów;Krzeszyce;powiat sulęciński;42;;;;
152;Czasław;Otyń;powiat nowosolski;149;;;;
153;Czciradz;Kożuchów;powiat nowosolski;437;;;;
154;Czechów;Santok;powiat gorzowski;570;;;;
155;Czeklin;Bobrowice;powiat krośnieński;1;;;;
156;Czerna;Iłowa;powiat żagański;389;;;;
157;Czerna;Tuplice;powiat żarski;87;;;;
158;Czetowice;Krosno Odrzańskie;powiat krośnieński;148;;;;
159;Czyżewo;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;86;;;;
160;Czyżówek;Iłowa;powiat żagański;496;;;;
161;Dachów;Bobrowice;powiat krośnieński;109;;;;
162;Danków;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;133;;;;
163;Darnawa;Skąpe;powiat świebodziński;183;;;;
164;Datyń;Brody;powiat żarski;207;;;;
165;Dąbie;Dąbie;powiat krośnieński;460;;;;
166;Dąbroszyn;Witnica;powiat gorzowski;660;;;;
167;Dąbrowa Łużycka;Przewóz;powiat żarski;144;;;;
168;Dąbrowa;Lubsko;powiat żarski;161;;;;
169;Dąbrowa;Zabór;powiat zielonogórski;118;;;;
170;Dąbrowiec;Żary;powiat żarski;79;;;;
171;Dąbrowno;Nowa Sól;powiat nowosolski;136;;;;
172;Dąbrówka Mała;Szczaniec;powiat świebodziński;267;;;;
173;Dąbrówka Wielkopolska;Zbąszynek;powiat świebodziński;1354;;;;
174;Dąbrówka;Kargowa;powiat zielonogórski;118;;;;
175;Debrznica;Torzym;powiat sulęciński;100;;;;
176;Derkacze;Dobiegniew;powiat strzelecko-drezdenecki;30;;;;
177;Deszczno;Deszczno;powiat gorzowski;1343;;;;
178;Dębinka;Trzebiel;powiat żarski;287;;;;
179;Dębogóra;Dobiegniew;powiat strzelecko-drezdenecki;10;;;;
180;Dębokierz;Krzeszyce;powiat sulęciński;55;;;;
181;Dębowa Łęka;Wschowa;powiat wschowski;575;;;;
182;Dębówko;Przytoczna;powiat międzyrzecki;148;;;;
183;Dęby;Bobrowice;powiat krośnieński;91;;;;
184;Długie;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;93;;;;
185;Długie;Szprotawa;powiat żagański;853;;;;
186;Długoszyn;Sulęcin;powiat sulęciński;419;;;;
187;Dłużek;Lubsko;powiat żarski;286;;;;
188;Dobre nad Kwisą;Żagań;powiat żagański;1;;;;
189;Dobre;Gubin;powiat krośnieński;25;;;;
190;Dobrochów;Przewóz;powiat żarski;134;;;;
191;Dobrojewo;Skwierzyna;powiat międzyrzecki;103;;;;
192;Dobrosułów;Bytnica;powiat krośnieński;292;;;;
193;Dobroszów Mały;Nowogród Bobrzański;powiat zielonogórski;103;;;;
194;Dobroszów Wielki;Nowogród Bobrzański;powiat zielonogórski;135;;;;
195;Dobrzyń;Gubin;powiat krośnieński;111;;;;
196;Dobrzyń;Przewóz;powiat żarski;48;;;;
197;Drawiny;Drezdenko;powiat strzelecko-drezdenecki;377;;;;
198;Drągowina;Nowogród Bobrzański;powiat zielonogórski;384;;;;
199;Drogomil;Bytom Odrzański;powiat nowosolski;121;;;;
200;Drogomin;Sulęcin;powiat sulęciński;107;;;;
201;Droniki;Sława;powiat wschowski;181;;;;
202;Droszków;Zabór;powiat zielonogórski;1463;;;;
203;Drozdów;Żary;powiat żarski;126;;;;
204;Drożków;Żary;powiat żarski;508;;;;
205;Drwalewice;Kożuchów;powiat nowosolski;89;;;;
206;Dryżyna;Szlichtyngowa;powiat wschowski;208;;;;
207;Drzecin;Słubice;powiat słubicki;327;;;;
208;Drzeniów;Cybinka;powiat słubicki;360;;;;
209;Drzeniów;Tuplice;powiat żarski;248;;;;
210;Drzeńsk Mały;Gubin;powiat krośnieński;168;;;;
211;Drzeńsk Wielki;Gubin;powiat krośnieński;168;;;;
212;Drzeńsko;Rzepin;powiat słubicki;359;;;;
213;Drzewce;Torzym;powiat sulęciński;59;;;;
214;Drzewica;Bytnica;powiat krośnieński;114;;;;
215;Drzonów;Świdnica;powiat zielonogórski;381;;;;
216;Duraczewo;Drezdenko;powiat strzelecko-drezdenecki;24;;;;
217;Dychów;Bobrowice;powiat krośnieński;782;;;;
218;Dziadoszyce;Kożuchów;powiat nowosolski;44;;;;
219;Dziećmiarowice;Szprotawa;powiat żagański;270;;;;
220;Dziersławice;Deszczno;powiat gorzowski;105;;;;
221;Dzierzążna;Krzeszyce;powiat sulęciński;93;;;;
222;Dzierżów;Deszczno;powiat gorzowski;501;;;;
223;Dzietrzychowice;Żagań;powiat żagański;742;;;;
224;Dzikowice;Szprotawa;powiat żagański;480;;;;
225;Dzikowo;Lubiszyn;powiat gorzowski;37;;;;
226;Dzikowo;Gubin;powiat krośnieński;1;;;;
227;Gaj;Przytoczna;powiat międzyrzecki;57;;;;
228;Gajec;Rzepin;powiat słubicki;203;;;;
229;Gajewo;Lubiszyn;powiat gorzowski;142;;;;
230;Garbicz;Torzym;powiat sulęciński;268;;;;
231;Gardzko;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;445;;;;
232;Gądków Mały;Torzym;powiat sulęciński;67;;;;
233;Gądków Wielki;Torzym;powiat sulęciński;543;;;;
234;Gębice;Gubin;powiat krośnieński;118;;;;
235;Gębice;Trzebiechów;powiat zielonogórski;47;;;;
236;Gęstowice;Maszewo;powiat krośnieński;154;;;;
237;Gilów;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;178;;;;
238;Glinik;Deszczno;powiat gorzowski;722;;;;
239;Glińsk;Świebodzin;powiat świebodziński;723;;;;
240;Glisno;Lubniewice;powiat sulęciński;707;;;;
241;Głęboczek;Stare Kurowo;powiat strzelecko-drezdenecki;112;;;;
242;Głęboka;Trzebiechów;powiat zielonogórski;58;;;;
243;Głogusz;Sulechów;powiat zielonogórski;161;;;;
244;Głuchowo;Słońsk;powiat sulęciński;187;;;;
245;Głuchów;Trzebiechów;powiat zielonogórski;404;;;;
246;Gniewoszyce;Trzebiel;powiat żarski;10;;;;
247;Gola;Szlichtyngowa;powiat wschowski;426;;;;
248;Gola;Dąbie;powiat krośnieński;75;;;;
249;Gola;Sława;powiat wschowski;264;;;;
250;Golice;Słubice;powiat słubicki;390;;;;
251;Golin;Jasień;powiat żarski;118;;;;
252;Gołaszyn;Nowe Miasteczko;powiat nowosolski;336;;;;
253;Goraj;Przytoczna;powiat międzyrzecki;412;;;;
254;Goruńsko;Bledzew;powiat międzyrzecki;269;;;;
255;Gorzupia Dolna;Żagań;powiat żagański;158;;;;
256;Gorzupia;Żagań;powiat żagański;91;;;;
257;Gorzyca;Międzyrzecz;powiat międzyrzecki;286;;;;
258;Gostchorze;Krosno Odrzańskie;powiat krośnieński;327;;;;
259;Gostkowice;Bogdaniec;powiat gorzowski;115;;;;
260;Goszczanowiec;Drezdenko;powiat strzelecko-drezdenecki;305;;;;
261;Goszczanowo;Drezdenko;powiat strzelecko-drezdenecki;261;;;;
262;Goszczanówko;Drezdenko;powiat strzelecko-drezdenecki;144;;;;
263;Gościeszowice;Niegosławice;powiat żagański;766;;;;
264;Gościkowo;Świebodzin;powiat świebodziński;322;;;;
265;Gościm;Drezdenko;powiat strzelecko-drezdenecki;486;;;;
266;Gościmiec;Zwierzyn;powiat strzelecko-drezdenecki;435;;;;
267;Gościnowo;Skwierzyna;powiat międzyrzecki;215;;;;
268;Górczyna;Zwierzyn;powiat strzelecko-drezdenecki;22;;;;
269;Górczyna;Szlichtyngowa;powiat wschowski;545;;;;
270;Górecko;Zwierzyn;powiat strzelecko-drezdenecki;371;;;;
271;Górka;Lipinki Łużyckie;powiat żarski;155;;;;
272;Górki Małe;Sulechów;powiat zielonogórski;177;;;;
273;Górki Noteckie;Zwierzyn;powiat strzelecko-drezdenecki;966;;;;
274;Górki;Santok;powiat gorzowski;134;;;;
275;Górzyca;Górzyca;powiat słubicki;1545;;;;
276;Górzykowo;Sulechów;powiat zielonogórski;320;;;;
277;Górzyn;Lubsko;powiat żarski;963;;;;
278;Górzyska;Drezdenko;powiat strzelecko-drezdenecki;32;;;;
279;Grabice;Gubin;powiat krośnieński;267;;;;
280;Grabik;Żary;powiat żarski;1051;;;;
281;Grabin;Bytnica;powiat krośnieński;166;;;;
282;Grabków;Lubsko;powiat żarski;201;;;;
283;Grabno;Ośno Lubuskie;powiat słubicki;107;;;;
284;Grabowiec;Świdnica;powiat zielonogórski;245;;;;
285;Grabów;Torzym;powiat sulęciński;266;;;;
286;Grabów;Tuplice;powiat żarski;135;;;;
287;Gralewo;Santok;powiat gorzowski;808;;;;
288;Granice;Maszewo;powiat krośnieński;87;;;;
289;Grąsy;Dobiegniew;powiat strzelecko-drezdenecki;163;;;;
290;Gręzawa;Tuplice;powiat żarski;123;;;;
291;Grochowo;Sulęcin;powiat sulęciński;305;;;;
292;Grochów;Gubin;powiat krośnieński;60;;;;
293;Grodzisk;Słońsk;powiat sulęciński;92;;;;
294;Grodziszcze;Brody;powiat żarski;189;;;;
295;Grodziszcze;Świebodzin;powiat świebodziński;401;;;;
296;Gronów;Ośno Lubuskie;powiat słubicki;101;;;;
297;Gronów;Dąbie;powiat krośnieński;451;;;;
298;Gronów;Łagów;powiat świebodziński;237;;;;
299;Grotów;Drezdenko;powiat strzelecko-drezdenecki;329;;;;
300;Grotów;Lipinki Łużyckie;powiat żarski;388;;;;
301;Gryżyce;Żagań;powiat żagański;36;;;;
302;Gryżyna;Bytnica;powiat krośnieński;125;;;;
303;Grzmiąca;Cybinka;powiat słubicki;403;;;;
304;Gubinek;Gubin;powiat krośnieński;152;;;;
305;Guzów;Jasień;powiat żarski;223;;;;
306;Henryków;Szprotawa;powiat żagański;414;;;;
307;Hetmanice;Wschowa;powiat wschowski;221;;;;
308;Jabłoniec;Jasień;powiat żarski;257;;;;
309;Jabłonów;Brzeźnica;powiat żagański;563;;;;
310;Jagłowice;Tuplice;powiat żarski;96;;;;
311;Jałowice;Brody;powiat żarski;146;;;;
312;Jamno;Słońsk;powiat sulęciński;123;;;;
313;Jamno;Przewóz;powiat żarski;15;;;;
314;Janczewo;Santok;powiat gorzowski;1917;;;;
315;Janiszowice;Bobrowice;powiat krośnieński;123;;;;
316;Janiszowice;Brody;powiat żarski;51;;;;
317;Jankowa Żagańska;Iłowa;powiat żagański;356;;;;
318;Janowiec;Małomice;powiat żagański;271;;;;
319;Janowo;Pszczew;powiat międzyrzecki;79;;;;
320;Jarnatów;Lubniewice;powiat sulęciński;302;;;;
321;Jaromirowice;Gubin;powiat krośnieński;417;;;;
322;Jaryszów;Jasień;powiat żarski;181;;;;
323;Jasienica;Brody;powiat żarski;152;;;;
324;Jasieniec;Trzciel;powiat międzyrzecki;407;;;;
325;Jasiniec;Bogdaniec;powiat gorzowski;84;;;;
326;Jasionna;Jasień;powiat żarski;46;;;;
327;Jasionów;Trzebiel;powiat żarski;60;;;;
328;Jastrzębnik;Santok;powiat gorzowski;216;;;;
329;Jazów;Gubin;powiat krośnieński;93;;;;
330;Jelenin;Żagań;powiat żagański;659;;;;
331;Jemiołów;Łagów;powiat świebodziński;287;;;;
332;Jenin;Bogdaniec;powiat gorzowski;1785;;;;
333;Jeninek;Bogdaniec;powiat gorzowski;48;;;;
334;Jeniniec;Bogdaniec;powiat gorzowski;346;;;;
335;Jesiona;Kolsko;powiat nowosolski;316;;;;
336;Jeziorna;Nowa Sól;powiat nowosolski;80;;;;
337;Jeziory Dolne;Brody;powiat żarski;162;;;;
338;Jeziory Wysokie;Brody;powiat żarski;242;;;;
339;Jeziory;Świebodzin;powiat świebodziński;293;;;;
340;Jeże;Bogdaniec;powiat gorzowski;64;;;;
341;Jeżyki;Bogdaniec;powiat gorzowski;191;;;;
342;Jędrzychowice;Szlichtyngowa;powiat wschowski;632;;;;
343;Jędrzychowice;Trzebiel;powiat żarski;90;;;;
344;Jędrzychowiczki;Trzebiel;powiat żarski;78;;;;
345;Jodłów;Nowa Sól;powiat nowosolski;85;;;;
346;Jordanowo;Świebodzin;powiat świebodziński;642;;;;
347;Jurzyn;Jasień;powiat żarski;74;;;;
348;Kaczenice;Nowogród Bobrzański;powiat zielonogórski;219;;;;
349;Kadłubia;Żary;powiat żarski;588;;;;
350;Kalsk;Sulechów;powiat zielonogórski;821;;;;
351;Kalsko;Międzyrzecz;powiat międzyrzecki;410;;;;
352;Kaława;Międzyrzecz;powiat międzyrzecki;369;;;;
353;Kałek;Lubsko;powiat żarski;61;;;;
354;Kałki;Trzebiel;powiat żarski;98;;;;
355;Kamienica nad Nysą Łużycką;Trzebiel;powiat żarski;88;;;;
356;Kamień Mały;Witnica;powiat gorzowski;384;;;;
357;Kamień Wielki;Witnica;powiat gorzowski;693;;;;
358;Kamień;Krosno Odrzańskie;powiat krośnieński;261;;;;
359;Kamionka;Nowogród Bobrzański;powiat zielonogórski;134;;;;
360;Kandlewo;Wschowa;powiat wschowski;310;;;;
361;Kaniów;Gubin;powiat krośnieński;104;;;;
362;Karczówka;Brzeźnica;powiat żagański;142;;;;
363;Karczyn;Sulechów;powiat zielonogórski;51;;;;
364;Karkoszów;Krzeszyce;powiat sulęciński;96;;;;
365;Karnin;Deszczno;powiat gorzowski;797;;;;
366;Karsówka;Trzebiel;powiat żarski;93;;;;
367;Karszyn;Kargowa;powiat zielonogórski;277;;;;
368;Kartno;Bojadła;powiat zielonogórski;136;;;;
369;Kartowice;Szprotawa;powiat żagański;119;;;;
370;Karwin;Drezdenko;powiat strzelecko-drezdenecki;135;;;;
371;Kawki;Stare Kurowo;powiat strzelecko-drezdenecki;36;;;;
372;Kępa Zagajna;Dobiegniew;powiat strzelecko-drezdenecki;3;;;;
373;Kępsko;Świebodzin;powiat świebodziński;116;;;;
374;Kęszyca Leśna;Międzyrzecz;powiat międzyrzecki;615;;;;
375;Kęszyca;Międzyrzecz;powiat międzyrzecki;103;;;;
376;Kiełcz;Nowa Sól;powiat nowosolski;778;;;;
377;Kiełcze;Szczaniec;powiat świebodziński;86;;;;
378;Kije;Sulechów;powiat zielonogórski;832;;;;
379;Kijów;Drezdenko;powiat strzelecko-drezdenecki;18;;;;
380;Klenica;Bojadła;powiat zielonogórski;1098;;;;
381;Klesno;Drezdenko;powiat strzelecko-drezdenecki;238;;;;
382;Klępina;Nowogród Bobrzański;powiat zielonogórski;285;;;;
383;Klępsk;Sulechów;powiat zielonogórski;558;;;;
384;Klików;Iłowa;powiat żagański;84;;;;
385;Kłodawa;Kłodawa;powiat gorzowski;3259;;;;
386;Kłodnica;Łagów;powiat świebodziński;39;;;;
387;Kłopot;Cybinka;powiat słubicki;153;;;;
388;Kłopotowo;Witnica;powiat gorzowski;42;;;;
389;Kocin;Żagań;powiat żagański;80;;;;
390;Kolesin;Babimost;powiat zielonogórski;246;;;;
391;Kolsko;Kolsko;powiat nowosolski;924;;;;
392;Kołczyn;Krzeszyce;powiat sulęciński;350;;;;
393;Koło;Brody;powiat żarski;252;;;;
394;Komorów;Gubin;powiat krośnieński;279;;;;
395;Konin Żagański;Iłowa;powiat żagański;642;;;;
396;Konin;Nowe Miasteczko;powiat nowosolski;1;;;;
397;Konotop;Kolsko;powiat nowosolski;1292;;;;
398;Konradowo;Wschowa;powiat wschowski;728;;;;
399;Konradowo;Otyń;powiat nowosolski;319;;;;
400;Koperno;Gubin;powiat krośnieński;64;;;;
401;Korczyców;Maszewo;powiat krośnieński;125;;;;
402;Koryta;Torzym;powiat sulęciński;256;;;;
403;Kosarzyn;Gubin;powiat krośnieński;69;;;;
404;Kosieczyn;Zbąszynek;powiat świebodziński;876;;;;
405;Kosierz;Dąbie;powiat krośnieński;443;;;;
406;Kosin;Drezdenko;powiat strzelecko-drezdenecki;138;;;;
407;Kosobudz;Łagów;powiat świebodziński;151;;;;
408;Koszęcin;Deszczno;powiat gorzowski;74;;;;
409;Kotowice;Nowogród Bobrzański;powiat zielonogórski;377;;;;
410;Kowalewo;Szlichtyngowa;powiat wschowski;244;;;;
411;Kowalice;Iłowa;powiat żagański;53;;;;
412;Kowalów;Rzepin;powiat słubicki;880;;;;
413;Kownaty;Torzym;powiat sulęciński;79;;;;
414;Kozin;Lubiszyn;powiat gorzowski;141;;;;
415;Kozów;Gubin;powiat krośnieński;99;;;;
416;Koźla;Świdnica;powiat zielonogórski;539;;;;
417;Koźminek;Szczaniec;powiat świebodziński;156;;;;
418;Krasne Dłusko;Przytoczna;powiat międzyrzecki;164;;;;
419;Krasnołęg;Krzeszyce;powiat sulęciński;109;;;;
420;Krasowiec;Deszczno;powiat gorzowski;255;;;;
421;Krążkowo;Sława;powiat wschowski;506;;;;
422;Kręcko;Zbąszynek;powiat świebodziński;330;;;;
423;Krępiny;Krzeszyce;powiat sulęciński;204;;;;
424;Krężoły;Sulechów;powiat zielonogórski;968;;;;
425;Krobielewko;Skwierzyna;powiat międzyrzecki;113;;;;
426;Krobielewo;Przytoczna;powiat międzyrzecki;118;;;;
427;Królikowice;Bytom Odrzański;powiat nowosolski;89;;;;
428;Królów;Trzebiel;powiat żarski;113;;;;
429;Kruszyna;Sulechów;powiat zielonogórski;716;;;;
430;Krzemów;Krzeszyce;powiat sulęciński;80;;;;
431;Krzepielów;Sława;powiat wschowski;742;;;;
432;Krzesin;Cybinka;powiat słubicki;52;;;;
433;Krzeszyce;Krzeszyce;powiat sulęciński;1736;;;;
434;Krześniczka;Witnica;powiat gorzowski;103;;;;
435;Krzyszczyna;Bogdaniec;powiat gorzowski;65;;;;
436;Krzyszczynka;Bogdaniec;powiat gorzowski;68;;;;
437;Krzywa;Nowogród Bobrzański;powiat zielonogórski;232;;;;
438;Krzywczyce;Niegosławice;powiat żagański;93;;;;
439;Książ Śląski;Kożuchów;powiat nowosolski;407;;;;
440;Kukadło;Bobrowice;powiat krośnieński;37;;;;
441;Kuligowo;Międzyrzecz;powiat międzyrzecki;157;;;;
442;Kumiałtowice;Brody;powiat żarski;150;;;;
443;Kunice;Słubice;powiat słubicki;107;;;;
444;Kunowice;Słubice;powiat słubicki;1456;;;;
445;Kupienino;Świebodzin;powiat świebodziński;257;;;;
446;Kursko;Międzyrzecz;powiat międzyrzecki;335;;;;
447;Kuźnica Głogowska;Sława;powiat wschowski;296;;;;
448;Kuźnik;Międzyrzecz;powiat międzyrzecki;650;;;;
449;Kwiatkowice;Bogdaniec;powiat gorzowski;215;;;;
450;Laski Lubuskie;Górzyca;powiat słubicki;196;;;;
451;Laski;Babimost;powiat zielonogórski;88;;;;
452;Laski;Czerwieńsk;powiat zielonogórski;525;;;;
453;Lasocin;Kożuchów;powiat nowosolski;260;;;;
