lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;1548
57;Bircza;Bircza;powiat przemyski;986;;;;
58;Blizianka;Niebylec;powiat strzyżowski;388;;;;
59;Blizna;Ostrów;powiat ropczycko-sędziszowski;254;;;;
60;Blizne;Jasienica Rosielna;powiat brzozowski;3347;;;;
61;Błażkowa;Brzyska;powiat jasielski;1576;;;;
62;Błażowa Dolna;Błażowa;powiat rzeszowski;1348;;;;
63;Błażowa Górna;Błażowa;powiat rzeszowski;697;;;;
64;Błędowa Tyczyńska;Chmielnik;powiat rzeszowski;973;;;;
65;Błędowa Zgłobieńska;Świlcza;powiat rzeszowski;600;;;;
66;Błonie;Przecław;powiat mielecki;746;;;;
67;Bobrowa Wola;Żyraków;powiat dębicki;385;;;;
68;Bobrowa;Żyraków;powiat dębicki;1476;;;;
69;Bobrówka;Laszki;powiat jarosławski;439;;;;
70;Boguszówka;Bircza;powiat przemyski;64;;;;
71;Bojanów;Bojanów;powiat stalowowolski;1443;;;;
72;Bolestraszyce;Żurawica;powiat przemyski;1631;;;;
73;Bonarówka;Strzyżów;powiat strzyżowski;156;;;;
74;Boratyn;Chłopice;powiat jarosławski;864;;;;
75;Borchów;Oleszyce;powiat lubaczowski;225;;;;
76;Boreczek;Sędziszów Małopolski;powiat ropczycko-sędziszowski;389;;;;
77;Borek Mały;Ostrów;powiat ropczycko-sędziszowski;297;;;;
78;Borek Stary;Tyczyn;powiat rzeszowski;1868;;;;
79;Borek Wielki;Sędziszów Małopolski;powiat ropczycko-sędziszowski;1;;;;
80;Borki Nizińskie;Tuszów Narodowy;powiat mielecki;451;;;;
81;Borki;Ulanów;powiat niżański;255;;;;
82;Borowa Góra;Lubaczów;powiat lubaczowski;193;;;;
83;Borowa;Borowa;powiat mielecki;1558;;;;
84;Borowa;Czarna;powiat dębicki;753;;;;
85;Borownica;Bircza;powiat przemyski;87;;;;
86;Borówki;Chmielnik;powiat rzeszowski;327;;;;
87;Boża Wola;Mielec;powiat mielecki;120;;;;
88;Bóbrka Kańczucka;Kańczuga;powiat przeworski;171;;;;
89;Bóbrka;Chorkówka;powiat krośnieński;843;;;;
90;Bóbrka;Solina;powiat leski;414;;;;
91;Braciejowa;Dębica;powiat dębicki;869;;;;
92;Brandwica;Pysznica;powiat stalowowolski;840;;;;
93;Bratkowice;Świlcza;powiat rzeszowski;4462;;;;
94;Bratkówka;Wojaszówka;powiat krośnieński;616;;;;
95;Brelików;Ustrzyki Dolne;powiat bieszczadzki;192;;;;
96;Breń Osuchowski;Czermin;powiat mielecki;519;;;;
97;Broniszów;Wielopole Skrzyńskie;powiat ropczycko-sędziszowski;890;;;;
98;Brylińce;Krasiczyn;powiat przemyski;136;;;;
99;Brzegi Dolne;Ustrzyki Dolne;powiat bieszczadzki;406;;;;
100;Brzegi Górne;Lutowiska;powiat bieszczadzki;7;;;;
101;Brzeziny;Wielopole Skrzyńskie;powiat ropczycko-sędziszowski;2196;;;;
102;Brzezowa;Nowy Żmigród;powiat jasielski;366;;;;
103;Brzezówka;Tarnowiec;powiat jasielski;450;;;;
104;Brzezówka;Hyżne;powiat rzeszowski;601;;;;
105;Brzezówka;Ropczyce;powiat ropczycko-sędziszowski;1135;;;;
106;Brzeźnica;Dębica;powiat dębicki;3717;;;;
107;Brzeżanka;Strzyżów;powiat strzyżowski;309;;;;
108;Brzeżawa;Bircza;powiat przemyski;257;;;;
109;Brzostowa Góra;Majdan Królewski;powiat kolbuszowski;874;;;;
110;Brzóza Królewska;Leżajsk;powiat leżajski;3669;;;;
111;Brzóza Stadnicka;Żołynia;powiat łańcucki;1158;;;;
112;Brzuska;Bircza;powiat przemyski;241;;;;
113;Brzyska Wola;Kuryłówka;powiat leżajski;1318;;;;
114;Brzyska;Brzyska;powiat jasielski;2234;;;;
115;Brzyście;Jasło;powiat jasielski;377;;;;
116;Brzyście;Gawłuszowice;powiat mielecki;324;;;;
117;Budomierz;Lubaczów;powiat lubaczowski;92;;;;
118;Budy Głogowskie;Głogów Małopolski;powiat rzeszowski;1990;;;;
119;Budy Łańcuckie;Białobrzegi;powiat łańcucki;1868;;;;
120;Budzyń;Radymno;powiat jarosławski;154;;;;
121;Buk;Cisna;powiat leski;24;;;;
122;Bukowa;Brzostek;powiat dębicki;449;;;;
123;Bukowiec;Solina;powiat leski;361;;;;
124;Bukowiec;Kolbuszowa;powiat kolbuszowski;402;;;;
125;Bukowiec;Lutowiska;powiat bieszczadzki;1;;;;
126;Bukowina;Ulanów;powiat niżański;291;;;;
127;Bukowsko;Bukowsko;powiat sanocki;1859;;;;
128;Buków;Haczów;powiat brzozowski;338;;;;
129;Burdze;Bojanów;powiat stalowowolski;1;;;;
130;Buszkowice;Żurawica;powiat przemyski;837;;;;
131;Buszkowiczki;Żurawica;powiat przemyski;800;;;;
132;Bykowce;Sanok;powiat sanocki;889;;;;
133;Bystre;Czarna;powiat bieszczadzki;47;;;;
134;Bystre;Krzeszów;powiat niżański;511;;;;
135;Bystrowice;Roźwienica;powiat jarosławski;474;;;;
136;Bystrzyca;Iwierzyce;powiat ropczycko-sędziszowski;853;;;;
137;Bzianka;Rymanów;powiat krośnieński;574;;;;
138;Bzianka;Świlcza;powiat rzeszowski;1;;;;
139;Cergowa;Dukla;powiat krośnieński;1277;;;;
140;Cetula;Wiązownica;powiat jarosławski;520;;;;
141;Cewków;Stary Dzików;powiat lubaczowski;1393;;;;
142;Chałupki Chotynieckie;Radymno;powiat jarosławski;5;;;;
143;Chałupki Dębniańskie;Leżajsk;powiat leżajski;876;;;;
144;Chałupki;Przeworsk;powiat przeworski;500;;;;
145;Charytany;Laszki;powiat jarosławski;331;;;;
146;Chlebna;Jedlicze;powiat krośnieński;696;;;;
147;Chlewiska;Narol;powiat lubaczowski;302;;;;
148;Chłopice;Chłopice;powiat jarosławski;979;;;;
149;Chłopska Wola;Pysznica;powiat stalowowolski;166;;;;
150;Chmiel;Lutowiska;powiat bieszczadzki;144;;;;
151;Chmielnik;Chmielnik;powiat rzeszowski;4166;;;;
152;Chmielów;Nowa Dęba;powiat tarnobrzeski;1969;;;;
153;Chodaczów;Grodzisko Dolne;powiat leżajski;562;;;;
154;Chodakówka;Kańczuga;powiat przeworski;99;;;;
155;Cholewiana Góra;Jeżowe;powiat niżański;959;;;;
156;Chołowice;Krasiczyn;powiat przemyski;58;;;;
157;Chorkówka;Chorkówka;powiat krośnieński;865;;;;
158;Chorzelów;Mielec;powiat mielecki;2767;;;;
159;Chorzów;Roźwienica;powiat jarosławski;253;;;;
160;Chotowa;Czarna;powiat dębicki;841;;;;
161;Chotylub;Cieszanów;powiat lubaczowski;345;;;;
162;Chotyniec;Radymno;powiat jarosławski;686;;;;
163;Chrząstów;Mielec;powiat mielecki;738;;;;
164;Chrząstówka;Jasło;powiat jasielski;311;;;;
165;Chwałowice;Radomyśl nad Sanem;powiat stalowowolski;1097;;;;
166;Chyrowa;Dukla;powiat krośnieński;104;;;;
167;Chyrzyna;Krzywcza;powiat przemyski;125;;;;
168;Cieklin;Dębowiec;powiat jasielski;1210;;;;
169;Ciemięrzowice;Orły;powiat przemyski;327;;;;
170;Cieplice;Adamówka;powiat przeworski;746;;;;
171;Cierpisz;Łańcut;powiat łańcucki;841;;;;
172;Cierpisz;Sędziszów Małopolski;powiat ropczycko-sędziszowski;189;;;;
173;Cieszacin Mały;Pawłosiów;powiat jarosławski;282;;;;
174;Cieszacin Wielki;Pawłosiów;powiat jarosławski;891;;;;
175;Cieszyna;Frysztak;powiat strzyżowski;1092;;;;
176;Cisna;Cisna;powiat leski;425;;;;
177;Cisowa;Krasiczyn;powiat przemyski;1;;;;
178;Cisowiec;Baligród;powiat leski;68;;;;
179;Cisów-Las;Bojanów;powiat stalowowolski;207;;;;
180;Cmolas;Cmolas;powiat kolbuszowski;3060;;;;
181;Cygany;Nowa Dęba;powiat tarnobrzeski;1041;;;;
182;Czajkowa;Tuszów Narodowy;powiat mielecki;632;;;;
183;Czarna Dolna;Czarna;powiat bieszczadzki;399;;;;
184;Czarna Górna;Czarna;powiat bieszczadzki;859;;;;
185;Czarna Sędziszowska;Sędziszów Małopolski;powiat ropczycko-sędziszowski;1642;;;;
186;Czarna;Czarna;powiat łańcucki;1891;;;;
187;Czarna;Czarna;powiat dębicki;2704;;;;
188;Czarnorzeki;Korczyna;powiat krośnieński;376;;;;
189;Czaszyn;Zagórz;powiat sanocki;1434;;;;
190;Cząstkowice;Roźwienica;powiat jarosławski;437;;;;
191;Czekaj;Osiek Jasielski;powiat jasielski;246;;;;
192;Czelatyce;Rokietnica;powiat jarosławski;671;;;;
193;Czeluśnica;Tarnowiec;powiat jasielski;697;;;;
194;Czerce;Sieniawa;powiat przeworski;413;;;;
195;Czermin;Czermin;powiat mielecki;2017;;;;
196;Czerniawka;Laszki;powiat jarosławski;145;;;;
197;Czerteż;Sanok;powiat sanocki;740;;;;
198;Czerwona Wola;Sieniawa;powiat przeworski;489;;;;
199;Czudec;Czudec;powiat strzyżowski;2880;;;;
200;Czudowice;Roźwienica;powiat jarosławski;239;;;;
201;Czystogarb;Komańcza;powiat sanocki;240;;;;
202;Dachnów;Cieszanów;powiat lubaczowski;1335;;;;
203;Daliowa;Jaśliska;powiat krośnieński;261;;;;
204;Darowice;Fredropol;powiat przemyski;235;;;;
205;Daszówka;Ustrzyki Dolne;powiat bieszczadzki;41;;;;
206;Dąbie;Radomyśl Wielki;powiat mielecki;918;;;;
207;Dąbków;Lubaczów;powiat lubaczowski;362;;;;
208;Dąbrowa Rzeczycka;Radomyśl nad Sanem;powiat stalowowolski;496;;;;
209;Dąbrowa;Lubaczów;powiat lubaczowski;324;;;;
210;Dąbrowa;Świlcza;powiat rzeszowski;1228;;;;
211;Dąbrowa;Zaklików;powiat stalowowolski;142;;;;
212;Dąbrowica;Kuryłówka;powiat leżajski;618;;;;
213;Dąbrowica;Baranów Sandomierski;powiat tarnobrzeski;1165;;;;
214;Dąbrowica;Ulanów;powiat niżański;373;;;;
215;Dąbrówka Osuchowska;Czermin;powiat mielecki;426;;;;
216;Dąbrówka Pniowska;Radomyśl nad Sanem;powiat stalowowolski;302;;;;
217;Dąbrówka Starzeńska;Dynów;powiat rzeszowski;395;;;;
218;Dąbrówka Wisłocka;Radomyśl Wielki;powiat mielecki;678;;;;
219;Dąbrówka;Brzyska;powiat jasielski;564;;;;
220;Dąbrówka;Ulanów;powiat niżański;710;;;;
221;Dąbrówki;Czarna;powiat łańcucki;1758;;;;
222;Derylaki;Harasiuki;powiat niżański;151;;;;
223;Desznica;Nowy Żmigród;powiat jasielski;297;;;;
224;Dębiaki;Tuszów Narodowy;powiat mielecki;271;;;;
225;Dębina;Białobrzegi;powiat łańcucki;1015;;;;
226;Dębiny;Narol;powiat lubaczowski;194;;;;
227;Dębna;Sanok;powiat sanocki;262;;;;
228;Dębno;Leżajsk;powiat leżajski;1318;;;;
229;Dęborzyn;Jodłowa;powiat dębicki;401;;;;
230;Dębowa;Jodłowa;powiat dębicki;500;;;;
231;Dębowiec;Dębowiec;powiat jasielski;2261;;;;
232;Dębów;Gać;powiat przeworski;1219;;;;
233;Długie;Jedlicze;powiat krośnieński;671;;;;
234;Długie;Zarszyn;powiat sanocki;1517;;;;
235;Dobcza;Adamówka;powiat przeworski;213;;;;
236;Dobieszyn;Jedlicze;powiat krośnieński;1563;;;;
237;Dobkowice;Chłopice;powiat jarosławski;802;;;;
238;Dobra;Sanok;powiat sanocki;286;;;;
239;Dobra;Sieniawa;powiat przeworski;468;;;;
240;Dobrków;Pilzno;powiat dębicki;593;;;;
241;Dobrucowa;Tarnowiec;powiat jasielski;324;;;;
242;Dobrynia;Dębowiec;powiat jasielski;487;;;;
243;Dobrynin;Przecław;powiat mielecki;963;;;;
244;Dobrzanka;Bircza;powiat przemyski;1;;;;
245;Dobrzechów;Strzyżów;powiat strzyżowski;1669;;;;
246;Dołżyca;Cisna;powiat leski;85;;;;
247;Dołżyca;Komańcza;powiat sanocki;92;;;;
248;Domacyny;Padew Narodowa;powiat mielecki;245;;;;
249;Domaradz;Domaradz;powiat brzozowski;2995;;;;
250;Domatków;Kolbuszowa;powiat kolbuszowski;1066;;;;
251;Domostawa;Jarocin;powiat niżański;570;;;;
252;Draganowa;Chorkówka;powiat krośnieński;503;;;;
253;Drohobyczka;Dubiecko;powiat przemyski;737;;;;
254;Drohojów;Orły;powiat przemyski;491;;;;
255;Dubiecko;Dubiecko;powiat przemyski;845;;;;
256;Dudyńce;Bukowsko;powiat sanocki;168;;;;
257;Duląbka;Dębowiec;powiat jasielski;326;;;;
258;Dulcza Mała;Radomyśl Wielki;powiat mielecki;805;;;;
259;Dulcza Wielka;Radomyśl Wielki;powiat mielecki;1716;;;;
260;Duńkowice;Radymno;powiat jarosławski;969;;;;
261;Duńkowiczki;Orły;powiat przemyski;407;;;;
262;Durdy;Baranów Sandomierski;powiat tarnobrzeski;662;;;;
263;Dwerniczek;Lutowiska;powiat bieszczadzki;1;;;;
264;Dwernik;Lutowiska;powiat bieszczadzki;199;;;;
265;Dybawka;Krasiczyn;powiat przemyski;515;;;;
266;Dybków;Sieniawa;powiat przeworski;819;;;;
267;Dydiowa;Lutowiska;powiat bieszczadzki;1;;;;
268;Dydnia;Dydnia;powiat brzozowski;1445;;;;
269;Dylągowa;Dynów;powiat rzeszowski;536;;;;
270;Dylągówka;Hyżne;powiat rzeszowski;1018;;;;
271;Dymitrów Duży;Baranów Sandomierski;powiat tarnobrzeski;348;;;;
272;Dymitrów Mały;Baranów Sandomierski;powiat tarnobrzeski;286;;;;
273;Dzielec;Dębowiec;powiat jasielski;178;;;;
274;Dzierdziówka;Zaleszany;powiat stalowowolski;528;;;;
275;Dziewięcierz;Horyniec-Zdrój;powiat lubaczowski;199;;;;
276;Dzikowiec;Dzikowiec;powiat kolbuszowski;1421;;;;
277;Dziurdziów;Lesko;powiat leski;190;;;;
278;Dzwonowa;Jodłowa;powiat dębicki;316;;;;
279;Dźwiniacz Dolny;Ustrzyki Dolne;powiat bieszczadzki;221;;;;
280;Falejówka;Sanok;powiat sanocki;601;;;;
281;Faliszówka;Chorkówka;powiat krośnieński;752;;;;
282;Folusz;Dębowiec;powiat jasielski;688;;;;
283;Folwarki;Cieszanów;powiat lubaczowski;160;;;;
284;Fredropol;Fredropol;powiat przemyski;705;;;;
285;Frysztak;Frysztak;powiat strzyżowski;1102;;;;
286;Furmany;Gorzyce;powiat tarnobrzeski;765;;;;
287;Futoma;Błażowa;powiat rzeszowski;1334;;;;
288;Futory;Oleszyce;powiat lubaczowski;629;;;;
289;Gać;Gać;powiat przeworski;1524;;;;
290;Gawłuszowice;Gawłuszowice;powiat mielecki;484;;;;
291;Gąsówka;Tarnowiec;powiat jasielski;230;;;;
292;Gbiska;Strzyżów;powiat strzyżowski;286;;;;
293;Gębiczyna;Pilzno;powiat dębicki;336;;;;
294;Giedlarowa;Leżajsk;powiat leżajski;4115;;;;
295;Gielnia;Zaklików;powiat stalowowolski;162;;;;
296;Glinianka;Ulanów;powiat niżański;471;;;;
297;Gliniczek;Tarnowiec;powiat jasielski;335;;;;
298;Glinik Charzewski;Strzyżów;powiat strzyżowski;817;;;;
299;Glinik Dolny;Frysztak;powiat strzyżowski;887;;;;
300;Glinik Górny;Frysztak;powiat strzyżowski;837;;;;
301;Glinik Polski;Tarnowiec;powiat jasielski;517;;;;
302;Glinik Średni;Frysztak;powiat strzyżowski;618;;;;
303;Glinik Zaborowski;Strzyżów;powiat strzyżowski;575;;;;
304;Glinik;Wielopole Skrzyńskie;powiat ropczycko-sędziszowski;1404;;;;
305;Glinne;Lesko;powiat leski;302;;;;
306;Gliny Małe;Borowa;powiat mielecki;598;;;;
307;Gliny Wielkie;Borowa;powiat mielecki;323;;;;
308;Głębokie;Rymanów;powiat krośnieński;668;;;;
309;Głobikowa;Dębica;powiat dębicki;591;;;;
310;Głobikówka;Brzostek;powiat dębicki;245;;;;
311;Głogowiec;Tryńcza;powiat przeworski;298;;;;
312;Głojsce;Dukla;powiat krośnieński;764;;;;
313;Głowaczowa;Czarna;powiat dębicki;942;;;;
314;Głowienka;Miejsce Piastowe;powiat krośnieński;2257;;;;
315;Głuchów;Łańcut;powiat łańcucki;1801;;;;
316;Gniewczyna Łańcucka;Tryńcza;powiat przeworski;2146;;;;
317;Gniewczyna Tryniecka;Tryńcza;powiat przeworski;900;;;;
318;Gnojnica;Ropczyce;powiat ropczycko-sędziszowski;2148;;;;
319;Godowa;Strzyżów;powiat strzyżowski;2172;;;;
320;Gogołów;Frysztak;powiat strzyżowski;1136;;;;
321;Golce;Jarocin;powiat niżański;359;;;;
322;Golcowa;Domaradz;powiat brzozowski;2073;;;;
323;Golemki;Czarna;powiat dębicki;549;;;;
324;Goleszów;Mielec;powiat mielecki;386;;;;
325;Goliszowiec;Zaklików;powiat stalowowolski;181;;;;
326;Gołęczyna;Pilzno;powiat dębicki;482;;;;
327;Gorajec;Cieszanów;powiat lubaczowski;175;;;;
328;Gorajowice;Jasło;powiat jasielski;319;;;;
329;Gorliczyna;Przeworsk;powiat przeworski;1949;;;;
330;Gorzejowa;Brzostek;powiat dębicki;674;;;;
331;Gorzyce;Nowy Żmigród;powiat jasielski;534;;;;
332;Gorzyce;Tryńcza;powiat przeworski;1357;;;;
333;Gorzyce;Gorzyce;powiat tarnobrzeski;6428;;;;
334;Góra Motyczna;Żyraków;powiat dębicki;1082;;;;
335;Góra Ropczycka;Sędziszów Małopolski;powiat ropczycko-sędziszowski;1133;;;;
336;Górki;Brzozów;powiat brzozowski;1455;;;;
337;Górki;Borowa;powiat mielecki;518;;;;
338;Górno;Sokołów Małopolski;powiat rzeszowski;2161;;;;
339;Górzanka;Solina;powiat leski;266;;;;
340;Gózd;Harasiuki;powiat niżański;416;;;;
341;Grab;Krempna;powiat jasielski;53;;;;
342;Grabanina;Nowy Żmigród;powiat jasielski;162;;;;
343;Grabiny;Czarna;powiat dębicki;2325;;;;
344;Grabowiec;Radymno;powiat jarosławski;105;;;;
345;Grabownica Starzeńska;Brzozów;powiat brzozowski;3210;;;;
346;Grabówka;Dydnia;powiat brzozowski;534;;;;
347;Grębów;Grębów;powiat tarnobrzeski;2956;;;;
348;Groble;Jeżowe;powiat niżański;879;;;;
349;Grochowce;Przemyśl;powiat przemyski;790;;;;
350;Grochowe;Tuszów Narodowy;powiat mielecki;1015;;;;
351;Grodzisko Dolne;Grodzisko Dolne;powiat leżajski;2234;;;;
352;Grodzisko Górne;Grodzisko Dolne;powiat leżajski;2094;;;;
353;Grodzisko Nowe;Grodzisko Dolne;powiat leżajski;739;;;;
354;Grodzisko;Strzyżów;powiat strzyżowski;1012;;;;
355;Grudna Dolna;Brzostek;powiat dębicki;399;;;;
356;Grudna Górna;Brzostek;powiat dębicki;509;;;;
357;Gruszowa;Fredropol;powiat przemyski;61;;;;
358;Grzegorzówka;Hyżne;powiat rzeszowski;586;;;;
359;Grzęska;Przeworsk;powiat przeworski;1946;;;;
360;Grzybów;Wadowice Górne;powiat mielecki;239;;;;
361;Gumniska;Dębica;powiat dębicki;1171;;;;
362;Gwizdaj;Przeworsk;powiat przeworski;343;;;;
363;Gwizdów;Leżajsk;powiat leżajski;623;;;;
364;Gwoździanka;Niebylec;powiat strzyżowski;312;;;;
365;Gwoździec;Bojanów;powiat stalowowolski;632;;;;
366;Gwoźnica Dolna;Niebylec;powiat strzyżowski;420;;;;
367;Gwoźnica Górna;Niebylec;powiat strzyżowski;1300;;;;
368;Haczów;Haczów;powiat brzozowski;3209;;;;
369;Hadle Kańczuckie;Jawornik Polski;powiat przeworski;235;;;;
370;Hadle Szklarskie;Jawornik Polski;powiat przeworski;511;;;;
371;Hadykówka;Cmolas;powiat kolbuszowski;789;;;;
372;Handzlówka;Łańcut;powiat łańcucki;1524;;;;
373;Harasiuki;Harasiuki;powiat niżański;809;;;;
374;Harklowa;Skołyszyn;powiat jasielski;1531;;;;
375;Harta;Dynów;powiat rzeszowski;2061;;;;
376;Hawłowice;Pruchnik;powiat jarosławski;454;;;;
377;Hermanowa;Tyczyn;powiat rzeszowski;2816;;;;
378;Hermanowice;Przemyśl;powiat przemyski;630;;;;
379;Hłomcza;Sanok;powiat sanocki;378;;;;
380;Hłudno;Nozdrzec;powiat brzozowski;849;;;;
381;Hnatkowice;Orły;powiat przemyski;441;;;;
382;Hoczew;Lesko;powiat leski;739;;;;
383;Hołuczków;Tyrawa Wołoska;powiat sanocki;196;;;;
384;Horodek;Solina;powiat leski;1;;;;
385;Horyniec-Zdrój;Horyniec-Zdrój;powiat lubaczowski;2291;;;;
386;Hoszowczyk;Ustrzyki Dolne;powiat bieszczadzki;158;;;;
387;Hoszów;Ustrzyki Dolne;powiat bieszczadzki;284;;;;
388;Hruszowice;Stubno;powiat przemyski;281;;;;
389;Hucina;Niwiska;powiat kolbuszowski;504;;;;
390;Hucisko Jawornickie;Jawornik Polski;powiat przeworski;386;;;;
391;Hucisko Nienadowskie;Dubiecko;powiat przemyski;440;;;;
392;Hucisko;Głogów Małopolski;powiat rzeszowski;361;;;;
393;Hucisko;Leżajsk;powiat leżajski;787;;;;
394;Hucisko;Niwiska;powiat kolbuszowski;451;;;;
395;Hucisko;Harasiuki;powiat niżański;398;;;;
396;Huczwice;Baligród;powiat leski;1;;;;
397;Humniska;Brzozów;powiat brzozowski;4590;;;;
398;Hurcze;Lubaczów;powiat lubaczowski;145;;;;
399;Hureczko;Medyka;powiat przemyski;563;;;;
400;Hurko;Medyka;powiat przemyski;532;;;;
401;Husów;Markowa;powiat łańcucki;1958;;;;
402;Huta Brzuska;Bircza;powiat przemyski;247;;;;
403;Huta Deręgowska;Ulanów;powiat niżański;689;;;;
404;Huta Gogołowska;Frysztak;powiat strzyżowski;225;;;;
405;Huta Komorowska;Majdan Królewski;powiat kolbuszowski;1360;;;;
406;Huta Krzeszowska;Harasiuki;powiat niżański;483;;;;
407;Huta Nowa;Harasiuki;powiat niżański;317;;;;
408;Huta Podgórna;Harasiuki;powiat niżański;264;;;;
409;Huta Polańska;Krempna;powiat jasielski;1;;;;
410;Huta Poręby;Nozdrzec;powiat brzozowski;158;;;;
411;Huta Przedborska;Kolbuszowa;powiat kolbuszowski;264;;;;
412;Huta Różaniecka;Narol;powiat lubaczowski;323;;;;
413;Huta Stara;Harasiuki;powiat niżański;259;;;;
414;Huta-Złomy;Narol;powiat lubaczowski;155;;;;
415;Huwniki;Fredropol;powiat przemyski;620;;;;
416;Huzele;Lesko;powiat leski;494;;;;
417;Hyżne;Hyżne;powiat rzeszowski;3099;;;;
418;Irena;Zaklików;powiat stalowowolski;251;;;;
419;Iskań;Dubiecko;powiat przemyski;237;;;;
420;Iskrzynia;Korczyna;powiat krośnieński;1247;;;;
421;Iwierzyce;Iwierzyce;powiat ropczycko-sędziszowski;1040;;;;
422;Iwla;Dukla;powiat krośnieński;694;;;;
423;Iwonicz;Iwonicz-Zdrój;powiat krośnieński;4215;;;;
424;Izbiska;Wadowice Górne;powiat mielecki;712;;;;
425;Izdebki;Nozdrzec;powiat brzozowski;2427;;;;
426;Jabłonica Polska;Haczów;powiat brzozowski;1072;;;;
427;Jabłonica Ruska;Dydnia;powiat brzozowski;3;;;;
428;Jabłonica;Skołyszyn;powiat jasielski;700;;;;
429;Jabłonka;Dydnia;powiat brzozowski;1044;;;;
430;Jaćmierz;Zarszyn;powiat sanocki;766;;;;
431;Jadachy;Nowa Dęba;powiat tarnobrzeski;1506;;;;
432;Jagiełła;Tryńcza;powiat przeworski;1152;;;;
433;Jagodnik;Cmolas;powiat kolbuszowski;455;;;;
434;Jaksmanice;Medyka;powiat przemyski;551;;;;
435;Jałowe;Ustrzyki Dolne;powiat bieszczadzki;224;;;;
436;Jamna Dolna;Ustrzyki Dolne;powiat bieszczadzki;1;;;;
437;Jamna Górna;Ustrzyki Dolne;powiat bieszczadzki;1;;;;
438;Jamnica;Grębów;powiat tarnobrzeski;774;;;;
439;Jamy;Wadowice Górne;powiat mielecki;993;;;;
440;Jankowce;Lesko;powiat leski;547;;;;
441;Jankowice;Chłopice;powiat jarosławski;769;;;;
442;Janowiec;Radomyśl Wielki;powiat mielecki;713;;;;
443;Januszkowice;Brzostek;powiat dębicki;837;;;;
444;Jareniówka;Jasło;powiat jasielski;681;;;;
