lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;1710
184;Ciechocin;Chojnice;powiat chojnicki;447;;;;
185;Ciecholewy;Starogard Gdański;powiat starogardzki;245;;;;
186;Ciecholewy;Konarzyny;powiat chojnicki;158;;;;
187;Ciecholub;Kępice;powiat słupski;149;;;;
188;Cieciorka;Kaliska;powiat starogardzki;497;;;;
189;Ciekocino;Choczewo;powiat wejherowski;123;;;;
190;Ciemino;Główczyce;powiat słupski;208;;;;
191;Ciemno;Tuchomie;powiat bytowski;203;;;;
192;Cieplewo;Pruszcz Gdański;powiat gdański;1365;;;;
193;Ciepłe;Gniew;powiat tczewski;259;;;;
194;Cierznie;Debrzno;powiat człuchowski;190;;;;
195;Cieszenie;Chmielno;powiat kartuski;449;;;;
196;Cieszymowo;Mikołajki Pomorskie;powiat sztumski;450;;;;
197;Cis;Zblewo;powiat starogardzki;131;;;;
198;Cisewie;Karsin;powiat kościerski;193;;;;
199;Cisowy;Osiek;powiat starogardzki;193;;;;
200;Cisy;Malbork;powiat malborski;327;;;;
201;Cygany;Gardeja;powiat kwidzyński;466;;;;
202;Czapielsk;Kolbudy;powiat gdański;479;;;;
203;Czapiewice;Brusy;powiat chojnicki;302;;;;
204;Czaple;Żukowo;powiat kartuski;1205;;;;
205;Czarlin;Tczew;powiat tczewski;934;;;;
206;Czarlina;Kościerzyna;powiat kościerski;143;;;;
207;Czarna Dąbrowa;Studzienice;powiat bytowski;91;;;;
208;Czarna Dąbrówka;Czarna Dąbrówka;powiat bytowski;1064;;;;
209;Czarna Dąbrówka;Szemud;powiat wejherowski;193;;;;
210;Czarna Huta;Przywidz;powiat gdański;193;;;;
211;Czarne Dolne;Gardeja;powiat kwidzyński;431;;;;
212;Czarne Górne;Gardeja;powiat kwidzyński;258;;;;
213;Czarne Małe;Gardeja;powiat kwidzyński;318;;;;
214;Czarne;Kaliska;powiat starogardzki;101;;;;
215;Czarniż;Brusy;powiat chojnicki;277;;;;
216;Czarnocin;Skarszewy;powiat starogardzki;225;;;;
217;Czarnocińskie Piece;Skarszewy;powiat starogardzki;193;;;;
218;Czarnoszyce;Człuchów;powiat człuchowski;125;;;;
219;Czarnowo;Brusy;powiat chojnicki;222;;;;
220;Czarnówko;Nowa Lęborska;powiat lęborski;354;;;;
221;Czarnylas;Skórcz;powiat starogardzki;429;;;;
222;Czartołomie;Chojnice;powiat chojnicki;173;;;;
223;Czatkowy;Tczew;powiat tczewski;367;;;;
224;Cząstkowo;Trąbki Wielkie;powiat gdański;193;;;;
225;Czeczewo;Przodkowo;powiat kartuski;651;;;;
226;Czernica;Brusy;powiat chojnicki;193;;;;
227;Czerniewo;Trąbki Wielkie;powiat gdański;332;;;;
228;Czerniki;Stara Kiszewa;powiat kościerski;180;;;;
229;Czerwieniec;Potęgowo;powiat słupski;113;;;;
230;Czerwińsk;Smętowo Graniczne;powiat starogardzki;39;;;;
231;Częstkowo;Kościerzyna;powiat kościerski;107;;;;
232;Częstkowo;Szemud;powiat wejherowski;650;;;;
233;Częstocin;Przywidz;powiat gdański;193;;;;
234;Człuchy;Smołdzino;powiat słupski;52;;;;
235;Czyczkowy;Brusy;powiat chojnicki;1499;;;;
236;Czymanowo;Gniewino;powiat wejherowski;356;;;;
237;Czysta;Smołdzino;powiat słupski;168;;;;
238;Dalwin;Tczew;powiat tczewski;287;;;;
239;Damaszka;Tczew;powiat tczewski;193;;;;
240;Damnica;Damnica;powiat słupski;1287;;;;
241;Damno;Damnica;powiat słupski;710;;;;
242;Dankowo;Kwidzyn;powiat kwidzyński;290;;;;
243;Dargoleza;Główczyce;powiat słupski;152;;;;
244;Darnowo;Kępice;powiat słupski;83;;;;
245;Darzlubie;Puck;powiat pucki;879;;;;
246;Darżewo;Nowa Lęborska;powiat lęborski;272;;;;
247;Darżkowo;Kołczygłowy;powiat bytowski;84;;;;
248;Darżynko;Potęgowo;powiat słupski;40;;;;
249;Darżyno;Potęgowo;powiat słupski;224;;;;
250;Dąbie;Bytów;powiat bytowski;389;;;;
251;Dąbki;Czersk;powiat chojnicki;193;;;;
252;Dąbrowa Brzezieńska;Łęczyce;powiat wejherowski;193;;;;
253;Dąbrowa Człuchowska;Przechlewo;powiat człuchowski;246;;;;
254;Dąbrowa;Lichnowy;powiat malborski;240;;;;
255;Dąbrowa;Kaliska;powiat starogardzki;942;;;;
256;Dąbrowa;Karsin;powiat kościerski;292;;;;
257;Dąbrowa;Żukowo;powiat kartuski;193;;;;
258;Dąbrówka Malborska;Stary Targ;powiat sztumski;369;;;;
259;Dąbrówka Pruska;Mikołajki Pomorskie;powiat sztumski;74;;;;
260;Dąbrówka Tczewska;Tczew;powiat tczewski;611;;;;
261;Dąbrówka Wielka;Łęczyce;powiat wejherowski;99;;;;
262;Dąbrówka;Brusy;powiat chojnicki;193;;;;
263;Dąbrówka;Gniew;powiat tczewski;154;;;;
264;Dąbrówka;Gniewino;powiat wejherowski;74;;;;
265;Dąbrówka;Kościerzyna;powiat kościerski;193;;;;
266;Dąbrówka;Luzino;powiat wejherowski;498;;;;
267;Dąbrówka;Starogard Gdański;powiat starogardzki;992;;;;
268;Dąbrówka;Borzytuchom;powiat bytowski;658;;;;
269;Dąbrówka;Damnica;powiat słupski;118;;;;
270;Dąbrówno;Potęgowo;powiat słupski;254;;;;
271;Deka;Liniewo;powiat kościerski;193;;;;
272;Demlin;Skarszewy;powiat starogardzki;589;;;;
273;Dębina;Nowy Staw;powiat malborski;408;;;;
274;Dębina;Ustka;powiat słupski;129;;;;
275;Dębnica Kaszubska;Dębnica Kaszubska;powiat słupski;3849;;;;
276;Dębnica;Człuchów;powiat człuchowski;345;;;;
277;Dębogóry;Kościerzyna;powiat kościerski;145;;;;
278;Dębogórze;Kosakowo;powiat pucki;2456;;;;
279;Długi Kierz;Sierakowice;powiat kartuski;555;;;;
280;Długie Pole;Cedry Wielkie;powiat gdański;569;;;;
281;Długie;Osieczna;powiat starogardzki;48;;;;
282;Dobieszewo;Dębnica Kaszubska;powiat słupski;230;;;;
283;Dobojewo;Człuchów;powiat człuchowski;174;;;;
284;Dobra;Dębnica Kaszubska;powiat słupski;102;;;;
285;Dobrogoszcz;Kościerzyna;powiat kościerski;231;;;;
286;Dobrzewino;Szemud;powiat wejherowski;1727;;;;
287;Dobrzęcino;Kobylnica;powiat słupski;140;;;;
288;Dolne Maliki;Stara Kiszewa;powiat kościerski;193;;;;
289;Dolsko;Miastko;powiat bytowski;102;;;;
290;Domatowo;Puck;powiat pucki;903;;;;
291;Domatówko;Puck;powiat pucki;909;;;;
292;Domisław;Czarne;powiat człuchowski;329;;;;
293;Donimierz;Szemud;powiat wejherowski;798;;;;
294;Doręgowice;Chojnice;powiat chojnicki;302;;;;
295;Dretynek;Miastko;powiat bytowski;123;;;;
296;Dretyń;Miastko;powiat bytowski;966;;;;
297;Drewnica;Stegna;powiat nowodworski;843;;;;
298;Drozdowo;Debrzno;powiat człuchowski;74;;;;
299;Drzewina;Trąbki Wielkie;powiat gdański;85;;;;
300;Drzeżewo;Główczyce;powiat słupski;145;;;;
301;Dubiel;Kwidzyn;powiat kwidzyński;173;;;;
302;Dubowo;Stężyca;powiat kartuski;193;;;;
303;Duninowo;Ustka;powiat słupski;562;;;;
304;Duża Klonia;Czersk;powiat chojnicki;177;;;;
305;Duże Krówno;Osieczna;powiat starogardzki;193;;;;
306;Dworek;Stegna;powiat nowodworski;329;;;;
307;Dziechlino;Nowa Lęborska;powiat lęborski;115;;;;
308;Dziechno;Cewice;powiat lęborski;63;;;;
309;Dziemiany;Dziemiany;powiat kościerski;2017;;;;
310;Dzierżążno;Kartuzy;powiat kartuski;1632;;;;
311;Dzierżążno;Morzeszczyn;powiat tczewski;295;;;;
312;Dziewięć Włók;Pruszcz Gdański;powiat gdański;172;;;;
313;Dzięcielec;Łęczyce;powiat wejherowski;291;;;;
314;Dzików;Rzeczenica;powiat człuchowski;138;;;;
315;Egiertowo;Somonino;powiat kartuski;696;;;;
316;Ełganowo;Trąbki Wielkie;powiat gdański;673;;;;
317;Fingrowa Huta;Kościerzyna;powiat kościerski;44;;;;
318;Folwark;Stary Dzierzgoń;powiat sztumski;293;;;;
319;Foshuta;Stara Kiszewa;powiat kościerski;109;;;;
320;Frank;Kaliska;powiat starogardzki;193;;;;
321;Frąca;Smętowo Graniczne;powiat starogardzki;278;;;;
322;Gacnik;Brusy;powiat chojnicki;193;;;;
323;Gać Leśna;Słupsk;powiat słupski;193;;;;
324;Gać;Główczyce;powiat słupski;37;;;;
325;Gać;Słupsk;powiat słupski;122;;;;
326;Gałąźnia Mała;Kołczygłowy;powiat bytowski;115;;;;
327;Gałąźnia Wielka;Kołczygłowy;powiat bytowski;336;;;;
328;Gałęzinowo;Słupsk;powiat słupski;321;;;;
329;Gałęzów;Dębnica Kaszubska;powiat słupski;204;;;;
330;Gapowo;Stężyca;powiat kartuski;381;;;;
331;Garbek;Przechlewo;powiat człuchowski;108;;;;
332;Garcz;Chmielno;powiat kartuski;1067;;;;
333;Garczegorze;Nowa Lęborska;powiat lęborski;652;;;;
334;Garczyn;Liniewo;powiat kościerski;730;;;;
335;Gardeja;Gardeja;powiat kwidzyński;2318;;;;
336;Gardna Mała;Smołdzino;powiat słupski;148;;;;
337;Gardna Wielka;Smołdzino;powiat słupski;552;;;;
338;Gatka;Miastko;powiat bytowski;136;;;;
339;Gąbino;Ustka;powiat słupski;305;;;;
340;Gąsiorki;Morzeszczyn;powiat tczewski;565;;;;
341;Gdakowo;Prabuty;powiat kwidzyński;156;;;;
342;Gęś;Wicko;powiat lęborski;165;;;;
343;Gętomie;Morzeszczyn;powiat tczewski;123;;;;
344;Giełdon;Brusy;powiat chojnicki;193;;;;
345;Giemlice;Cedry Wielkie;powiat gdański;205;;;;
346;Gilwa Mała;Kwidzyn;powiat kwidzyński;28;;;;
347;Gilwa;Prabuty;powiat kwidzyński;101;;;;
348;Ględowo;Człuchów;powiat człuchowski;727;;;;
349;Glina;Sadlinki;powiat kwidzyński;236;;;;
350;Glincz;Żukowo;powiat kartuski;1340;;;;
351;Gliśno Wielkie;Lipnica;powiat bytowski;161;;;;
352;Głazica;Szemud;powiat wejherowski;212;;;;
353;Głobica;Stegna;powiat nowodworski;44;;;;
354;Głobino;Słupsk;powiat słupski;983;;;;
355;Głodowo;Liniewo;powiat kościerski;466;;;;
356;Głodowo;Miastko;powiat bytowski;97;;;;
357;Główczewice;Brusy;powiat chojnicki;227;;;;
358;Główczyce;Główczyce;powiat słupski;1691;;;;
359;Głuche;Osiek;powiat starogardzki;193;;;;
360;Głusino;Kartuzy;powiat kartuski;203;;;;
361;Głuszynko;Potęgowo;powiat słupski;220;;;;
362;Głuszyno;Potęgowo;powiat słupski;250;;;;
363;Gniazdowo;Ostaszewo;powiat nowodworski;184;;;;
364;Gniewinko;Gniewino;powiat wejherowski;87;;;;
365;Gniewino;Gniewino;powiat wejherowski;2067;;;;
366;Gniewowo;Wejherowo;powiat wejherowski;525;;;;
367;Gniewskie Pole;Kwidzyn;powiat kwidzyński;222;;;;
368;Gnieżdżewo;Puck;powiat pucki;1305;;;;
369;Gniszewo;Tczew;powiat tczewski;327;;;;
370;Gnojewo;Miłoradz;powiat malborski;207;;;;
371;Gockowice;Chojnice;powiat chojnicki;260;;;;
372;Godziszewo;Skarszewy;powiat starogardzki;739;;;;
373;Gogolewko;Dębnica Kaszubska;powiat słupski;137;;;;
374;Gogolewo;Gniew;powiat tczewski;352;;;;
375;Gogolewo;Dębnica Kaszubska;powiat słupski;401;;;;
376;Gołczewo;Parchowo;powiat bytowski;276;;;;
377;Gołębiewko;Trąbki Wielkie;powiat gdański;341;;;;
378;Gołębiewo Wielkie;Trąbki Wielkie;powiat gdański;1021;;;;
379;Gołubie;Stężyca;powiat kartuski;1302;;;;
380;Gonty;Prabuty;powiat kwidzyński;174;;;;
381;Goręczyno;Somonino;powiat kartuski;1396;;;;
382;Gorzędziej;Subkowy;powiat tczewski;522;;;;
383;Gorzyno;Główczyce;powiat słupski;307;;;;
384;Gorzysław;Główczyce;powiat słupski;27;;;;
385;Gostkowo;Bytów;powiat bytowski;1041;;;;
386;Gostkowo;Główczyce;powiat słupski;193;;;;
387;Gostomie;Kościerzyna;powiat kościerski;175;;;;
388;Gostomko;Lipusz;powiat kościerski;116;;;;
389;Goszczyno;Krokowa;powiat pucki;675;;;;
390;Goszyn;Tczew;powiat tczewski;152;;;;
391;Gościcino;Wejherowo;powiat wejherowski;6583;;;;
392;Gościęcino;Choczewo;powiat wejherowski;57;;;;
393;Gościszewo;Sztum;powiat sztumski;870;;;;
394;Gotelp;Czersk;powiat chojnicki;527;;;;
395;Gowidlino;Sierakowice;powiat kartuski;1718;;;;
396;Gowino;Wejherowo;powiat wejherowski;3062;;;;
397;Gozdawa;Nowy Dwór Gdański;powiat nowodworski;360;;;;
398;Góra;Stara Kiszewa;powiat kościerski;258;;;;
399;Góra;Wejherowo;powiat wejherowski;1197;;;;
400;Górki;Stary Dzierzgoń;powiat sztumski;112;;;;
401;Górki;Karsin;powiat kościerski;393;;;;
402;Górne Maliki;Stara Kiszewa;powiat kościerski;239;;;;
403;Górowychy;Prabuty;powiat kwidzyński;168;;;;
404;Grabiny-Zameczek;Suchy Dąb;powiat gdański;963;;;;
405;Grabno;Ustka;powiat słupski;641;;;;
406;Grabowiec;Bobowo;powiat starogardzki;186;;;;
407;Grabowiec;Szemud;powiat wejherowski;256;;;;
408;Grabowo Kościerskie;Nowa Karczma;powiat kościerski;1108;;;;
409;Grabowo Parchowskie;Parchowo;powiat bytowski;38;;;;
410;Grabowo;Sadlinki;powiat kwidzyński;138;;;;
411;Grabowo;Bobowo;powiat starogardzki;469;;;;
412;Grabowska Huta;Nowa Karczma;powiat kościerski;238;;;;
413;Grabówko;Kwidzyn;powiat kwidzyński;292;;;;
414;Grabówko;Nowa Karczma;powiat kościerski;377;;;;
415;Graniczna Wieś;Trąbki Wielkie;powiat gdański;290;;;;
416;Granowo;Chojnice;powiat chojnicki;199;;;;
417;Grąbkowo;Potęgowo;powiat słupski;402;;;;
418;Grąsino;Słupsk;powiat słupski;437;;;;
419;Gręblin;Pelplin;powiat tczewski;625;;;;
420;Grobelno;Malbork;powiat malborski;336;;;;
421;Grodzisko;Rzeczenica;powiat człuchowski;193;;;;
422;Gromadzin;Przywidz;powiat gdański;193;;;;
423;Gronajny;Sztum;powiat sztumski;194;;;;
424;Groszkowo;Sztutowo;powiat nowodworski;105;;;;
425;Grzmiąca;Bytów;powiat bytowski;156;;;;
426;Grzybno;Kartuzy;powiat kartuski;1433;;;;
427;Grzybowo;Kościerzyna;powiat kościerski;245;;;;
428;Grzybowski Młyn;Kościerzyna;powiat kościerski;193;;;;
429;Gumieniec;Trzebielino;powiat bytowski;190;;;;
430;Gurcz;Kwidzyn;powiat kwidzyński;302;;;;
431;Gutowiec;Czersk;powiat chojnicki;193;;;;
432;Guzy;Nowa Karczma;powiat kościerski;79;;;;
433;Gwieździn;Rzeczenica;powiat człuchowski;376;;;;
434;Hopowo;Somonino;powiat kartuski;495;;;;
435;Hopy;Przodkowo;powiat kartuski;351;;;;
436;Huta Dolna;Przywidz;powiat gdański;153;;;;
437;Huta Górna;Przywidz;powiat gdański;193;;;;
438;Huta Kalna;Czarna Woda;powiat starogardzki;193;;;;
439;Huta;Brusy;powiat chojnicki;120;;;;
440;Iłownica;Liniewo;powiat kościerski;228;;;;
441;Iwiczno;Kaliska;powiat starogardzki;268;;;;
442;Izbica;Główczyce;powiat słupski;238;;;;
443;Izbiska;Stegna;powiat nowodworski;101;;;;
444;Jabłowo;Starogard Gdański;powiat starogardzki;860;;;;
445;Jabłówko;Bobowo;powiat starogardzki;377;;;;
446;Jagatowo;Pruszcz Gdański;powiat gdański;1414;;;;
447;Jakubowo;Prabuty;powiat kwidzyński;101;;;;
448;Jałowiec;Ryjewo;powiat kwidzyński;146;;;;
449;Jamno;Parchowo;powiat bytowski;341;;;;
450;Janin;Starogard Gdański;powiat starogardzki;135;;;;
451;Janiszewko;Pelplin;powiat tczewski;193;;;;
452;Janiszewo;Pelplin;powiat tczewski;472;;;;
453;Jankowo Gdańskie;Kolbudy;powiat gdański;1302;;;;
454;Janowo;Kwidzyn;powiat kwidzyński;411;;;;
455;Janowo;Starogard Gdański;powiat starogardzki;553;;;;
456;Janówka;Stare Pole;powiat malborski;69;;;;
457;Jantar;Stegna;powiat nowodworski;966;;;;
458;Jarcewo;Chojnice;powiat chojnicki;166;;;;
459;Jaromierz;Gardeja;powiat kwidzyński;131;;;;
460;Jaromierz;Człuchów;powiat człuchowski;239;;;;
461;Jaroszewy;Skarszewy;powiat starogardzki;458;;;;
462;Jarzębina;Ryjewo;powiat kwidzyński;105;;;;
