lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;1835
86;Boczkowice;Książ Wielki;powiat miechowski;172;;;;
87;Boczów;Łapanów;powiat bocheński;366;;;;
88;Bodaki;Sękowa;powiat gorlicki;184;;;;
89;Bodzanów;Biskupice;powiat wielicki;1616;;;;
90;Bogdanów;Kozłów;powiat miechowski;116;;;;
91;Bogdanówka;Tokarnia;powiat myślenicki;681;;;;
92;Bogoniowice;Ciężkowice;powiat tarnowski;635;;;;
93;Bogucice;Bochnia;powiat bocheński;767;;;;
94;Bogucin Duży;Klucze;powiat olkuski;344;;;;
95;Bogucin Mały;Olkusz;powiat olkuski;495;;;;
96;Bogumiłowice;Wierzchosławice;powiat tarnowski;991;;;;
97;Bogusza;Kamionka Wielka;powiat nowosądecki;686;;;;
98;Boguszowa;Chełmiec;powiat nowosądecki;1;;;;
99;Bojańczyce;Raciechowice;powiat myślenicki;128;;;;
100;Bolechowice;Zabierzów;powiat krakowski;2674;;;;
101;Boleń;Zielonki;powiat krakowski;1;;;;
102;Bolesław;Bolesław;powiat olkuski;2391;;;;
103;Bolesław;Bolesław;powiat dąbrowski;542;;;;
104;Bolęcin;Trzebinia;powiat chrzanowski;1956;;;;
105;Bolów;Pałecznica;powiat proszowicki;88;;;;
106;Borek Szlachecki;Skawina;powiat krakowski;1502;;;;
107;Borek;Rzezawa;powiat bocheński;1383;;;;
108;Borki;Szczucin;powiat dąbrowski;712;;;;
109;Borowa;Zakliczyn;powiat tarnowski;235;;;;
110;Borówna;Lipnica Murowana;powiat bocheński;318;;;;
111;Borusowa;Gręboszów;powiat dąbrowski;334;;;;
112;Borzęcin;Borzęcin;powiat brzeski;4138;;;;
113;Borzęta;Myślenice;powiat myślenicki;1763;;;;
114;Bosutów;Zielonki;powiat krakowski;1147;;;;
115;Boża Wola;Wolbrom;powiat olkuski;141;;;;
116;Bór;Szaflary;powiat nowotarski;545;;;;
117;Braciejówka;Olkusz;powiat olkuski;773;;;;
118;Bratucice;Rzezawa;powiat bocheński;766;;;;
119;Breń;Lisia Góra;powiat tarnowski;817;;;;
120;Breń;Olesno;powiat dąbrowski;1;;;;
121;Brnik;Dąbrowa Tarnowska;powiat dąbrowski;577;;;;
122;Brodła;Alwernia;powiat chrzanowski;1016;;;;
123;Brody;Kalwaria Zebrzydowska;powiat wadowicki;2548;;;;
124;Brończyce;Słomniki;powiat krakowski;282;;;;
125;Broszkowice;Oświęcim;powiat oświęcimski;574;;;;
126;Brunary;Uście Gorlickie;powiat gorlicki;976;;;;
127;Bruśnik;Ciężkowice;powiat tarnowski;965;;;;
128;Bryzdzyn;Kozłów;powiat miechowski;361;;;;
129;Brzana;Bobowa;powiat gorlicki;1332;;;;
130;Brzączowice;Dobczyce;powiat myślenicki;1548;;;;
131;Brzegi;Wieliczka;powiat wielicki;709;;;;
132;Brzegi;Bukowina Tatrzańska;powiat tatrzański;738;;;;
133;Brzezie;Kłaj;powiat wielicki;1457;;;;
134;Brzezie;Zabierzów;powiat krakowski;1305;;;;
135;Brzezinka;Andrychów;powiat wadowicki;726;;;;
136;Brzezinka;Brzeźnica;powiat wadowicki;438;;;;
137;Brzezinka;Oświęcim;powiat oświęcimski;2296;;;;
138;Brzezinka;Zabierzów;powiat krakowski;734;;;;
139;Brzezna;Podegrodzie;powiat nowosądecki;2564;;;;
140;Brzezowa;Dobczyce;powiat myślenicki;584;;;;
141;Brzezowa;Łapanów;powiat bocheński;433;;;;
142;Brzezówka;Szczucin;powiat dąbrowski;512;;;;
143;Brzeźnica;Brzeźnica;powiat wadowicki;1430;;;;
144;Brzeźnica;Bochnia;powiat bocheński;1283;;;;
145;Brzeźnica;Radłów;powiat tarnowski;1;;;;
146;Brzoskwinia;Zabierzów;powiat krakowski;1125;;;;
147;Brzozowa;Gromnik;powiat tarnowski;733;;;;
148;Brzozówka;Wolbrom;powiat olkuski;538;;;;
149;Brzozówka;Zielonki;powiat krakowski;717;;;;
150;Brzuchania;Miechów;powiat miechowski;275;;;;
151;Brzyczyna;Mogilany;powiat krakowski;531;;;;
152;Brzyna;Łącko;powiat nowosądecki;644;;;;
153;Buchcice;Tuchów;powiat tarnowski;659;;;;
154;Bucze;Brzesko;powiat brzeski;1338;;;;
155;Buczków;Rzezawa;powiat bocheński;398;;;;
156;Buczyna;Bochnia;powiat bocheński;458;;;;
157;Budziejowice;Koniusza;powiat proszowicki;52;;;;
158;Budzów;Budzów;powiat suski;2858;;;;
159;Budzyń;Wolbrom;powiat olkuski;143;;;;
160;Budzyń;Liszki;powiat krakowski;396;;;;
161;Bugaj;Kalwaria Zebrzydowska;powiat wadowicki;480;;;;
162;Bugaj;Biecz;powiat gorlicki;451;;;;
163;Bujne;Gródek nad Dunajcem;powiat nowosądecki;107;;;;
164;Buk;Gołcza;powiat miechowski;221;;;;
165;Bukowiec;Korzenna;powiat nowosądecki;247;;;;
166;Bukowina Tatrzańska;Bukowina Tatrzańska;powiat tatrzański;3179;;;;
167;Bukowina-Osiedle;Raba Wyżna;powiat nowotarski;259;;;;
168;Bukowska Wola;Miechów;powiat miechowski;407;;;;
169;Buków;Mogilany;powiat krakowski;903;;;;
170;Bulowice;Kęty;powiat oświęcimski;4973;;;;
171;Burów;Zabierzów;powiat krakowski;500;;;;
172;Burzyn;Tuchów;powiat tarnowski;1321;;;;
173;Bustryk;Poronin;powiat tatrzański;735;;;;
174;Buszków;Słaboszów;powiat miechowski;184;;;;
175;Bydlin;Klucze;powiat olkuski;1001;;;;
176;Bysina;Myślenice;powiat myślenicki;1381;;;;
177;Bystra Podhalańska;Bystra-Sidzina;powiat suski;3306;;;;
178;Bystra;Gorlice;powiat gorlicki;1516;;;;
179;Byszyce;Wieliczka;powiat wielicki;738;;;;
180;Bytomsko;Żegocina;powiat bocheński;757;;;;
181;Celiny Przesławickie;Miechów;powiat miechowski;144;;;;
182;Celiny;Iwanowice;powiat krakowski;690;;;;
183;Cerekiew;Bochnia;powiat bocheński;308;;;;
184;Chabówka;Rabka-Zdrój;powiat nowotarski;1560;;;;
185;Charsznica;Charsznica;powiat miechowski;369;;;;
186;Charzewice;Zakliczyn;powiat tarnowski;395;;;;
187;Chechło;Klucze;powiat olkuski;1686;;;;
188;Chełm;Wolbrom;powiat olkuski;910;;;;
189;Chełm;Bochnia;powiat bocheński;159;;;;
190;Chełmiec;Chełmiec;powiat nowosądecki;3731;;;;
191;Chobędza;Gołcza;powiat miechowski;198;;;;
192;Chobot;Niepołomice;powiat wielicki;333;;;;
193;Chochołów;Czarny Dunajec;powiat nowotarski;1201;;;;
194;Chochorowice;Podegrodzie;powiat nowosądecki;444;;;;
195;Chocznia;Wadowice;powiat wadowicki;5635;;;;
196;Chodorowa;Grybów;powiat nowosądecki;252;;;;
197;Chodów;Charsznica;powiat miechowski;436;;;;
198;Chojnik;Gromnik;powiat tarnowski;1318;;;;
199;Cholerzyn;Liszki;powiat krakowski;1281;;;;
200;Chomranice;Chełmiec;powiat nowosądecki;1021;;;;
201;Chorągwica;Wieliczka;powiat wielicki;969;;;;
202;Chorążec;Żabno;powiat tarnowski;205;;;;
203;Chorążyce;Koniusza;powiat proszowicki;205;;;;
204;Chorowice;Mogilany;powiat krakowski;979;;;;
205;Chronów;Nowy Wiśnicz;powiat bocheński;475;;;;
206;Chrosna;Liszki;powiat krakowski;561;;;;
207;Chrostowa;Łapanów;powiat bocheński;329;;;;
208;Chrząstowice;Brzeźnica;powiat wadowicki;452;;;;
209;Chrząstowice;Wolbrom;powiat olkuski;504;;;;
210;Chyszówki;Dobra;powiat limanowski;683;;;;
211;Chyżne;Jabłonka;powiat nowotarski;1129;;;;
212;Cianowice;Skała;powiat krakowski;1534;;;;
213;Ciborowice;Proszowice;powiat proszowicki;143;;;;
214;Cichawa;Gdów;powiat wielicki;578;;;;
215;Cichawka;Łapanów;powiat bocheński;524;;;;
216;Ciche;Czarny Dunajec;powiat nowotarski;3087;;;;
217;Cieniawa;Grybów;powiat nowosądecki;1618;;;;
218;Cieplice;Gołcza;powiat miechowski;105;;;;
219;Cieślin;Klucze;powiat olkuski;291;;;;
220;Cikowice;Bochnia;powiat bocheński;884;;;;
221;Cisia Wola;Książ Wielki;powiat miechowski;154;;;;
222;Cisie;Książ Wielki;powiat miechowski;166;;;;
223;Ciszowice;Charsznica;powiat miechowski;237;;;;
224;Czaczów;Łabowa;powiat nowosądecki;572;;;;
225;Czajęczyce;Proszowice;powiat proszowicki;198;;;;
226;Czajowice;Wielka Wieś;powiat krakowski;707;;;;
227;Czaple Małe;Gołcza;powiat miechowski;390;;;;
228;Czaple Wielkie;Gołcza;powiat miechowski;520;;;;
229;Czarna Góra;Bukowina Tatrzańska;powiat tatrzański;1785;;;;
230;Czarna;Uście Gorlickie;powiat gorlicki;224;;;;
231;Czarne;Sękowa;powiat gorlicki;2;;;;
232;Czarnochowice;Wieliczka;powiat wielicki;1578;;;;
233;Czarny Dunajec;Czarny Dunajec;powiat nowotarski;3771;;;;
234;Czarny Potok;Łącko;powiat nowosądecki;636;;;;
235;Czasław;Raciechowice;powiat myślenicki;816;;;;
236;Czechówka;Siepraw;powiat myślenicki;1257;;;;
237;Czechy;Słomniki;powiat krakowski;308;;;;
238;Czermna;Szerzyny;powiat tarnowski;1700;;;;
239;Czerna;Krzeszowice;powiat krakowski;1129;;;;
240;Czernichów;Czernichów;powiat krakowski;2104;;;;
241;Czernichów;Koniusza;powiat proszowicki;339;;;;
242;Czerniec;Łącko;powiat nowosądecki;764;;;;
243;Czerwienne;Czarny Dunajec;powiat nowotarski;1747;;;;
244;Częstoszowice;Książ Wielki;powiat miechowski;114;;;;
245;Czorsztyn;Czorsztyn;powiat nowotarski;407;;;;
246;Czubrowice;Jerzmanowice-Przeginia;powiat krakowski;1118;;;;
247;Czulice;Kocmyrzów-Luborzyca;powiat krakowski;519;;;;
248;Czułów;Liszki;powiat krakowski;1275;;;;
249;Czułówek;Czernichów;powiat krakowski;521;;;;
250;Czuszów;Pałecznica;powiat proszowicki;601;;;;
251;Czyrna;Krynica-Zdrój;powiat nowosądecki;308;;;;
252;Czyżów;Gdów;powiat wielicki;267;;;;
253;Czyżów;Żabno;powiat tarnowski;110;;;;
254;Czyżówka;Trzebinia;powiat chrzanowski;556;;;;
255;Ćwików;Olesno;powiat dąbrowski;807;;;;
256;Dalewice;Koniusza;powiat proszowicki;307;;;;
257;Damice;Iwanowice;powiat krakowski;301;;;;
258;Damienice;Bochnia;powiat bocheński;959;;;;
259;Dąbie;Raciechowice;powiat myślenicki;309;;;;
260;Dąbrowa Szlachecka;Czernichów;powiat krakowski;883;;;;
261;Dąbrowa;Kłaj;powiat wielicki;1177;;;;
262;Dąbrowa;Chełmiec;powiat nowosądecki;1072;;;;
263;Dąbrowica;Bochnia;powiat bocheński;328;;;;
264;Dąbrowica;Szczucin;powiat dąbrowski;760;;;;
265;Dąbrowiec;Charsznica;powiat miechowski;153;;;;
266;Dąbrówka Gorzycka;Olesno;powiat dąbrowski;199;;;;
267;Dąbrówka Morska;Szczurowa;powiat brzeski;163;;;;
268;Dąbrówka Szczepanowska;Pleśna;powiat tarnowski;473;;;;
269;Dąbrówka Tuchowska;Tuchów;powiat tarnowski;760;;;;
270;Dąbrówka;Stryszów;powiat wadowicki;651;;;;
271;Dąbrówka;Rzezawa;powiat bocheński;903;;;;
272;Dąbrówki Breńskie;Olesno;powiat dąbrowski;698;;;;
273;Delastowice;Szczucin;powiat dąbrowski;287;;;;
274;Demblin;Wietrzychowice;powiat tarnowski;302;;;;
275;Dębina Łętowska;Wojnicz;powiat tarnowski;299;;;;
276;Dębina Zakrzowska;Wojnicz;powiat tarnowski;427;;;;
277;Dębina;Rzezawa;powiat bocheński;386;;;;
278;Dębnik;Krzeszowice;powiat krakowski;100;;;;
279;Dębno;Nowy Targ;powiat nowotarski;811;;;;
280;Dębno;Dębno;powiat brzeski;1803;;;;
281;Długołęka-Świerkla;Podegrodzie;powiat nowosądecki;988;;;;
282;Długopole;Nowy Targ;powiat nowotarski;535;;;;
283;Dłużec;Wolbrom;powiat olkuski;739;;;;
284;Dobra;Dobra;powiat limanowski;3218;;;;
285;Dobranowice;Igołomia-Wawrzeńczyce;powiat krakowski;343;;;;
286;Dobranowice;Wieliczka;powiat wielicki;719;;;;
287;Dobrociesz;Iwkowa;powiat brzeski;632;;;;
288;Dodów;Radziemice;powiat proszowicki;163;;;;
289;Dojazdów;Kocmyrzów-Luborzyca;powiat krakowski;1213;;;;
290;Dolany;Koszyce;powiat proszowicki;134;;;;
291;Dołęga;Szczurowa;powiat brzeski;404;;;;
292;Doły;Dębno;powiat brzeski;625;;;;
293;Domaniewice;Wolbrom;powiat olkuski;427;;;;
294;Domiarki;Iwanowice;powiat krakowski;181;;;;
295;Dominikowice;Gorlice;powiat gorlicki;2141;;;;
296;Domosławice;Czchów;powiat brzeski;1;;;;
297;Dosłońce;Racławice;powiat miechowski;169;;;;
298;Droginia;Myślenice;powiat myślenicki;1306;;;;
299;Drużków Pusty;Iwkowa;powiat brzeski;330;;;;
300;Drwinia;Drwinia;powiat bocheński;840;;;;
301;Dubie;Krzeszowice;powiat krakowski;243;;;;
302;Dubne;Muszyna;powiat nowosądecki;40;;;;
303;Dulowa;Trzebinia;powiat chrzanowski;1484;;;;
304;Dursztyn;Nowy Targ;powiat nowotarski;553;;;;
305;Dwory Drugie;Oświęcim;powiat oświęcimski;287;;;;
306;Dziaduszyce;Słaboszów;powiat miechowski;174;;;;
307;Dział;Czarny Dunajec;powiat nowotarski;495;;;;
308;Dzianisz;Kościelisko;powiat tatrzański;2410;;;;
309;Dziekanowice;Dobczyce;powiat myślenicki;536;;;;
310;Dziekanowice;Zielonki;powiat krakowski;929;;;;
311;Dziemięrzyce;Racławice;powiat miechowski;199;;;;
312;Dzierżaniny;Zakliczyn;powiat tarnowski;337;;;;
313;Dziewięcioły;Miechów;powiat miechowski;209;;;;
314;Dziewin;Drwinia;powiat bocheński;1133;;;;
315;Facimiech;Skawina;powiat krakowski;725;;;;
316;Faliszewice;Zakliczyn;powiat tarnowski;342;;;;
317;Falkowa;Ciężkowice;powiat tarnowski;393;;;;
318;Falniów-Wysiołek;Miechów;powiat miechowski;78;;;;
319;Falniów;Miechów;powiat miechowski;318;;;;
320;Falsztyn;Łapsze Niżne;powiat nowotarski;302;;;;
321;Fałkowice;Gdów;powiat wielicki;508;;;;
322;Faściszowa;Zakliczyn;powiat tarnowski;713;;;;
323;Filipowice;Koszyce;powiat proszowicki;134;;;;
324;Filipowice;Krzeszowice;powiat krakowski;1990;;;;
325;Filipowice;Zakliczyn;powiat tarnowski;583;;;;
326;Florynka;Grybów;powiat nowosądecki;1720;;;;
327;Frycowa;Nawojowa;powiat nowosądecki;1374;;;;
328;Frydman;Łapsze Niżne;powiat nowotarski;1690;;;;
329;Frydrychowice;Wieprz;powiat wadowicki;2981;;;;
330;Frywałd;Krzeszowice;powiat krakowski;266;;;;
331;Gaboń;Stary Sącz;powiat nowosądecki;1394;;;;
332;Gaj;Mogilany;powiat krakowski;2173;;;;
333;Garlica Duchowna;Zielonki;powiat krakowski;252;;;;
334;Garlica Murowana;Zielonki;powiat krakowski;403;;;;
335;Garliczka;Zielonki;powiat krakowski;424;;;;
336;Gawłów;Bochnia;powiat bocheński;632;;;;
337;Gawłówek;Drwinia;powiat bocheński;479;;;;
338;Gdów;Gdów;powiat wielicki;4457;;;;
339;Giebułtów;Książ Wielki;powiat miechowski;198;;;;
340;Giebułtów;Wielka Wieś;powiat krakowski;1801;;;;
341;Gierałtowice;Wieprz;powiat wadowicki;1318;;;;
342;Gierałtowiczki;Wieprz;powiat wadowicki;487;;;;
343;Gierczyce;Bochnia;powiat bocheński;695;;;;
344;Glanów;Trzyciąż;powiat olkuski;405;;;;
345;Glew;Koniusza;powiat proszowicki;182;;;;
346;Glewiec;Koniusza;powiat proszowicki;255;;;;
347;Glichów;Wiśniowa;powiat myślenicki;446;;;;
348;Gliczarów Dolny;Biały Dunajec;powiat tatrzański;451;;;;
349;Gliczarów Górny;Biały Dunajec;powiat tatrzański;631;;;;
350;Glinica;Miechów;powiat miechowski;153;;;;
351;Glisne;Mszana Dolna;powiat limanowski;343;;;;
352;Glów;Radłów;powiat tarnowski;208;;;;
353;Gładyszów;Uście Gorlickie;powiat gorlicki;345;;;;
354;Głęboka;Kocmyrzów-Luborzyca;powiat krakowski;471;;;;
355;Głęboka;Biecz;powiat gorlicki;473;;;;
356;Głębokie;Piwniczna-Zdrój;powiat nowosądecki;420;;;;
357;Głębowice;Osiek;powiat oświęcimski;1338;;;;
358;Głogoczów;Myślenice;powiat myślenicki;3398;;;;
359;Głogowiany-Stara Wieś;Książ Wielki;powiat miechowski;159;;;;
360;Głogowiany-Wrzosy;Książ Wielki;powiat miechowski;211;;;;
361;Głupczów;Racławice;powiat miechowski;142;;;;
362;Gnatowice;Koniusza;powiat proszowicki;213;;;;
363;Gniazdowice;Proszowice;powiat proszowicki;331;;;;
364;Gnojnik;Gnojnik;powiat brzeski;2716;;;;
365;Golanka;Gromnik;powiat tarnowski;469;;;;
366;Golczowice;Klucze;powiat olkuski;273;;;;
367;Golkowice;Wieliczka;powiat wielicki;1903;;;;
368;Gołaczewy;Wolbrom;powiat olkuski;1452;;;;
369;Gołcza;Gołcza;powiat miechowski;471;;;;
370;Gołkowice Dolne;Stary Sącz;powiat nowosądecki;1259;;;;
371;Gołkowice Górne;Stary Sącz;powiat nowosądecki;980;;;;
372;Gołuchowice;Skawina;powiat krakowski;619;;;;
373;Gołyszyn;Skała;powiat krakowski;279;;;;
374;Gorenice;Olkusz;powiat olkuski;1287;;;;
375;Goruszów;Żabno;powiat tarnowski;91;;;;
376;Gorzeń Dolny;Wadowice;powiat wadowicki;451;;;;
377;Gorzeń Górny;Wadowice;powiat wadowicki;307;;;;
378;Gorzków;Wieliczka;powiat wielicki;1141;;;;
379;Gorzków;Bochnia;powiat bocheński;537;;;;
380;Gorzów;Chełmek;powiat oświęcimski;1874;;;;
381;Gorzyce;Żabno;powiat tarnowski;696;;;;
382;Gosławice;Wierzchosławice;powiat tarnowski;365;;;;
383;Gosprzydowa;Gnojnik;powiat brzeski;1061;;;;
384;Gostwica;Podegrodzie;powiat nowosądecki;1528;;;;
385;Goszcza;Kocmyrzów-Luborzyca;powiat krakowski;730;;;;
386;Goszyce;Kocmyrzów-Luborzyca;powiat krakowski;654;;;;
387;Gotkowice;Jerzmanowice-Przeginia;powiat krakowski;500;;;;
388;Góra Świętego Jana;Jodłownik;powiat limanowski;319;;;;
389;Górka Jaklińska;Koniusza;powiat proszowicki;210;;;;
390;Górka Kościejowska;Racławice;powiat miechowski;157;;;;
391;Górka Stogniowska;Proszowice;powiat proszowicki;384;;;;
392;Górka;Szczurowa;powiat brzeski;407;;;;
393;Górna Wieś;Michałowice;powiat krakowski;572;;;;
394;Góry Miechowskie;Racławice;powiat miechowski;71;;;;
395;Grabie;Skawina;powiat krakowski;436;;;;
396;Grabie;Wieliczka;powiat wielicki;870;;;;
397;Grabie;Łapanów;powiat bocheński;637;;;;
398;Grabina;Bochnia;powiat bocheński;165;;;;
399;Grabno;Wojnicz;powiat tarnowski;1219;;;;
400;Graboszyce;Zator;powiat oświęcimski;752;;;;
401;Grabówki;Wieliczka;powiat wielicki;1376;;;;
402;Grajów;Wieliczka;powiat wielicki;1004;;;;
403;Grądy;Mędrzechów;powiat dąbrowski;508;;;;
404;Grębocin;Nowe Brzesko;powiat proszowicki;220;;;;
405;Gręboszów;Gręboszów;powiat dąbrowski;390;;;;
406;Grębynice;Zielonki;powiat krakowski;460;;;;
407;Grobla;Drwinia;powiat bocheński;1054;;;;
408;Grodkowice;Kłaj;powiat wielicki;444;;;;
409;Grodzisko;Zator;powiat oświęcimski;552;;;;
410;Grojec;Oświęcim;powiat oświęcimski;3245;;;;
411;Grojec;Alwernia;powiat chrzanowski;1240;;;;
412;Gromiec;Libiąż;powiat chrzanowski;1500;;;;
413;Gromnik;Gromnik;powiat tarnowski;3441;;;;
414;Gronków;Nowy Targ;powiat nowotarski;1809;;;;
415;Groń;Bukowina Tatrzańska;powiat tatrzański;1927;;;;
416;Gródek nad Dunajcem;Gródek nad Dunajcem;powiat nowosądecki;757;;;;
417;Gródek;Grybów;powiat nowosądecki;1127;;;;
418;Grudna Kępska;Biecz;powiat gorlicki;696;;;;
419;Gruszowiec;Dobra;powiat limanowski;460;;;;
420;Gruszów Mały;Dąbrowa Tarnowska;powiat dąbrowski;479;;;;
421;Gruszów Wielki;Dąbrowa Tarnowska;powiat dąbrowski;1274;;;;
422;Gruszów;Pałecznica;powiat proszowicki;278;;;;
423;Gruszów;Nowe Brzesko;powiat proszowicki;272;;;;
424;Gruszów;Raciechowice;powiat myślenicki;807;;;;
425;Grywałd;Krościenko nad Dunajcem;powiat nowotarski;1867;;;;
426;Grzechynia;Maków Podhalański;powiat suski;2539;;;;
427;Grzegorzowice Małe;Iwanowice;powiat krakowski;186;;;;
428;Grzegorzowice Wielkie;Iwanowice;powiat krakowski;275;;;;
429;Grzymałów;Słaboszów;powiat miechowski;35;;;;
430;Gwoździec;Zakliczyn;powiat tarnowski;930;;;;
431;Hałuszowa;Krościenko nad Dunajcem;powiat nowotarski;290;;;;
432;Hańczowa;Uście Gorlickie;powiat gorlicki;498;;;;
433;Harbutowice;Sułkowice;powiat myślenicki;1800;;;;
434;Harkabuz;Raba Wyżna;powiat nowotarski;572;;;;
435;Harklowa;Nowy Targ;powiat nowotarski;690;;;;
436;Harmęże;Oświęcim;powiat oświęcimski;689;;;;
437;Hebdów;Nowe Brzesko;powiat proszowicki;807;;;;
438;Homrzyska;Nawojowa;powiat nowosądecki;410;;;;
439;Huba;Czorsztyn;powiat nowotarski;128;;;;
440;Hubenice;Gręboszów;powiat dąbrowski;246;;;;
441;Hucisko;Stryszawa;powiat suski;288;;;;
442;Hucisko;Gdów;powiat wielicki;235;;;;
443;Hucisko;Klucze;powiat olkuski;1;;;;
444;Hutki;Bolesław;powiat olkuski;283;;;;
445;Ibramowice;Pałecznica;powiat proszowicki;189;;;;
446;Igołomia;Igołomia-Wawrzeńczyce;powiat krakowski;1200;;;;
447;Ilkowice;Słaboszów;powiat miechowski;255;;;;
448;Ilkowice;Żabno;powiat tarnowski;1347;;;;
449;Imbramowice;Trzyciąż;powiat olkuski;445;;;;
