lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;4356
74;Barłożnia Gościeszyńska;Wolsztyn;powiat wolsztyński;231;;;;
75;Barłożnia Wolsztyńska;Wolsztyn;powiat wolsztyński;1;;;;
76;Bartodzieje;Wągrowiec;powiat wągrowiecki;579;;;;
77;Bartoszewice;Jutrosin;powiat rawicki;116;;;;
78;Baszków;Zduny;powiat krotoszyński;1073;;;;
79;Baszyny;Krotoszyn;powiat krotoszyński;150;;;;
80;Batorowo;Lipka;powiat złotowski;123;;;;
81;Batorowo;Tarnowo Podgórne;powiat poznański;473;;;;
82;Batorówko;Lipka;powiat złotowski;182;;;;
83;Bąblin;Oborniki;powiat obornicki;271;;;;
84;Bąblinek;Oborniki;powiat obornicki;208;;;;
85;Bąbliniec;Oborniki;powiat obornicki;115;;;;
86;Bączylas;Poniec;powiat gostyński;124;;;;
87;Bądecz;Wysoka;powiat pilski;575;;;;
88;Bądków Drugi;Przykona;powiat turecki;172;;;;
89;Bądków Pierwszy;Przykona;powiat turecki;187;;;;
90;Bąkowo;Wyrzysk;powiat pilski;322;;;;
91;Bednary;Pobiedziska;powiat poznański;68;;;;
92;Belęcin;Siedlec;powiat wolsztyński;667;;;;
93;Belny;Sompolno;powiat koniński;194;;;;
94;Benice;Krotoszyn;powiat krotoszyński;456;;;;
95;Benignowo;Słupca;powiat słupecki;1;;;;
96;Berkowo;Kiszkowo;powiat gnieźnieński;205;;;;
97;Berzyna;Wolsztyn;powiat wolsztyński;1218;;;;
98;Bestwin;Zduny;powiat krotoszyński;339;;;;
99;Betkowo;Czempiń;powiat kościański;362;;;;
100;Beznatka;Ceków-Kolonia;powiat kaliski;162;;;;
101;Beznazwa;Władysławów;powiat turecki;239;;;;
102;Bębnikąt;Oborniki;powiat obornicki;25;;;;
103;Będlewo;Stęszew;powiat poznański;440;;;;
104;Będziechów;Kawęczyn;powiat turecki;272;;;;
105;Będzieszyn;Ostrów Wielkopolski;powiat ostrowski;168;;;;
106;Biadaszki;Łęka Opatowska;powiat kępiński;322;;;;
107;Biadki;Krotoszyn;powiat krotoszyński;1367;;;;
108;Biała Kolonia;Grodziec;powiat koniński;131;;;;
109;Biała Panieńska;Rychwał;powiat koniński;266;;;;
110;Biała Wieś;Grodzisk Wielkopolski;powiat grodziski;184;;;;
111;Biała;Godziesze Wielkie;powiat kaliski;291;;;;
112;Biała;Grodziec;powiat koniński;173;;;;
113;Biała;Trzcianka;powiat czarnkowsko-trzcianecki;991;;;;
114;Biała;Wieleń;powiat czarnkowsko-trzcianecki;254;;;;
115;Białcz;Chrzypsko Wielkie;powiat międzychodzki;213;;;;
116;Białe Piątkowo;Miłosław;powiat wrzesiński;290;;;;
117;Białęgi;Murowana Goślina;powiat poznański;230;;;;
118;Białężyce;Września;powiat wrzesiński;305;;;;
119;Białężyn;Czarnków;powiat czarnkowsko-trzcianecki;161;;;;
120;Białężyn;Murowana Goślina;powiat poznański;302;;;;
121;Białków Górny;Kościelec;powiat kolski;220;;;;
122;Białków Kościelny;Kościelec;powiat kolski;98;;;;
123;Białobłocie;Lipka;powiat złotowski;82;;;;
124;Białobłoty;Gizałki;powiat pleszewski;318;;;;
125;Białobrzeg;Pyzdry;powiat wrzesiński;71;;;;
126;Białokosz;Chrzypsko Wielkie;powiat międzychodzki;159;;;;
127;Białokoszyce;Chrzypsko Wielkie;powiat międzychodzki;34;;;;
128;Białośliwie;Białośliwie;powiat pilski;2703;;;;
129;Biały Dwór;Koźmin Wielkopolski;powiat krotoszyński;204;;;;
130;Białykał;Pakosław;powiat rawicki;130;;;;
131;Bibianna;Malanów;powiat turecki;263;;;;
132;Bicz-Ostatki;Stare Miasto;powiat koniński;1;;;;
133;Bicz;Stare Miasto;powiat koniński;147;;;;
134;Biechowo;Miłosław;powiat wrzesiński;338;;;;
135;Biechówko;Miłosław;powiat wrzesiński;1;;;;
136;Bieczyny;Czempiń;powiat kościański;76;;;;
137;Biedrusko;Suchy Las;powiat poznański;3205;;;;
138;Bieganin;Raszków;powiat ostrowski;385;;;;
139;Bieganowo;Kołaczkowo;powiat wrzesiński;661;;;;
140;Biela;Wilczyn;powiat koniński;173;;;;
141;Bielawa;Złotów;powiat złotowski;79;;;;
142;Bielawy Pogorzelskie;Pogorzela;powiat gostyński;82;;;;
143;Bielawy;Gołuchów;powiat pleszewski;1;;;;
144;Bielawy;Kazimierz Biskupi;powiat koniński;1;;;;
145;Bielawy;Słupca;powiat słupecki;1;;;;
146;Bielawy;Strzałkowo;powiat słupecki;65;;;;
147;Bielawy;Jutrosin;powiat rawicki;40;;;;
148;Bielawy;Krzemieniewo;powiat leszczyński;40;;;;
149;Bielawy;Śmigiel;powiat kościański;184;;;;
150;Bielawy;Granowo;powiat grodziski;174;;;;
151;Bielawy;Kłecko;powiat gnieźnieński;105;;;;
152;Biele;Sompolno;powiat koniński;429;;;;
153;Bielejewo;Jaraczewo;powiat jarociński;148;;;;
154;Bielejewo;Ostroróg;powiat szamotulski;72;;;;
155;Bielewo;Krzywiń;powiat kościański;532;;;;
156;Bielice Nowe;Krzyż Wielkopolski;powiat czarnkowsko-trzcianecki;59;;;;
157;Bielsko;Międzychód;powiat międzychodzki;1585;;;;
158;Bielsko;Orchowo;powiat słupecki;374;;;;
159;Biernacice;Sieroszewice;powiat ostrowski;106;;;;
160;Biernatki;Żelazków;powiat kaliski;1;;;;
161;Biernatki;Kórnik;powiat poznański;699;;;;
162;Biernatowo;Trzcianka;powiat czarnkowsko-trzcianecki;205;;;;
163;Bierzglin;Września;powiat wrzesiński;383;;;;
164;Bierzglinek;Września;powiat wrzesiński;1455;;;;
165;Bierzmo;Brudzew;powiat turecki;71;;;;
166;Bierzów;Kobyla Góra;powiat ostrzeszowski;391;;;;
167;Bierzwienna Długa-Kolonia;Kłodawa;powiat kolski;512;;;;
168;Bierzwienna Długa;Kłodawa;powiat kolski;336;;;;
169;Bierzwienna Krótka;Kłodawa;powiat kolski;226;;;;
170;Bieślin;Trzemeszno;powiat gnieźnieński;150;;;;
171;Biezdrowo;Wronki;powiat szamotulski;675;;;;
172;Bieździadów;Żerków;powiat jarociński;371;;;;
173;Bieżyń;Krzywiń;powiat kościański;427;;;;
174;Bilczew;Sieroszewice;powiat ostrowski;62;;;;
175;Bilczew;Kramsk;powiat koniński;238;;;;
176;Biniew;Ostrów Wielkopolski;powiat ostrowski;412;;;;
177;Binino;Ostroróg;powiat szamotulski;360;;;;
178;Binkowo;Śrem;powiat śremski;169;;;;
179;Biskupice Ołoboczne;Nowe Skalmierzyce;powiat ostrowski;1178;;;;
180;Biskupice Zabaryczne;Mikstat;powiat ostrzeszowski;611;;;;
181;Biskupice;Blizanów;powiat kaliski;70;;;;
182;Biskupice;Nowe Skalmierzyce;powiat ostrowski;171;;;;
183;Biskupice;Grodziec;powiat koniński;391;;;;
184;Biskupice;Przemęt;powiat wolsztyński;186;;;;
185;Biskupice;Dominowo;powiat średzki;114;;;;
186;Biskupice;Kłecko;powiat gnieźnieński;118;;;;
187;Biskupice;Pobiedziska;powiat poznański;2518;;;;
188;Biskupie;Ślesin;powiat koniński;284;;;;
189;Bledzianów;Ostrzeszów;powiat ostrzeszowski;386;;;;
190;Blękwit;Złotów;powiat złotowski;391;;;;
191;Blinek;Rakoniewice;powiat grodziski;95;;;;
192;Blizanów Drugi;Blizanów;powiat kaliski;1;;;;
193;Blizanów;Blizanów;powiat kaliski;409;;;;
194;Blizanówek;Blizanów;powiat kaliski;301;;;;
195;Bliżyce;Skoki;powiat wągrowiecki;102;;;;
196;Błaki;Miedzichowo;powiat nowotomyski;33;;;;
197;Błażejewo;Dolsk;powiat śremski;129;;;;
198;Błażejewo;Kórnik;powiat poznański;1534;;;;
199;Błociszewo;Śrem;powiat śremski;402;;;;
200;Błocko;Wolsztyn;powiat wolsztyński;201;;;;
201;Błonawy;Sompolno;powiat koniński;91;;;;
202;Błonice;Rzgów;powiat koniński;88;;;;
203;Błońsko;Rakoniewice;powiat grodziski;387;;;;
204;Błotnica;Przemęt;powiat wolsztyński;637;;;;
205;Bługowo;Lipka;powiat złotowski;1;;;;
206;Bługowo;Złotów;powiat złotowski;247;;;;
207;Bobrowniki;Grabów nad Prosną;powiat ostrzeszowski;405;;;;
208;Bobrowo;Golina;powiat koniński;162;;;;
209;Bobrowo;Rzgów;powiat koniński;119;;;;
210;Bobulczyn;Ostroróg;powiat szamotulski;291;;;;
211;Bochlewo;Kazimierz Biskupi;powiat koniński;122;;;;
212;Bociniec;Pobiedziska;powiat poznański;62;;;;
213;Boczków;Nowe Skalmierzyce;powiat ostrowski;653;;;;
214;Boduszewo;Murowana Goślina;powiat poznański;462;;;;
215;Bodzewko Drugie;Piaski;powiat gostyński;1;;;;
216;Bodzewko Pierwsze;Piaski;powiat gostyński;179;;;;
217;Bodzewo;Piaski;powiat gostyński;662;;;;
218;Bodzyniewo;Śrem;powiat śremski;209;;;;
219;Bogdaj;Sośnie;powiat ostrowski;357;;;;
220;Bogdałów;Brudzew;powiat turecki;108;;;;
221;Bogdanki;Poniec;powiat gostyński;162;;;;
222;Bogdanowo;Gołańcz;powiat wągrowiecki;99;;;;
223;Bogdanowo;Oborniki;powiat obornicki;2155;;;;
224;Bogdanów;Koźminek;powiat kaliski;247;;;;
225;Bogucice;Blizanów;powiat kaliski;111;;;;
226;Bogucin;Swarzędz;powiat poznański;1090;;;;
227;Bogufałów;Przygodzice;powiat ostrowski;268;;;;
228;Boguniewo;Rogoźno;powiat obornicki;257;;;;
229;Bogusław;Gołuchów;powiat pleszewski;1;;;;
230;Bogusławice-Nowiny;Babiak;powiat kolski;49;;;;
231;Bogusławice;Mycielin;powiat kaliski;249;;;;
232;Bogusławice;Babiak;powiat kolski;379;;;;
233;Bogusławice;Gołuchów;powiat pleszewski;1;;;;
234;Bogusławki;Krzykosy;powiat średzki;1;;;;
235;Boguszyce;Wierzbinek;powiat koniński;196;;;;
236;Boguszyczki;Wierzbinek;powiat koniński;1;;;;
237;Boguszyn;Włoszakowice;powiat leszczyński;362;;;;
238;Boguszyn;Nowe Miasto nad Wartą;powiat średzki;1201;;;;
239;Boguszynek;Nowe Miasto nad Wartą;powiat średzki;271;;;;
240;Boguszyniec;Grzegorzew;powiat kolski;189;;;;
241;Bojanice;Krzemieniewo;powiat leszczyński;292;;;;
242;Bojanice;Kłecko;powiat gnieźnieński;247;;;;
243;Bolechowo-Osiedle;Czerwonak;powiat poznański;1345;;;;
244;Bolechowo;Czerwonak;powiat poznański;439;;;;
245;Bolechówko;Czerwonak;powiat poznański;1343;;;;
246;Bolesławiec;Mosina;powiat poznański;126;;;;
247;Bolesławowo;Kleczew;powiat koniński;1;;;;
248;Bolesławów;Borek Wielkopolski;powiat gostyński;270;;;;
249;Boleszczyn;Przykona;powiat turecki;259;;;;
250;Bolewice;Miedzichowo;powiat nowotomyski;2022;;;;
251;Bolewicko;Miedzichowo;powiat nowotomyski;146;;;;
252;Bonikowo;Kościan;powiat kościański;517;;;;
253;Boników;Odolanów;powiat ostrowski;566;;;;
254;Borczysko;Gołuchów;powiat pleszewski;81;;;;
255;Borecznia Wielka;Osiek Mały;powiat kolski;106;;;;
256;Borek Mielęcki;Kępno;powiat kępiński;183;;;;
257;Borek;Godziesze Wielkie;powiat kaliski;894;;;;
258;Borek;Szczytniki;powiat kaliski;161;;;;
259;Borek;Przemęt;powiat wolsztyński;115;;;;
260;Borgowo;Śrem;powiat śremski;174;;;;
261;Borki;Koło;powiat kolski;746;;;;
262;Borki;Kramsk;powiat koniński;195;;;;
263;Borki;Słupca;powiat słupecki;153;;;;
264;Borki;Okonek;powiat złotowski;50;;;;
265;Borki;Wolsztyn;powiat wolsztyński;1;;;;
266;Borkowice;Mosina;powiat poznański;271;;;;
267;Borków Nowy;Żelazków;powiat kaliski;179;;;;
268;Borków Stary;Żelazków;powiat kaliski;340;;;;
269;Borowiec;Ostrów Wielkopolski;powiat ostrowski;1;;;;
270;Borowo;Krzymów;powiat koniński;481;;;;
271;Borowo;Szamocin;powiat chodzieski;71;;;;
272;Borowo;Czempiń;powiat kościański;526;;;;
273;Borowo;Krzykosy;powiat średzki;1;;;;
274;Borów;Opatówek;powiat kaliski;385;;;;
275;Borówiec;Ostrowite;powiat słupecki;1;;;;
276;Borówiec;Kórnik;powiat poznański;3564;;;;
277;Borówki;Szamocin;powiat chodzieski;1;;;;
278;Boruchowo;Ryczywół;powiat obornicki;61;;;;
279;Borucin;Pleszew;powiat pleszewski;153;;;;
280;Borucino;Okonek;powiat złotowski;376;;;;
281;Boruja Kościelna;Nowy Tomyśl;powiat nowotomyski;1608;;;;
282;Boruja Nowa;Nowy Tomyśl;powiat nowotomyski;684;;;;
283;Boruja;Siedlec;powiat wolsztyński;428;;;;
284;Boruszyn;Połajewo;powiat czarnkowsko-trzcianecki;622;;;;
285;Borysławice Kościelne;Grzegorzew;powiat kolski;274;;;;
286;Borysławice Zamkowe;Grzegorzew;powiat kolski;240;;;;
287;Borzątew;Mieleszyn;powiat gnieźnieński;38;;;;
288;Borzejewo;Dominowo;powiat średzki;98;;;;
289;Borzęcice;Koźmin Wielkopolski;powiat krotoszyński;563;;;;
290;Borzęciczki;Koźmin Wielkopolski;powiat krotoszyński;300;;;;
291;Borzykowo;Kołaczkowo;powiat wrzesiński;714;;;;
292;Borzysław;Grodzisk Wielkopolski;powiat grodziski;263;;;;
293;Boszkowo;Włoszakowice;powiat leszczyński;197;;;;
294;Bowyczyny;Chodów;powiat kolski;128;;;;
295;Bożacin;Krotoszyn;powiat krotoszyński;445;;;;
296;Bożatki;Rzgów;powiat koniński;243;;;;
297;Bożydar;Zaniemyśl;powiat średzki;92;;;;
298;Bógwidze;Pleszew;powiat pleszewski;292;;;;
299;Bracholin;Wągrowiec;powiat wągrowiecki;71;;;;
300;Braciszewo;Gniezno;powiat gnieźnieński;114;;;;
301;Bralin;Bralin;powiat kępiński;2844;;;;
302;Branno;Rzgów;powiat koniński;390;;;;
303;Bratuszyn;Brudzew;powiat turecki;187;;;;
304;Brdów;Babiak;powiat kolski;855;;;;
305;Brenno;Wijewo;powiat leszczyński;1268;;;;
306;Brodna;Kaczory;powiat pilski;147;;;;
307;Brodnica;Brodnica;powiat śremski;756;;;;
308;Brodniczka;Brodnica;powiat śremski;1;;;;
309;Brodowo;Środa Wielkopolska;powiat średzki;959;;;;
310;Brody;Malanów;powiat turecki;66;;;;
311;Brody;Lwówek;powiat nowotomyski;751;;;;
312;Brodziszewo;Szamotuły;powiat szamotulski;361;;;;
313;Brokęcino;Okonek;powiat złotowski;199;;;;
314;Bronibór;Szczytniki;powiat kaliski;1;;;;
315;Bronikowo;Śmigiel;powiat kościański;459;;;;
316;Bronisław;Krzykosy;powiat średzki;1;;;;
317;Broniszewice;Czermin;powiat pleszewski;1198;;;;
318;Broniszewo;Przedecz;powiat kolski;46;;;;
319;Broniszewo;Wierzbinek;powiat koniński;110;;;;
320;Broniszewo;Września;powiat wrzesiński;30;;;;
321;Bronów;Pleszew;powiat pleszewski;302;;;;
322;Brońsko;Śmigiel;powiat kościański;116;;;;
323;Bród;Dąbie;powiat kolski;55;;;;
324;Bródki;Lwówek;powiat nowotomyski;327;;;;
325;Bruczków;Borek Wielkopolski;powiat gostyński;374;;;;
326;Brudzew;Blizanów;powiat kaliski;327;;;;
327;Brudzew;Brudzew;powiat turecki;1671;;;;
328;Brudzewek;Chocz;powiat pleszewski;213;;;;
329;Brudzewo;Strzałkowo;powiat słupecki;380;;;;
330;Bruszczewo;Śmigiel;powiat kościański;373;;;;
331;Brylewo;Krzemieniewo;powiat leszczyński;162;;;;
332;Brzegi;Krzyż Wielkopolski;powiat czarnkowsko-trzcianecki;121;;;;
333;Brzekiniec;Budzyń;powiat chodzieski;191;;;;
334;Brześnica;Dolsk;powiat śremski;73;;;;
335;Brzezie;Perzów;powiat kępiński;1;;;;
336;Brzezie;Pleszew;powiat pleszewski;680;;;;
337;Brzezie;Babiak;powiat kolski;263;;;;
338;Brzezie;Gostyń;powiat gostyński;1127;;;;
339;Brzezie;Środa Wielkopolska;powiat średzki;207;;;;
340;Brzeziny;Brzeziny;powiat kaliski;1215;;;;
341;Brzeziny;Środa Wielkopolska;powiat średzki;39;;;;
342;Brzezińskie Holendry;Krzymów;powiat koniński;460;;;;
343;Brzezno;Kaźmierz;powiat szamotulski;1;;;;
344;Brzeźniak;Golina;powiat koniński;328;;;;
345;Brzeźnica-Kolonia;Jastrowie;powiat złotowski;198;;;;
346;Brzeźnica;Jastrowie;powiat złotowski;463;;;;
347;Brzeźno Stare;Wągrowiec;powiat wągrowiecki;171;;;;
348;Brzeźno;Krzymów;powiat koniński;2399;;;;
349;Brzeźno;Czarnków;powiat czarnkowsko-trzcianecki;776;;;;
350;Brzeźno;Kostrzyn;powiat poznański;367;;;;
351;Brzeźno;Skoki;powiat wągrowiecki;134;;;;
352;Brzostek;Zaniemyśl;powiat średzki;66;;;;
353;Brzostowo;Miasteczko Krajeńskie;powiat pilski;569;;;;
354;Brzostów;Jaraczewo;powiat jarociński;271;;;;
355;Brzoza;Krotoszyn;powiat krotoszyński;268;;;;
356;Brzoza;Duszniki;powiat szamotulski;388;;;;
357;Brzozogaj;Ostrowite;powiat słupecki;1;;;;
358;Brzozogaj;Kłecko;powiat gnieźnieński;74;;;;
359;Brzozówka;Okonek;powiat złotowski;1;;;;
360;Brzóstków;Żerków;powiat jarociński;474;;;;
361;Brzóstownia;Książ Wielkopolski;powiat śremski;218;;;;
362;Brzózki;Kramsk;powiat koniński;242;;;;
363;Bucharzewo;Sieraków;powiat międzychodzki;240;;;;
364;Bucz;Przemęt;powiat wolsztyński;1185;;;;
365;Budy Liskowskie;Lisków;powiat kaliski;173;;;;
366;Budy Przybyłowskie;Koło;powiat kolski;1;;;;
367;Budy Słodkowskie;Turek;powiat turecki;307;;;;
368;Budy-Gole;Chodów;powiat kolski;27;;;;
369;Budy;Rozdrażew;powiat krotoszyński;300;;;;
370;Budy;Kleczew;powiat koniński;1;;;;
371;Budy;Jastrowie;powiat złotowski;138;;;;
372;Budziejewko;Mieścisko;powiat wągrowiecki;21;;;;
373;Budziejewo;Mieścisko;powiat wągrowiecki;89;;;;
374;Budziłowo;Kołaczkowo;powiat wrzesiński;121;;;;
375;Budzisław Górny;Kleczew;powiat koniński;250;;;;
376;Budzisław Kościelny;Kleczew;powiat koniński;1381;;;;
377;Budziszewice;Skoki;powiat wągrowiecki;86;;;;
378;Budziszewko;Rogoźno;powiat obornicki;407;;;;
379;Budzyń;Budzyń;powiat chodzieski;4648;;;;
380;Bugaj;Raszków;powiat ostrowski;117;;;;
381;Bugaj;Babiak;powiat kolski;37;;;;
382;Bugaj;Miłosław;powiat wrzesiński;592;;;;
383;Bugaj;Pobiedziska;powiat poznański;636;;;;
384;Bukowe;Zagórów;powiat słupecki;236;;;;
385;Bukowiec;Budzyń;powiat chodzieski;401;;;;
386;Bukowiec;Czarnków;powiat czarnkowsko-trzcianecki;224;;;;
387;Bukowiec;Wągrowiec;powiat wągrowiecki;95;;;;
388;Bukowiec;Nowy Tomyśl;powiat nowotomyski;967;;;;
389;Bukownica;Grabów nad Prosną;powiat ostrzeszowski;840;;;;
390;Bukownica;Krobia;powiat gostyński;298;;;;
391;Bukowy Las;Dominowo;powiat średzki;1;;;;
392;Bukówiec Górny;Włoszakowice;powiat leszczyński;1612;;;;
393;Bułaków;Pogorzela;powiat gostyński;422;;;;
394;Buntowo;Złotów;powiat złotowski;297;;;;
395;Buszewko;Pniewy;powiat szamotulski;156;;;;
396;Buszewo;Gołańcz;powiat wągrowiecki;1;;;;
397;Buszewo;Pniewy;powiat szamotulski;146;;;;
398;Buszkowo;Skulsk;powiat koniński;95;;;;
399;Buszkówiec;Kostrzyn;powiat poznański;1;;;;
400;Bylew;Ślesin;powiat koniński;324;;;;
401;Bylice-Kolonia;Grzegorzew;powiat kolski;226;;;;
402;Bylice;Grzegorzew;powiat kolski;278;;;;
403;Bylin;Kleszczewo;powiat poznański;75;;;;
404;Bystrzek;Śrem;powiat śremski;84;;;;
405;Bystrzyca;Grodziec;powiat koniński;49;;;;
406;Byszewice;Kaczory;powiat pilski;1;;;;
407;Byszki;Ujście;powiat pilski;285;;;;
408;Bytkowo;Rokietnica;powiat poznański;602;;;;
409;Bytyń;Kaźmierz;powiat szamotulski;548;;;;
410;Bzowo;Lubasz;powiat czarnkowsko-trzcianecki;1;;;;
411;Cegielnia-Rudki;Wierzbinek;powiat koniński;219;;;;
412;Cegielnia;Koźmin Wielkopolski;powiat krotoszyński;110;;;;
413;Cegielnia;Kleczew;powiat koniński;1;;;;
414;Cegielnia;Kłodawa;powiat kolski;1;;;;
415;Cegielnia;Wilczyn;powiat koniński;53;;;;
416;Cegielsko;Rakoniewice;powiat grodziski;149;;;;
417;Cegły;Ostrów Wielkopolski;powiat ostrowski;199;;;;
418;Ceków-Kolonia;Ceków-Kolonia;powiat kaliski;624;;;;
419;Ceków;Ceków-Kolonia;powiat kaliski;245;;;;
420;Celestynów;Borek Wielkopolski;powiat gostyński;109;;;;
421;Celestyny;Malanów;powiat turecki;79;;;;
422;Celinowo;Skulsk;powiat koniński;255;;;;
423;Ceradz Dolny;Duszniki;powiat szamotulski;621;;;;
424;Ceradz Kościelny;Tarnowo Podgórne;powiat poznański;709;;;;
425;Cerekwica Nowa;Jaraczewo;powiat jarociński;170;;;;
426;Cerekwica Stara;Jaraczewo;powiat jarociński;216;;;;
427;Cerekwica;Rokietnica;powiat poznański;1234;;;;
428;Chachalnia;Zduny;powiat krotoszyński;517;;;;
429;Chalin;Sieraków;powiat międzychodzki;21;;;;
430;Chaławy;Brodnica;powiat śremski;228;;;;
431;Charbielin;Włoszakowice;powiat leszczyński;81;;;;
432;Charbowo;Kłecko;powiat gnieźnieński;194;;;;
433;Charcice;Chrzypsko Wielkie;powiat międzychodzki;195;;;;
434;Charłub;Książ Wielkopolski;powiat śremski;1;;;;
435;Charzewo;Kiszkowo;powiat gnieźnieński;180;;;;
436;Chawłodno;Gołańcz;powiat wągrowiecki;228;;;;
437;Chełkowo;Śmigiel;powiat kościański;86;;;;
438;Chełmce;Opatówek;powiat kaliski;760;;;;
439;Chełminko;Duszniki;powiat szamotulski;173;;;;
440;Chełmno-Parcele;Dąbie;powiat kolski;138;;;;
441;Chełmno;Dąbie;powiat kolski;334;;;;
442;Chełmno;Pniewy;powiat szamotulski;396;;;;
443;Chełst;Drawsko;powiat czarnkowsko-trzcianecki;539;;;;
444;Chlebno;Łobżenica;powiat pilski;222;;;;
445;Chlebowo;Wierzbinek;powiat koniński;1;;;;
446;Chlebowo;Ryczywół;powiat obornicki;1;;;;
447;Chlebowo;Miłosław;powiat wrzesiński;196;;;;
448;Chlebów;Turek;powiat turecki;379;;;;
449;Chlewiska;Kaźmierz;powiat szamotulski;177;;;;
450;Chlewo;Grabów nad Prosną;powiat ostrzeszowski;340;;;;
451;Chludowo;Suchy Las;powiat poznański;1425;;;;
452;Chłapowo;Dominowo;powiat średzki;128;;;;
453;Chłądowo;Witkowo;powiat gnieźnieński;257;;;;
454;Chmielinko;Lwówek;powiat nowotomyski;530;;;;
455;Chmielnik;Kramsk;powiat koniński;1;;;;
456;Chobienice;Siedlec;powiat wolsztyński;1272;;;;
457;Chocicza Mała;Września;powiat wrzesiński;136;;;;
458;Chocicza Wielka;Września;powiat wrzesiński;155;;;;
