lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;2359
59;Bielany;Wądroże Wielkie;powiat jaworski;91;;;;
60;Bielawa Dolna;Pieńsk;powiat zgorzelecki;290;;;;
61;Bielawa Górna;Pieńsk;powiat zgorzelecki;195;;;;
62;Bielawa;Długołęka;powiat wrocławski;592;;;;
63;Bielice;Stronie Śląskie;powiat kłodzki;49;;;;
64;Bieliszów;Jemielno;powiat górowski;46;;;;
65;Bielowice;Krotoszyce;powiat legnicki;32;;;;
66;Bieniowice;Kunice;powiat legnicki;365;;;;
67;Bierkowice;Kłodzko;powiat kłodzki;473;;;;
68;Bierna;Sulików;powiat zgorzelecki;314;;;;
69;Biernacice;Ziębice;powiat ząbkowicki;283;;;;
70;Biernatki;Wądroże Wielkie;powiat jaworski;123;;;;
71;Bierzyce;Długołęka;powiat wrocławski;432;;;;
72;Bierzyn;Strzelin;powiat strzeliński;193;;;;
73;Biestrzyków;Siechnice;powiat wrocławski;1087;;;;
74;Biskupice Oławskie;Jelcz-Laskowice;powiat oławski;318;;;;
75;Biskupice Podgórne;Kobierzyce;powiat wrocławski;108;;;;
76;Biskupice;Syców;powiat oleśnicki;313;;;;
77;Biskupice;Legnickie Pole;powiat legnicki;50;;;;
78;Biskupice;Jordanów Śląski;powiat wrocławski;76;;;;
79;Biskupin;Chojnów;powiat legnicki;238;;;;
80;Blizocin;Trzebnica;powiat trzebnicki;228;;;;
81;Błażejów;Lubawka;powiat kamiennogórski;303;;;;
82;Błażkowa;Lubawka;powiat kamiennogórski;224;;;;
83;Błonie;Miękinia;powiat średzki;321;;;;
84;Błotnica;Złoty Stok;powiat ząbkowicki;158;;;;
85;Błotnica;Kondratowice;powiat strzeliński;68;;;;
86;Bobolice;Ząbkowice Śląskie;powiat ząbkowicki;451;;;;
87;Boboszów;Międzylesie;powiat kłodzki;172;;;;
88;Bobrów;Mysłakowice;powiat jeleniogórski;234;;;;
89;Bobrów;Miłkowice;powiat legnicki;87;;;;
90;Bogdanów;Kostomłoty;powiat średzki;229;;;;
91;Bogdaszowice;Kąty Wrocławskie;powiat wrocławski;671;;;;
92;Bogucin;Niechlów;powiat górowski;61;;;;
93;Bogunów;Żórawina;powiat wrocławski;251;;;;
94;Bogusławice;Oleśnica;powiat oleśnicki;504;;;;
95;Bogusławice;Siechnice;powiat wrocławski;165;;;;
96;Boguszyce;Borów;powiat strzeliński;65;;;;
97;Boguszyce;Oleśnica;powiat oleśnicki;1482;;;;
98;Boguszyn;Kłodzko;powiat kłodzki;530;;;;
99;Bojanice;Świdnica;powiat świdnicki;492;;;;
100;Bolechów;Oława;powiat oławski;148;;;;
101;Bolesławice;Bolesławiec;powiat bolesławiecki;871;;;;
102;Bolesławice;Jaworzyna Śląska;powiat świdnicki;462;;;;
103;Bolesławów;Stronie Śląskie;powiat kłodzki;220;;;;
104;Boleścin;Świdnica;powiat świdnicki;705;;;;
105;Boleścin;Trzebnica;powiat trzebnicki;196;;;;
106;Bolkowice;Paszowice;powiat jaworski;196;;;;
107;Boraszyce Małe;Wińsko;powiat wołowski;43;;;;
108;Boraszyce Wielkie;Wińsko;powiat wołowski;74;;;;
109;Boraszyn;Wołów;powiat wołowski;80;;;;
110;Boreczek;Borów;powiat strzeliński;200;;;;
111;Borek Strzeliński;Borów;powiat strzeliński;971;;;;
112;Borek;Głogów;powiat głogowski;415;;;;
113;Borek;Żmigród;powiat trzebnicki;265;;;;
114;Borkowice;Oborniki Śląskie;powiat trzebnicki;121;;;;
115;Borowa;Długołęka;powiat wrocławski;914;;;;
116;Borowice;Podgórzyn;powiat jeleniogórski;169;;;;
117;Borów;Dobromierz;powiat świdnicki;401;;;;
118;Borów;Borów;powiat strzeliński;886;;;;
119;Borów;Prusice;powiat trzebnicki;169;;;;
120;Borówek;Prusice;powiat trzebnicki;1;;;;
121;Borówki;Gromadka;powiat bolesławiecki;196;;;;
122;Borówno;Czarny Bór;powiat wałbrzyski;535;;;;
123;Borszyn Mały;Góra;powiat górowski;110;;;;
124;Borszyn Wielki;Góra;powiat górowski;123;;;;
125;Borzęcin;Żmigród;powiat trzebnicki;413;;;;
126;Borzygniew;Mietków;powiat wrocławski;539;;;;
127;Borzynowo;Milicz;powiat milicki;129;;;;
128;Bożanów;Żarów;powiat świdnicki;157;;;;
129;Bożejowice;Bolesławiec;powiat bolesławiecki;525;;;;
130;Bożeń;Wołów;powiat wołowski;347;;;;
131;Bożkowice;Olszyna;powiat lubański;163;;;;
132;Bożków;Nowa Ruda;powiat kłodzki;1472;;;;
133;Bożnowice;Ziębice;powiat ząbkowicki;243;;;;
134;Braszowice;Ząbkowice Śląskie;powiat ząbkowicki;724;;;;
135;Bratków;Bogatynia;powiat zgorzelecki;219;;;;
136;Bratoszów;Pieszyce;powiat dzierżoniowski;244;;;;
137;Bratowice;Żórawina;powiat wrocławski;163;;;;
138;Brennik;Ruja;powiat legnicki;180;;;;
139;Brennik;Złotoryja;powiat złotoryjski;303;;;;
140;Brochocin;Zagrodno;powiat złotoryjski;370;;;;
141;Brochocin;Ciepłowody;powiat ząbkowicki;74;;;;
142;Brochocin;Trzebnica;powiat trzebnicki;185;;;;
143;Brochocinek;Kondratowice;powiat strzeliński;17;;;;
144;Brodno;Środa Śląska;powiat średzki;228;;;;
145;Brodowice;Rudna;powiat lubiński;63;;;;
146;Brodów;Rudna;powiat lubiński;178;;;;
147;Brodziszów;Ząbkowice Śląskie;powiat ząbkowicki;285;;;;
148;Bronowiec;Osiecznica;powiat bolesławiecki;53;;;;
149;Bronów;Góra;powiat górowski;162;;;;
150;Bronów;Dobromierz;powiat świdnicki;90;;;;
151;Brożec;Strzelin;powiat strzeliński;267;;;;
152;Brukalice;Ziębice;powiat ząbkowicki;72;;;;
153;Brunów;Lwówek Śląski;powiat lwówecki;125;;;;
154;Brunów;Chocianów;powiat polkowicki;529;;;;
155;Bryłów;Wiązów;powiat strzeliński;81;;;;
156;Bryłówek;Wiązów;powiat strzeliński;62;;;;
157;Brzeg Głogowski;Żukowice;powiat głogowski;451;;;;
158;Brzeście;Żórawina;powiat wrocławski;1;;;;
159;Brzezia Łąka;Długołęka;powiat wrocławski;1826;;;;
160;Brzezica;Borów;powiat strzeliński;122;;;;
161;Brzezie;Trzebnica;powiat trzebnicki;329;;;;
162;Brzezimierz;Domaniów;powiat oławski;71;;;;
163;Brzezina Sułowska;Milicz;powiat milicki;172;;;;
164;Brzezina;Cieszków;powiat milicki;133;;;;
165;Brzezina;Miękinia;powiat średzki;1265;;;;
166;Brzeziniec;Mirsk;powiat lwówecki;145;;;;
167;Brzezinka Średzka;Miękinia;powiat średzki;755;;;;
168;Brzezinka;Oleśnica;powiat oleśnicki;293;;;;
169;Brzezinki;Jelcz-Laskowice;powiat oławski;138;;;;
170;Brzeźnica;Bardo;powiat ząbkowicki;551;;;;
171;Brzeźnik;Bolesławiec;powiat bolesławiecki;883;;;;
172;Brzeźno;Prusice;powiat trzebnicki;198;;;;
173;Brzeżany;Góra;powiat górowski;181;;;;
174;Brzostowo;Krośnice;powiat milicki;288;;;;
175;Brzoza;Borów;powiat strzeliński;92;;;;
176;Brzózka;Wińsko;powiat wołowski;45;;;;
177;Brzyków;Trzebnica;powiat trzebnicki;255;;;;
178;Bucze;Grębocice;powiat polkowicki;133;;;;
179;Buczyna;Radwanice;powiat polkowicki;443;;;;
180;Buczynka;Lubin;powiat lubiński;44;;;;
181;Budczyce;Zawonia;powiat trzebnicki;160;;;;
182;Budków;Wińsko;powiat wołowski;139;;;;
183;Budzicz;Prusice;powiat trzebnicki;132;;;;
184;Budziszów Mały;Wądroże Wielkie;powiat jaworski;142;;;;
185;Budziszów Wielki;Wądroże Wielkie;powiat jaworski;571;;;;
186;Budziszów;Kobierzyce;powiat wrocławski;157;;;;
187;Budziszów;Kostomłoty;powiat średzki;264;;;;
188;Budziwojowice;Długołęka;powiat wrocławski;85;;;;
189;Budziwojów;Chojnów;powiat legnicki;400;;;;
190;Budzów;Stoszowice;powiat ząbkowicki;984;;;;
191;Bukowice;Brzeg Dolny;powiat wołowski;187;;;;
192;Bukowice;Krośnice;powiat milicki;1566;;;;
193;Bukowiec;Mysłakowice;powiat jeleniogórski;574;;;;
194;Bukowina Sycowska;Międzybórz;powiat oleśnicki;503;;;;
195;Bukowina;Długołęka;powiat wrocławski;317;;;;
196;Bukowinka;Twardogóra;powiat oleśnicki;122;;;;
197;Bukowna;Lubin;powiat lubiński;112;;;;
198;Buków;Żarów;powiat świdnicki;397;;;;
199;Bukówek;Środa Śląska;powiat średzki;276;;;;
200;Bukówka;Lubawka;powiat kamiennogórski;247;;;;
201;Bukwica;Żukowice;powiat głogowski;265;;;;
202;Burkatów;Świdnica;powiat świdnicki;774;;;;
203;Buszkowice Małe;Wińsko;powiat wołowski;86;;;;
204;Buszkowice;Ścinawa;powiat lubiński;129;;;;
205;Bychowo;Żmigród;powiat trzebnicki;363;;;;
206;Byczeń;Kamieniec Ząbkowicki;powiat ząbkowicki;375;;;;
207;Byków;Długołęka;powiat wrocławski;770;;;;
208;Bystre;Oleśnica;powiat oleśnicki;1009;;;;
209;Bystrzyca Dolna;Świdnica;powiat świdnicki;692;;;;
210;Bystrzyca Górna;Świdnica;powiat świdnicki;705;;;;
211;Bystrzyca;Wleń;powiat lwówecki;240;;;;
212;Bystrzyca;Oława;powiat oławski;2468;;;;
213;Bytków;Rudna;powiat lubiński;14;;;;
214;Bytnik;Głogów;powiat głogowski;174;;;;
215;Ceber;Kotla;powiat głogowski;156;;;;
216;Cerekwica;Trzebnica;powiat trzebnicki;377;;;;
217;Cesarzowice;Kąty Wrocławskie;powiat wrocławski;170;;;;
218;Cesarzowice;Środa Śląska;powiat średzki;430;;;;
219;Chałupki;Kamieniec Ząbkowicki;powiat ząbkowicki;185;;;;
220;Chełm;Rudna;powiat lubiński;117;;;;
221;Chełm;Malczyce;powiat średzki;51;;;;
222;Chełmek Wołowski;Ścinawa;powiat lubiński;91;;;;
223;Chełmiec;Męcinka;powiat jaworski;391;;;;
224;Chełmsko Śląskie;Lubawka;powiat kamiennogórski;1906;;;;
225;Chełstów;Twardogóra;powiat oleśnicki;235;;;;
226;Chełstówek;Twardogóra;powiat oleśnicki;315;;;;
227;Chmieleń;Lubomierz;powiat lwówecki;443;;;;
228;Chmielno;Lwówek Śląski;powiat lwówecki;380;;;;
229;Chmielów;Kostomłoty;powiat średzki;235;;;;
230;Chobienia;Rudna;powiat lubiński;803;;;;
231;Chocianowiec;Chocianów;powiat polkowicki;809;;;;
232;Chocieborowice;Wąsosz;powiat górowski;193;;;;
233;Chociemyśl;Kotla;powiat głogowski;326;;;;
234;Chocieszów;Szczytna;powiat kłodzki;305;;;;
235;Chodlewko;Prusice;powiat trzebnicki;168;;;;
236;Chodlewo;Żmigród;powiat trzebnicki;207;;;;
237;Chomiąża;Malczyce;powiat średzki;381;;;;
238;Chorągwice;Jemielno;powiat górowski;53;;;;
239;Chościszowice;Bolesławiec;powiat bolesławiecki;77;;;;
240;Chromiec;Stara Kamienica;powiat jeleniogórski;179;;;;
241;Chroślice;Męcinka;powiat jaworski;248;;;;
242;Chrośnica;Jeżów Sudecki;powiat jeleniogórski;196;;;;
243;Chróstnik;Lubin;powiat lubiński;1099;;;;
244;Chróścina;Góra;powiat górowski;529;;;;
245;Chrzanów;Kobierzyce;powiat wrocławski;194;;;;
246;Chrząstawa Mała;Czernica;powiat wrocławski;1646;;;;
247;Chrząstawa Wielka;Czernica;powiat wrocławski;1782;;;;
248;Chwalęcin;Niemcza;powiat dzierżoniowski;51;;;;
249;Chwalibożyce;Oława;powiat oławski;371;;;;
250;Chwalimierz;Środa Śląska;powiat średzki;351;;;;
251;Chwalisław;Złoty Stok;powiat ząbkowicki;211;;;;
252;Chwaliszów;Stare Bogaczowice;powiat wałbrzyski;472;;;;
253;Chwałkowice;Wińsko;powiat wołowski;74;;;;
254;Chwałków;Marcinowice;powiat świdnicki;383;;;;
255;Chwałowice;Jelcz-Laskowice;powiat oławski;945;;;;
256;Chwałów;Mietków;powiat wrocławski;188;;;;
257;Chwastnica;Domaniów;powiat oławski;41;;;;
258;Ciechanowice;Marciszów;powiat kamiennogórski;883;;;;
259;Ciechanów;Jemielno;powiat górowski;128;;;;
260;Ciechłowice;Rudna;powiat lubiński;95;;;;
261;Ciechów;Środa Śląska;powiat średzki;1546;;;;
262;Cielętniki;Zawonia;powiat trzebnicki;132;;;;
263;Cienkowice;Ciepłowody;powiat ząbkowicki;64;;;;
264;Ciepłowody;Ciepłowody;powiat ząbkowicki;1134;;;;
265;Cierpice;Przeworno;powiat strzeliński;220;;;;
266;Cieszkowice;Wąsosz;powiat górowski;197;;;;
267;Cieszków;Cieszków;powiat milicki;1989;;;;
268;Cieszów;Stare Bogaczowice;powiat wałbrzyski;317;;;;
269;Cieszyce;Kobierzyce;powiat wrocławski;203;;;;
270;Cieszyny;Jemielno;powiat górowski;93;;;;
271;Cieśle;Oleśnica;powiat oleśnicki;464;;;;
272;Czachowo;Zawonia;powiat trzebnicki;168;;;;
273;Czadrów;Kamienna Góra;powiat kamiennogórski;803;;;;
274;Czaple;Pielgrzymka;powiat złotoryjski;288;;;;
275;Czarnków;Legnickie Pole;powiat legnicki;38;;;;
276;Czarnoborsko;Wąsosz;powiat górowski;127;;;;
277;Czarnogoździce;Krośnice;powiat milicki;170;;;;
278;Czarnów;Kamienna Góra;powiat kamiennogórski;77;;;;
279;Czarny Bór;Czarny Bór;powiat wałbrzyski;2155;;;;
280;Czatkowice;Milicz;powiat milicki;438;;;;
281;Czechy;Jaworzyna Śląska;powiat świdnicki;415;;;;
282;Czechy;Kostomłoty;powiat średzki;1;;;;
283;Czeladź Mała;Jemielno;powiat górowski;20;;;;
284;Czeladź Wielka;Wąsosz;powiat górowski;299;;;;
285;Czerna;Nowogrodziec;powiat bolesławiecki;1069;;;;
286;Czerna;Żukowice;powiat głogowski;250;;;;
287;Czerna;Miękinia;powiat średzki;138;;;;
288;Czernica;Jeżów Sudecki;powiat jeleniogórski;613;;;;
289;Czernica;Dobromierz;powiat świdnicki;289;;;;
290;Czernica;Czernica;powiat wrocławski;1389;;;;
291;Czerniec;Lubin;powiat lubiński;397;;;;
292;Czernikowice;Chojnów;powiat legnicki;190;;;;
293;Czernina Dolna;Góra;powiat górowski;289;;;;
294;Czernina Górna;Góra;powiat górowski;130;;;;
295;Czernina;Góra;powiat górowski;812;;;;
296;Czerńczyce;Ziębice;powiat ząbkowicki;331;;;;
297;Czerńczyce;Kąty Wrocławskie;powiat wrocławski;267;;;;
298;Czerwieniec;Kondratowice;powiat strzeliński;106;;;;
299;Czerwieńczyce;Nowa Ruda;powiat kłodzki;415;;;;
300;Czerwona Woda;Węgliniec;powiat zgorzelecki;1628;;;;
301;Czerwony Kościół;Krotoszyce;powiat legnicki;269;;;;
302;Czesławice;Ciepłowody;powiat ząbkowicki;51;;;;
303;Czeszów;Zawonia;powiat trzebnicki;914;;;;
304;Czeszyce;Krośnice;powiat milicki;135;;;;
305;Częstocice;Wiązów;powiat strzeliński;224;;;;
306;Częszyce;Strzelin;powiat strzeliński;82;;;;
307;Dalborowice;Dziadowa Kłoda;powiat oleśnicki;444;;;;
308;Dalków;Gaworzyce;powiat polkowicki;344;;;;
309;Damianowice;Kobierzyce;powiat wrocławski;89;;;;
310;Damianowo;Udanin;powiat średzki;293;;;;
311;Danielowice;Domaniów;powiat oławski;92;;;;
312;Dankowice;Żukowice;powiat głogowski;80;;;;
313;Dankowice;Jordanów Śląski;powiat wrocławski;248;;;;
314;Dankowice;Strzelin;powiat strzeliński;60;;;;
315;Dańczów;Lewin Kłodzki;powiat kłodzki;110;;;;
316;Darnków;Lewin Kłodzki;powiat kłodzki;52;;;;
317;Daszów;Jemielno;powiat górowski;150;;;;
318;Dąbie;Prochowice;powiat legnicki;239;;;;
319;Dąbie;Wińsko;powiat wołowski;75;;;;
320;Dąbrowa Bolesławiecka;Bolesławiec;powiat bolesławiecki;334;;;;
321;Dąbrowa Dolna;Ścinawa;powiat lubiński;132;;;;
322;Dąbrowa Górna;Lubin;powiat lubiński;100;;;;
323;Dąbrowa Środkowa;Ścinawa;powiat lubiński;1;;;;
324;Dąbrowa;Polkowice;powiat polkowicki;100;;;;
325;Dąbrowa;Krośnice;powiat milicki;171;;;;
326;Dąbrowa;Oleśnica;powiat oleśnicki;496;;;;
327;Dąbrowica;Mysłakowice;powiat jeleniogórski;461;;;;
328;Dąbrowica;Długołęka;powiat wrocławski;40;;;;
329;Dębice;Malczyce;powiat średzki;320;;;;
330;Dębiec;Ścinawa;powiat lubiński;102;;;;
331;Dębina;Jelcz-Laskowice;powiat oławski;389;;;;
332;Dębnica;Prusice;powiat trzebnicki;147;;;;
333;Dębniki;Strzelin;powiat strzeliński;150;;;;
334;Dębno;Wołów;powiat wołowski;188;;;;
335;Dębno;Żmigród;powiat trzebnicki;245;;;;
336;Dębowiec;Ziębice;powiat ząbkowicki;226;;;;
337;Dębowina;Bardo;powiat ząbkowicki;123;;;;
338;Dębowy Gaj;Lwówek Śląski;powiat lwówecki;154;;;;
339;Dębrznik;Kamienna Góra;powiat kamiennogórski;298;;;;
340;Długołęka;Długołęka;powiat wrocławski;4121;;;;
341;Długopole Dolne;Bystrzyca Kłodzka;powiat kłodzki;333;;;;
342;Długopole Górne;Międzylesie;powiat kłodzki;670;;;;
343;Długopole-Zdrój;Bystrzyca Kłodzka;powiat kłodzki;496;;;;
344;Dłużec;Lwówek Śląski;powiat lwówecki;203;;;;
345;Dłużyce;Ścinawa;powiat lubiński;139;;;;
346;Dłużyna Dolna;Pieńsk;powiat zgorzelecki;757;;;;
347;Dłużyna Górna;Pieńsk;powiat zgorzelecki;406;;;;
348;Dobkowice;Kobierzyce;powiat wrocławski;114;;;;
349;Dobków;Świerzawa;powiat złotoryjski;477;;;;
350;Doboszowice;Kamieniec Ząbkowicki;powiat ząbkowicki;562;;;;
351;Dobra;Bolesławiec;powiat bolesławiecki;1118;;;;
352;Dobra;Dobroszyce;powiat oleśnicki;364;;;;
353;Dobrocin;Dzierżoniów;powiat dzierżoniowski;646;;;;
354;Dobrogoszcz;Strzelin;powiat strzeliński;176;;;;
355;Dobromierz;Dobromierz;powiat świdnicki;721;;;;
356;Dobromyśl;Kamienna Góra;powiat kamiennogórski;72;;;;
357;Dobrosławice;Żmigród;powiat trzebnicki;192;;;;
358;Dobroszów Oleśnicki;Długołęka;powiat wrocławski;328;;;;
359;Dobroszów;Chojnów;powiat legnicki;215;;;;
360;Dobroszów;Przeworno;powiat strzeliński;57;;;;
361;Dobroszyce;Dobroszyce;powiat oleśnicki;2877;;;;
362;Dobrzejowice;Żukowice;powiat głogowski;368;;;;
363;Dobrzejów;Miłkowice;powiat legnicki;242;;;;
364;Dobrzenice;Ciepłowody;powiat ząbkowicki;202;;;;
365;Dobrzeń;Dobroszyce;powiat oleśnicki;764;;;;
366;Dobrzykowice;Czernica;powiat wrocławski;3522;;;;
367;Dochowa;Wąsosz;powiat górowski;112;;;;
368;Dolina;Szczytna;powiat kłodzki;126;;;;
369;Dolnik;Międzylesie;powiat kłodzki;90;;;;
370;Domanice;Mietków;powiat wrocławski;362;;;;
371;Domanice;Wińsko;powiat wołowski;75;;;;
372;Domaniowice;Żukowice;powiat głogowski;87;;;;
373;Domaniów;Domaniów;powiat oławski;821;;;;
374;Domanowice;Trzebnica;powiat trzebnicki;314;;;;
375;Domanów;Marciszów;powiat kamiennogórski;241;;;;
376;Domasław;Kobierzyce;powiat wrocławski;1089;;;;
377;Domasławice;Twardogóra;powiat oleśnicki;330;;;;
378;Domaszczyn;Długołęka;powiat wrocławski;1735;;;;
379;Domaszków;Międzylesie;powiat kłodzki;1156;;;;
380;Domaszków;Wołów;powiat wołowski;191;;;;
381;Drągów;Twardogóra;powiat oleśnicki;292;;;;
382;Droglowice;Pęcław;powiat głogowski;268;;;;
383;Drogomiłowice;Udanin;powiat średzki;127;;;;
384;Drogoszowice;Twardogóra;powiat oleśnicki;198;;;;
385;Drołtowice;Syców;powiat oleśnicki;486;;;;
386;Droszków;Kłodzko;powiat kłodzki;51;;;;
387;Droszów;Trzebnica;powiat trzebnicki;89;;;;
388;Drozdowice Małe;Wąsosz;powiat górowski;59;;;;
389;Drozdowice Wielkie;Wąsosz;powiat górowski;107;;;;
390;Droździęcin;Twardogóra;powiat oleśnicki;73;;;;
391;Drożów;Radwanice;powiat polkowicki;84;;;;
392;Drożyna;Radwanice;powiat polkowicki;78;;;;
393;Drzemlikowice;Oława;powiat oławski;331;;;;
394;Drzymałowice;Mściwojów;powiat jaworski;120;;;;
395;Duchowo;Milicz;powiat milicki;183;;;;
396;Dunino;Krotoszyce;powiat legnicki;171;;;;
397;Dunkowa;Milicz;powiat milicki;233;;;;
398;Duża Wólka;Grębocice;powiat polkowicki;169;;;;
399;Dworek;Lwówek Śląski;powiat lwówecki;91;;;;
400;Dworki;Nowa Ruda;powiat kłodzki;58;;;;
401;Dzbanów;Bardo;powiat ząbkowicki;203;;;;
402;Dziadkowo;Cieszków;powiat milicki;286;;;;
403;Dziadowa Kłoda;Dziadowa Kłoda;powiat oleśnicki;1343;;;;
404;Dziadów Most;Dziadowa Kłoda;powiat oleśnicki;248;;;;
405;Działosza;Syców;powiat oleśnicki;538;;;;
406;Działoszyn;Bogatynia;powiat zgorzelecki;535;;;;
407;Dziećmorowice;Walim;powiat wałbrzyski;1335;;;;
408;Dzierzkowa;Przeworno;powiat strzeliński;109;;;;
409;Dzierzków;Dobromierz;powiat świdnicki;348;;;;
410;Dzierżkowice;Ruja;powiat legnicki;345;;;;
411;Dziesław;Ścinawa;powiat lubiński;279;;;;
412;Dziesławice;Międzybórz;powiat oleśnicki;173;;;;
413;Dziewiętlin;Krośnice;powiat milicki;117;;;;
414;Dziewin;Ścinawa;powiat lubiński;135;;;;
415;Dzikowa;Mietków;powiat wrocławski;99;;;;
416;Dzikowiec;Nowa Ruda;powiat kłodzki;810;;;;
417;Dzików;Gaworzyce;powiat polkowicki;114;;;;
418;Dziuplina;Jelcz-Laskowice;powiat oławski;474;;;;
419;Dziwigórz;Udanin;powiat średzki;38;;;;
420;Dziwiszów;Jeżów Sudecki;powiat jeleniogórski;1568;;;;
421;Ernestynów;Złotoryja;powiat złotoryjski;1;;;;
422;Gać;Oława;powiat oławski;446;;;;
423;Gaiki;Jerzmanowa;powiat głogowski;249;;;;
424;Gaj Oławski;Oława;powiat oławski;248;;;;
425;Gajków;Czernica;powiat wrocławski;1538;;;;
426;Gajnik;Międzylesie;powiat kłodzki;131;;;;
427;Gajów;Radków;powiat kłodzki;47;;;;
428;Gajówka;Mirsk;powiat lwówecki;125;;;;
429;Galowice;Żórawina;powiat wrocławski;413;;;;
430;Gałów;Miękinia;powiat średzki;883;;;;
431;Garbce;Żmigród;powiat trzebnicki;247;;;;
432;Garncarsko;Sobótka;powiat wrocławski;246;;;;
433;Garwół;Wołów;powiat wołowski;254;;;;
434;Gaszowice;Syców;powiat oleśnicki;187;;;;
435;Gaszów;Lwówek Śląski;powiat lwówecki;76;;;;
436;Gatka;Żmigród;powiat trzebnicki;175;;;;
437;Gaworzyce;Gaworzyce;powiat polkowicki;1567;;;;
438;Gawronki;Rudna;powiat lubiński;1;;;;
439;Gawrony;Rudna;powiat lubiński;214;;;;
440;Gądkowice;Milicz;powiat milicki;454;;;;
441;Gądków;Wądroże Wielkie;powiat jaworski;118;;;;
442;Gądów;Kąty Wrocławskie;powiat wrocławski;502;;;;
443;Gębczyce;Strzelin;powiat strzeliński;137;;;;
444;Gębice;Strzelin;powiat strzeliński;182;;;;
445;Gęsice;Domaniów;powiat oławski;191;;;;
446;Gęsiniec;Strzelin;powiat strzeliński;908;;;;
447;Giebułtów;Mirsk;powiat lwówecki;1193;;;;
448;Gierałtowiec;Złotoryja;powiat złotoryjski;519;;;;
449;Gierałtów;Nowogrodziec;powiat bolesławiecki;1131;;;;
450;Gierczyn;Mirsk;powiat lwówecki;259;;;;
451;Gilów;Niemcza;powiat dzierżoniowski;614;;;;
